fpr,zebra_tpr,hybrid_tpr,winner
0.0,0.0,0.0,Tie
0.0005,0.032810232426303855,0.017189560439560443,ZeBRA
0.001,0.06562046485260771,0.034379120879120886,ZeBRA
0.0015,0.09843069727891157,0.06352239229024943,ZeBRA
0.002,0.13124092970521542,0.09367233560090701,ZeBRA
0.0025,0.16405116213151927,0.1279076479076479,ZeBRA
0.003,0.19686139455782314,0.16402308802308802,ZeBRA
0.0035,0.229671626984127,0.20348571428571427,ZeBRA
0.004,0.26248185941043084,0.24647619047619046,ZeBRA
0.0045000000000000005,0.29365079365079366,0.29365079365079366,Tie
0.005,0.29365079365079366,0.2942410714285714,Hybrid
0.0055,0.29365079365079366,0.2952756283068783,Hybrid
0.006,0.29365079365079366,0.2963101851851852,Hybrid
0.006500000000000001,0.29365079365079366,0.29734474206349204,Hybrid
0.007,0.29365079365079366,0.29837929894179893,Hybrid
0.0075,0.29365079365079366,0.2994138558201058,Hybrid
0.008,0.29365079365079366,0.30044841269841266,Hybrid
0.0085,0.29365079365079366,0.30148296957671955,Hybrid
0.009000000000000001,0.29365079365079366,0.303713529856387,Hybrid
0.0095,0.29365079365079366,0.306078231292517,Hybrid
0.01,0.29365079365079366,0.308442932728647,Hybrid
0.0105,0.29919444444444443,0.310807634164777,Hybrid
0.011,0.30158730158730157,0.313172335600907,Hybrid
0.0115,0.30952380952380953,0.315537037037037,Hybrid
0.012,0.30952380952380953,0.31794820384294065,Hybrid
0.0125,0.30952380952380953,0.32056182121971594,Hybrid
0.013000000000000001,0.30952380952380953,0.3231754385964912,Hybrid
0.0135,0.3134920634920635,0.32578905597326646,Hybrid
0.014,0.3134920634920635,0.32840267335004175,Hybrid
0.0145,0.31746031746031744,0.33101629072681704,Hybrid
0.015,0.31746031746031744,0.3335837742504409,Hybrid
0.0155,0.31746031746031744,0.33579082892416223,Hybrid
0.016,0.31746031746031744,0.3379978835978836,Hybrid
0.0165,0.32142857142857145,0.3402049382716049,Hybrid
0.017,0.3253968253968254,0.34241199294532626,Hybrid
0.0175,0.32936507936507936,0.3446190476190476,Hybrid
0.018000000000000002,0.32936507936507936,0.34682610229276895,Hybrid
0.0185,0.3334047619047617,0.3490331569664903,Hybrid
0.019,0.3373015873015873,0.3500643849206349,Hybrid
0.0195,0.3412698412698413,0.3509954861111111,Hybrid
0.02,0.34238095238095245,0.35192658730158727,Hybrid
0.0205,0.34523809523809523,0.3528576884920635,Hybrid
0.021,0.34523809523809523,0.3537887896825397,Hybrid
0.021500000000000002,0.3492063492063492,0.35471989087301586,Hybrid
0.022,0.3531746031746032,0.35565099206349204,Hybrid
0.0225,0.3611111111111111,0.3565820932539682,ZeBRA
0.023,0.36507936507936506,0.3575131944444444,ZeBRA
0.0235,0.36507936507936506,0.35844429563492064,ZeBRA
0.024,0.36507936507936506,0.3593753968253968,ZeBRA
0.0245,0.36507936507936506,0.360306498015873,ZeBRA
0.025,0.36507936507936506,0.36124603174603176,ZeBRA
0.025500000000000002,0.36904761904761907,0.36223920634920637,ZeBRA
0.026000000000000002,0.373015873015873,0.363232380952381,ZeBRA
0.0265,0.376984126984127,0.3642255555555556,ZeBRA
0.027,0.376984126984127,0.3652187301587302,ZeBRA
0.0275,0.376984126984127,0.3662119047619048,ZeBRA
0.028,0.376984126984127,0.3672050793650794,ZeBRA
0.0285,0.376984126984127,0.368198253968254,ZeBRA
0.029,0.376984126984127,0.36921103896103896,ZeBRA
0.029500000000000002,0.38095238095238093,0.3703396464646465,ZeBRA
0.03,0.38492063492063494,0.371468253968254,ZeBRA
0.0305,0.38492063492063494,0.3725968614718615,ZeBRA
0.031,0.38492063492063494,0.373725468975469,ZeBRA
0.0315,0.3888888888888889,0.3748540764790765,ZeBRA
0.032,0.3888888888888889,0.375982683982684,ZeBRA
0.0325,0.3888888888888889,0.377327694235589,ZeBRA
0.033,0.39285714285714285,0.3803769145084935,ZeBRA
0.0335,0.4007936507936508,0.383426134781398,ZeBRA
0.034,0.4007936507936508,0.3864753550543024,ZeBRA
0.0345,0.4007936507936508,0.3895245753272069,ZeBRA
0.035,0.4087301587301587,0.3925737956001114,ZeBRA
0.035500000000000004,0.4087301587301587,0.3956230158730159,ZeBRA
0.036000000000000004,0.4087301587301587,0.3986722361459204,ZeBRA
0.0365,0.4087301587301587,0.40172145641882484,ZeBRA
0.037,0.4087301587301587,0.404767131242741,ZeBRA
0.0375,0.4087301587301587,0.40658391405342625,ZeBRA
0.038,0.4087301587301587,0.4084006968641115,ZeBRA
0.0385,0.4087301587301587,0.41021747967479677,Hybrid
0.039,0.4166666666666667,0.412034262485482,ZeBRA
0.0395,0.4166666666666667,0.41385104529616723,ZeBRA
0.04,0.4246031746031746,0.4156678281068525,ZeBRA
0.0405,0.4246031746031746,0.41748461091753775,ZeBRA
0.041,0.42857142857142855,0.419301393728223,ZeBRA
0.0415,0.43253968253968256,0.42111817653890826,ZeBRA
0.042,0.43253968253968256,0.42293495934959346,ZeBRA
0.0425,0.43253968253968256,0.4247517421602787,ZeBRA
0.043000000000000003,0.43253968253968256,0.426568524970964,ZeBRA
0.043500000000000004,0.43253968253968256,0.42838530778164924,ZeBRA
0.044,0.43253968253968256,0.4296489262371615,ZeBRA
0.0445,0.43253968253968256,0.431109477124183,ZeBRA
0.045,0.43253968253968256,0.43257653061224494,Hybrid
0.0455,0.43253968253968256,0.4343500566893424,Hybrid
0.046,0.4365079365079365,0.4361235827664399,ZeBRA
0.0465,0.4365079365079365,0.4373278985507246,Hybrid
0.047,0.4365079365079365,0.4400267425810904,Hybrid
0.0475,0.4365079365079365,0.44272558661145617,Hybrid
0.048,0.4365079365079365,0.44542443064182197,Hybrid
0.0485,0.4365079365079365,0.4481232746721877,Hybrid
0.049,0.4365079365079365,0.4508221187025535,Hybrid
0.0495,0.43826587301587305,0.45352096273291925,Hybrid
0.05,0.4444444444444444,0.45621980676328505,Hybrid
0.0505,0.44841269841269843,0.45845044091710757,Hybrid
0.051000000000000004,0.44841269841269843,0.4606574955908289,Hybrid
0.051500000000000004,0.44841269841269843,0.46286455026455026,Hybrid
0.052000000000000005,0.44841269841269843,0.4650716049382716,Hybrid
0.0525,0.44841269841269843,0.46727865961199294,Hybrid
0.053,0.44841269841269843,0.4694857142857143,Hybrid
0.0535,0.44841269841269843,0.4716927689594356,Hybrid
0.054,0.44841269841269843,0.47399156746031745,Hybrid
0.0545,0.44841269841269843,0.47631932043650793,Hybrid
0.055,0.44841269841269843,0.4786470734126984,Hybrid
0.0555,0.44841269841269843,0.4809748263888889,Hybrid
0.056,0.4523809523809524,0.48330257936507937,Hybrid
0.0565,0.4523809523809524,0.4860577777777778,Hybrid
0.057,0.4523809523809524,0.49003047619047624,Hybrid
0.0575,0.4523809523809524,0.4940031746031746,Hybrid
0.058,0.4523809523809524,0.49797587301587304,Hybrid
0.0585,0.4523809523809524,0.5012631257631258,Hybrid
0.059000000000000004,0.45367460317460334,0.5050830280830281,Hybrid
0.059500000000000004,0.45634920634920634,0.5080550314465409,Hybrid
0.06,0.45634920634920634,0.5085235100329439,Hybrid
0.0605,0.4603174603174603,0.508991988619347,Hybrid
0.061,0.4603174603174603,0.5094604672057502,Hybrid
0.0615,0.4603174603174603,0.5099289457921533,Hybrid
0.062,0.4603174603174603,0.5103974243785564,Hybrid
0.0625,0.4603174603174603,0.5108659029649595,Hybrid
0.063,0.4603174603174603,0.5113343815513627,Hybrid
0.0635,0.4603174603174603,0.5118028601377658,Hybrid
0.064,0.4603174603174603,0.5126666666666666,Hybrid
0.0645,0.4642857142857143,0.5136403672580143,Hybrid
0.065,0.4642857142857143,0.5146140678493619,Hybrid
0.0655,0.4642857142857143,0.5155877684407096,Hybrid
0.066,0.4642857142857143,0.5165614690320572,Hybrid
