target_name,repeat,split_seed,model,n_test,n_positive,n_negative,observed_prevalence,performance_prevalence,zedstat_auc,zedstat_auc_ci_low,zedstat_auc_ci_high,brier_score,calibration_intercept,calibration_slope,expected_calibration_error,max_calibration_error,mean_predicted_risk,observed_to_expected_ratio,sklearn_auc_check,auc_zedstat_minus_sklearn
NON FIBROTIC ILA ADJUDICATED,1,1975117437,zebra,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.8605314673913044,0.7923879427833096,0.9286749919992991,0.41775138374971105,-5.661831900991775,0.14024513174809355,0.5863610314945861,0.9624366968386199,0.5923118723742756,0.01004680330960722,0.8605543987506508,-2.293135934638979e-05
NON FIBROTIC ILA ADJUDICATED,1,1975117437,genomic,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.5266363478260869,0.44165097587224683,0.6116217197799271,0.012297174039153059,-4.89760957576632,0.018797955306248608,0.020460699493199275,0.15165754022072847,0.01582164943063594,0.3761201324665131,0.5265147228572075,0.0001216249688794635
NON FIBROTIC ILA ADJUDICATED,1,1975117437,combined,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.572881043478261,0.48639388035977876,0.6593682065967432,0.009976645665450269,-4.396002344821652,0.05308372543800885,0.011303431681642032,0.061357346010265955,0.006918878400100682,0.8600875077675778,0.5727966638752461,8.437960301488356e-05
NON FIBROTIC ILA ADJUDICATED,2,32894861,zebra,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.8500629832775921,0.7800666626203832,0.9200593039348011,0.413522543903071,-5.514654580966104,0.1240480303598143,0.5831139259355155,0.9633436900570862,0.5890647668152051,0.010102184369068458,0.8499564312065726,0.00010655207101950559
NON FIBROTIC ILA ADJUDICATED,2,32894861,genomic,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.4990458260869565,0.4154222696333294,0.5826693825405836,0.024404142746982365,-5.052375381749801,0.026262268030011554,0.10106873365565787,0.31302451965351347,0.10701957453534741,0.055605162938897904,0.49897585044021453,6.997564674199319e-05
NON FIBROTIC ILA ADJUDICATED,2,32894861,combined,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.7888239130434782,0.7104041032162571,0.8672437228706993,0.02424906095218666,-3.4550785003447566,0.6486130521214429,0.0731300678918458,0.36600299863858426,0.07908090877153531,0.0752500315453063,0.7887422764411651,8.163660231308434e-05
NON FIBROTIC ILA ADJUDICATED,3,1653617492,zebra,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.8573344704570791,0.7886101376875343,0.9260588032266239,0.4159719613859974,-5.593178484936396,0.13476295834068575,0.5847191533986742,0.95962812129467,0.5906699942783636,0.010074730284818027,0.8572358146798542,9.86557772248986e-05
NON FIBROTIC ILA ADJUDICATED,3,1653617492,genomic,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.5197035652173914,0.43502814009497187,0.6043789903398109,0.02354109384738182,-5.008570829313149,0.021987020549169668,0.061432655114006654,0.3597570779525293,0.06312550555668983,0.09426999161765717,0.5197049770273635,-1.411809972151623e-06
NON FIBROTIC ILA ADJUDICATED,3,1653617492,combined,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.7663253043478262,0.6856679247775224,0.84698268391813,0.017483472111864202,-3.0532436159224123,0.8355025573041073,0.07056536442354808,0.2702463409313692,0.07651620530323759,0.07777229485056189,0.766256252404771,6.905194305517615e-05
NON FIBROTIC ILA ADJUDICATED,4,1731601306,zebra,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.8474134749163881,0.7769700311682285,0.9178569186645477,0.4162060560252873,-5.592089142317268,0.13408574874536713,0.5849123813144091,0.9647172569047856,0.5908632221940987,0.010071435581303906,0.8473083538917683,0.000105121024619792
NON FIBROTIC ILA ADJUDICATED,4,1731601306,genomic,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.46145713043478265,0.3802332609985499,0.5426809998710154,0.011231437524327453,-5.42095267271394,-0.02453357631124256,0.012806136627927775,0.07646776630994072,0.008438257513749893,0.7052215306291377,0.4613963515379218,6.077889686084692e-05
NON FIBROTIC ILA ADJUDICATED,4,1731601306,combined,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.7070340869565218,0.6222466736902816,0.791821500222762,0.028407619509624393,-3.944457137958976,0.27466948826387233,0.059212605027676994,0.4229800153455617,0.063419746002885,0.09383261925108963,0.7068895276463798,0.00014455931014201173
NON FIBROTIC ILA ADJUDICATED,5,868149077,zebra,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.8836329233023938,0.8201185065845952,0.9471473400201925,0.4185574997597972,-5.626911348458608,0.13473206125423196,0.5873941534272934,0.961058526069113,0.593344994306983,0.010029309991297735,0.883524206142634,0.0001087171597597969
NON FIBROTIC ILA ADJUDICATED,5,868149077,genomic,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.4688540037409876,0.3871088564640978,0.5505991510178774,0.22279147536957042,-5.2033686684237255,-0.005186332767889833,0.22230928039571207,0.9961190168175937,0.2189457616376267,0.027179520787155746,0.4688539709843152,3.275667243007874e-08
NON FIBROTIC ILA ADJUDICATED,5,868149077,combined,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.7271484347826087,0.6434965143663348,0.8108003551988826,0.006845167255344612,-2.805451797178318,0.45881744098646,0.008335636188054751,0.061125481437531534,0.012085197986790409,0.49240739673392375,0.7271688205871036,-2.0385804494926774e-05
NON FIBROTIC ILA ADJUDICATED,6,639137492,zebra,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.858195375,0.789626120533282,0.926764629466718,0.41853104362122406,-5.563150737838989,0.129903496427859,0.5871009372102403,0.9623084674856115,0.5930517780899298,0.010034268675250715,0.8581892356788811,6.139321118925345e-06
NON FIBROTIC ILA ADJUDICATED,6,639137492,genomic,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.480609622742475,0.39808532410050607,0.5631339213844438,0.03877927489730749,-5.398449637715636,-0.010943137490565321,0.03901190194540328,0.33449159383954374,0.033837257702195,0.1758665235836619,0.48056096236108914,4.86603813858455e-05
NON FIBROTIC ILA ADJUDICATED,6,639137492,combined,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.6683361739130436,0.5820576452360967,0.7546147025899904,0.016116193010885797,-3.6361697854174304,0.325331289607787,0.03285132855069189,0.2600414967929933,0.035897278129387256,0.1657741530775804,0.668297195754023,3.89781590205418e-05
NON FIBROTIC ILA ADJUDICATED,7,890802042,zebra,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.8608765333333334,0.7927965091539251,0.9289565575127416,0.42254153870190003,-5.557895563814354,0.12532552072404815,0.5904880667025988,0.9651304930096523,0.5964389075822882,0.00997728485522804,0.8608571169906978,1.9416342635580897e-05
NON FIBROTIC ILA ADJUDICATED,7,890802042,genomic,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.4360802608695652,0.3568257340007246,0.5153347877384058,0.04652162259838018,-5.372469989588441,-0.09629174294514746,0.1441039228157661,0.4196247466942038,0.14965002629077967,0.03976505067982182,0.43599913994070116,8.112092886403133e-05
NON FIBROTIC ILA ADJUDICATED,7,890802042,combined,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.5157328695652175,0.43124475253962957,0.6002209865908054,0.006678107871991417,-5.002349913025072,0.011264158518565725,0.008316882835047138,0.03329479547915106,0.004292917140472594,1.3861997995690203,0.515659303351968,7.356621324949852e-05
NON FIBROTIC ILA ADJUDICATED,8,1912714604,zebra,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.8618830086956522,0.7939891147508296,0.9297769026404747,0.41788851454403547,-5.598645720478054,0.13162456785970061,0.5867012748265406,0.9610200000245369,0.5926521157062301,0.01004103541012123,0.8618275128443067,5.5495851345455094e-05
NON FIBROTIC ILA ADJUDICATED,8,1912714604,genomic,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.4271289565217391,0.34863562338823945,0.5056222896552387,0.006027921374345152,-5.8169444571380335,-0.07885123771860732,0.007200350894255941,0.02058717879200329,0.0032261270084225145,1.844577372234119,0.42700812529705995,0.00012083122467915208
NON FIBROTIC ILA ADJUDICATED,8,1912714604,combined,7730,46,7684,0.0059508408796895215,0.0059508408796895215,0.7700648695652175,0.6897516670883392,0.8503780720420957,0.006217405238430657,-2.3384043067318343,0.4256736231551697,0.0040257960788391495,0.014835409164821855,0.004906127882237259,1.2129404333781573,0.7699482832763732,0.00011658628884425593
