target_name,repeat,split_seed,model,bin,n,cases,mean_pred,obs_rate,obs_rate_lo,obs_rate_hi,prob_min,prob_max
NON FIBROTIC ILA ADJUDICATED,1,2006639513,zebra,0,770,0,0.2338882205854993,0.0,0.0,0.004964141914221508,0.11052533634471677,0.26244562102792846
NON FIBROTIC ILA ADJUDICATED,1,2006639513,zebra,1,769,0,0.28752737431139325,0.0,0.0,0.004970565148712315,0.2626714844315883,0.313853032619612
NON FIBROTIC ILA ADJUDICATED,1,2006639513,zebra,2,770,0,0.3434482473732574,0.0,0.0,0.004964141914221508,0.3138726420157863,0.37476278437809357
NON FIBROTIC ILA ADJUDICATED,1,2006639513,zebra,3,769,0,0.4085207488763856,0.0,0.0,0.004970565148712315,0.37476455866468866,0.4433772912540586
NON FIBROTIC ILA ADJUDICATED,1,2006639513,zebra,4,770,4,0.48827081925126503,0.005194805194805195,0.0020219574690050306,0.013280219334419372,0.4434348652238469,0.5379181778535597
NON FIBROTIC ILA ADJUDICATED,1,2006639513,zebra,5,769,2,0.5976687045556867,0.002600780234070221,0.0007135177289523901,0.009432753192718508,0.5379526697031828,0.6609848703504118
NON FIBROTIC ILA ADJUDICATED,1,2006639513,zebra,6,769,6,0.7301088324696108,0.007802340702210663,0.003580646807040671,0.016917035660547395,0.6609927287901974,0.7896104572464939
NON FIBROTIC ILA ADJUDICATED,1,2006639513,zebra,7,770,2,0.8470016346319021,0.0025974025974025974,0.0007125907061236786,0.009420568652699277,0.7896947460373092,0.8998170492352966
NON FIBROTIC ILA ADJUDICATED,1,2006639513,zebra,8,769,8,0.9507658654116176,0.010403120936280884,0.005280654829476248,0.0203927334110704,0.8998307879232259,0.9859879776718901
NON FIBROTIC ILA ADJUDICATED,1,2006639513,zebra,9,770,22,0.9965845098767089,0.02857142857142857,0.018942666074440347,0.04288066773039707,0.9859988523659691,1.0
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,0,770,2,1.882836857264089e-32,0.0025974025974025974,0.0007125907061236786,0.009420568652699277,8.591092482914006e-50,2.924167321163741e-31
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,1,769,6,4.8028236328699985e-27,0.007802340702210663,0.003580646807040671,0.016917035660547395,2.9520238884949815e-31,4.379006696188203e-26
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,2,770,3,1.495150774929141e-23,0.003896103896103896,0.0013258926936253902,0.011391775387498288,4.3951851710700664e-26,1.0466040372607285e-22
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,3,769,6,1.1598063404038727e-20,0.007802340702210663,0.003580646807040671,0.016917035660547395,1.078103600340175e-22,7.493560217944115e-20
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,4,770,4,1.1919307598153112e-17,0.005194805194805195,0.0020219574690050306,0.013280219334419372,7.527591808169228e-20,8.372882830949827e-17
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,5,769,4,1.0080575173445316e-14,0.005201560468140442,0.0020245891497467933,0.013297387544882687,8.539505903921268e-17,6.845830542351875e-14
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,6,769,6,3.252898836527814e-12,0.007802340702210663,0.003580646807040671,0.016917035660547395,6.971367632673952e-14,1.6941678646197583e-11
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,7,770,5,5.766258077298007e-10,0.006493506493506494,0.0027767335367897463,0.01510995198893538,1.7026558106987368e-11,2.9358268544649787e-09
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,8,769,4,2.1976032965525644e-07,0.005201560468140442,0.0020245891497467933,0.013297387544882687,2.9406906593302428e-09,1.5717691409206545e-06
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,9,770,4,0.18624506926371898,0.005194805194805195,0.0020219574690050306,0.013280219334419372,1.601951536047158e-06,1.0
NON FIBROTIC ILA ADJUDICATED,1,2006639513,combined,0,770,0,0.00395758510570215,0.0,0.0,0.004964141914221508,0.002763220869264654,0.004488232443439629
NON FIBROTIC ILA ADJUDICATED,1,2006639513,combined,1,769,0,0.0048925095021804515,0.0,0.0,0.004970565148712315,0.004488258436555598,0.005282650235459436
NON FIBROTIC ILA ADJUDICATED,1,2006639513,combined,2,770,0,0.005692489236676929,0.0,0.0,0.004964141914221508,0.0052829743601590365,0.006126522233279874
NON FIBROTIC ILA ADJUDICATED,1,2006639513,combined,3,769,3,0.006697161935381442,0.0039011703511053317,0.001327618000260774,0.011406505807889416,0.006126634048775574,0.007389957041962851
NON FIBROTIC ILA ADJUDICATED,1,2006639513,combined,4,770,3,0.008310034145090475,0.003896103896103896,0.0013258926936253902,0.011391775387498288,0.007390461212546183,0.009434993032945496
NON FIBROTIC ILA ADJUDICATED,1,2006639513,combined,5,769,4,0.010960474792001441,0.005201560468140442,0.0020245891497467933,0.013297387544882687,0.009436562016073933,0.012724070948796587
NON FIBROTIC ILA ADJUDICATED,1,2006639513,combined,6,769,8,0.014927822306929383,0.010403120936280884,0.005280654829476248,0.0203927334110704,0.012726802136389891,0.017560121607660302
NON FIBROTIC ILA ADJUDICATED,1,2006639513,combined,7,770,8,0.021157164252195094,0.01038961038961039,0.005273784940225151,0.020366426752402144,0.017576785110712922,0.0254785210042072
NON FIBROTIC ILA ADJUDICATED,1,2006639513,combined,8,769,11,0.03351809226231291,0.014304291287386216,0.008005744470847457,0.025431202429137063,0.02548177009997438,0.04569643790192571
NON FIBROTIC ILA ADJUDICATED,1,2006639513,combined,9,770,7,0.11343124872056419,0.00909090909090909,0.004410478976495486,0.01864522399383109,0.04571924158557866,0.600492907563981
NON FIBROTIC ILA ADJUDICATED,2,1103116732,zebra,0,770,0,0.23118667187455286,0.0,0.0,0.004964141914221508,0.11052533634471677,0.259829183187628
NON FIBROTIC ILA ADJUDICATED,2,1103116732,zebra,1,769,1,0.2855111065792283,0.0013003901170351106,0.0002295876800841234,0.007328830355107483,0.25993639862440343,0.3117260491343149
NON FIBROTIC ILA ADJUDICATED,2,1103116732,zebra,2,770,0,0.34303698862703486,0.0,0.0,0.004964141914221508,0.31173266061856664,0.3757102332387537
NON FIBROTIC ILA ADJUDICATED,2,1103116732,zebra,3,769,0,0.41086336631836895,0.0,0.0,0.004970565148712315,0.37583020297963254,0.4489316582898533
NON FIBROTIC ILA ADJUDICATED,2,1103116732,zebra,4,770,3,0.49083819522777195,0.003896103896103896,0.0013258926936253902,0.011391775387498288,0.4489378471090248,0.541323502105738
NON FIBROTIC ILA ADJUDICATED,2,1103116732,zebra,5,769,3,0.602832976791201,0.0039011703511053317,0.001327618000260774,0.011406505807889416,0.5413674023351235,0.6662717204623677
NON FIBROTIC ILA ADJUDICATED,2,1103116732,zebra,6,769,5,0.7350520637408894,0.006501950585175552,0.002780348414515579,0.015129481166593194,0.6664357679714032,0.7973095972616728
NON FIBROTIC ILA ADJUDICATED,2,1103116732,zebra,7,770,2,0.8496670924104767,0.0025974025974025974,0.0007125907061236786,0.009420568652699277,0.797723185961675,0.9005135956656438
NON FIBROTIC ILA ADJUDICATED,2,1103116732,zebra,8,769,9,0.9513968715830249,0.011703511053315995,0.006169270449727107,0.022091970677298834,0.9005151325308381,0.985485854363619
NON FIBROTIC ILA ADJUDICATED,2,1103116732,zebra,9,770,21,0.9964543174969849,0.02727272727272727,0.017906160074157684,0.04133266500837901,0.9855111624726878,1.0
NON FIBROTIC ILA ADJUDICATED,2,1103116732,genomic,0,770,10,0.0015789111625546812,0.012987012987012988,0.007069333631553706,0.02373989550567504,0.0010044410356751937,0.0019034280350270357
NON FIBROTIC ILA ADJUDICATED,2,1103116732,genomic,1,769,4,0.002196006450328733,0.005201560468140442,0.0020245891497467933,0.013297387544882687,0.0019057769424835232,0.002487928807478908
NON FIBROTIC ILA ADJUDICATED,2,1103116732,genomic,2,770,4,0.0027848288830165575,0.005194805194805195,0.0020219574690050306,0.013280219334419372,0.0024880480664085216,0.0030887772589397165
NON FIBROTIC ILA ADJUDICATED,2,1103116732,genomic,3,769,2,0.00346603559158919,0.002600780234070221,0.0007135177289523901,0.009432753192718508,0.003089670341061261,0.003859907867334994
NON FIBROTIC ILA ADJUDICATED,2,1103116732,genomic,4,770,10,0.004330212213898637,0.012987012987012988,0.007069333631553706,0.02373989550567504,0.003861850641295168,0.004835193573471071
NON FIBROTIC ILA ADJUDICATED,2,1103116732,genomic,5,769,5,0.005461428882727358,0.006501950585175552,0.002780348414515579,0.015129481166593194,0.004835949829342846,0.0062578899431295475
