target_name,repeat,split_seed,model,n_test,n_pos_test,auc,partial_auc_fpr_0_05_raw,average_precision
NON FIBROTIC ILA ADJUDICATED,1,2006639513,zebra,7695,44,0.8298425042478108,0.011701678924917717,0.03848129465978856
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,7695,44,0.5190260334359145,0.001667042929622985,0.006907365000789767
NON FIBROTIC ILA ADJUDICATED,1,2006639513,combined,7695,44,0.7323968346383717,0.005540868098050166,0.027776508501659528
NON FIBROTIC ILA ADJUDICATED,2,1103116732,zebra,7695,44,0.8160697947980655,0.009497421608583549,0.031610109239892555
NON FIBROTIC ILA ADJUDICATED,2,1103116732,genomic,7695,44,0.39465726405342144,0.0008244614488896285,0.004617021983422474
NON FIBROTIC ILA ADJUDICATED,2,1103116732,combined,7695,44,0.7456511923575053,0.005541759247157235,0.018613065488614567
NON FIBROTIC ILA ADJUDICATED,3,1578659597,zebra,7695,44,0.8327936930407196,0.010358865745416525,0.03393427035824536
NON FIBROTIC ILA ADJUDICATED,3,1578659597,genomic,7695,44,0.4696118154489609,0.0018436389776737444,0.005808655786244847
NON FIBROTIC ILA ADJUDICATED,3,1578659597,combined,7695,44,0.7226179584368055,0.005371846817409488,0.017767585858694264
NON FIBROTIC ILA ADJUDICATED,4,470871586,zebra,7695,44,0.8295365430543838,0.011682519219115743,0.037018961560314825
NON FIBROTIC ILA ADJUDICATED,4,470871586,genomic,7695,44,0.38248416725086437,0.00017689309775311616,0.004452794499216813
NON FIBROTIC ILA ADJUDICATED,4,470871586,combined,7695,44,0.7113122467651287,0.00350904813393377,0.013516961256630525
NON FIBROTIC ILA ADJUDICATED,5,1691038968,zebra,7695,44,0.8522326255629091,0.013220048478511425,0.046769363094287066
NON FIBROTIC ILA ADJUDICATED,5,1691038968,genomic,7695,44,0.5444237829873695,0.0010475457753591334,0.006617588318868199
NON FIBROTIC ILA ADJUDICATED,5,1691038968,combined,7695,44,0.6881304879932509,0.0043856418055869106,0.014191489349377617
NON FIBROTIC ILA ADJUDICATED,6,962773899,zebra,7695,44,0.8426973301172752,0.014385820035408326,0.054397080709188785
NON FIBROTIC ILA ADJUDICATED,6,962773899,genomic,7695,44,0.4590784330034102,0.0011274096803273006,0.0052497671977495275
NON FIBROTIC ILA ADJUDICATED,6,962773899,combined,7695,44,0.676248499899003,0.0,0.00874541566160916
NON FIBROTIC ILA ADJUDICATED,7,1384216140,zebra,7695,44,0.8498889034113187,0.012281074369363484,0.0442013475668067
NON FIBROTIC ILA ADJUDICATED,7,1384216140,genomic,7695,44,0.4979057995983888,0.0011085894891933322,0.0062451849898522704
NON FIBROTIC ILA ADJUDICATED,7,1384216140,combined,7695,44,0.6933110348023431,0.005945152742956952,0.015338421900844505
NON FIBROTIC ILA ADJUDICATED,8,522943024,zebra,7695,44,0.8364295813975594,0.014267000154465848,0.05203301561644946
NON FIBROTIC ILA ADJUDICATED,8,522943024,genomic,7695,44,0.44848861111441163,0.0011736433740093394,0.005461650122781582
NON FIBROTIC ILA ADJUDICATED,8,522943024,combined,7695,44,0.7490880574137664,0.004105078361711483,0.016869201912072238
NON FIBROTIC ILA ADJUDICATED,9,507353574,zebra,7695,44,0.823580696522142,0.009122693409061204,0.02964622402547662
NON FIBROTIC ILA ADJUDICATED,9,507353574,genomic,7695,44,0.5172437352217774,0.0016862026354249595,0.006683637852685784
NON FIBROTIC ILA ADJUDICATED,9,507353574,combined,7695,44,0.7590778389040054,0.006658369078314184,0.020541844579841248
NON FIBROTIC ILA ADJUDICATED,10,1090592336,zebra,7695,44,0.8290627487791258,0.010181972647663408,0.032863195267380546
NON FIBROTIC ILA ADJUDICATED,10,1090592336,genomic,7695,44,0.5058073216810637,6.995520490488474e-05,0.005977420008383502
NON FIBROTIC ILA ADJUDICATED,10,1090592336,combined,7695,44,0.7285203360226233,0.00280667411271254,0.014136288602477568
NON FIBROTIC ILA ADJUDICATED,11,1141119071,zebra,7695,44,0.8437295778329631,0.012038978861943182,0.043107448373019365
NON FIBROTIC ILA ADJUDICATED,11,1141119071,genomic,7695,44,0.4166211190456387,0.0005808806929575458,0.00478990799342397
NON FIBROTIC ILA ADJUDICATED,11,1141119071,combined,7695,44,0.7691181188436449,0.006889770796449662,0.020156321627081378
NON FIBROTIC ILA ADJUDICATED,12,1178358514,zebra,7695,44,0.8384227849003696,0.007743194591319022,0.02770593417677407
NON FIBROTIC ILA ADJUDICATED,12,1178358514,genomic,7695,44,0.4326083340264493,0.0004947362792742483,0.004993307468825958
NON FIBROTIC ILA ADJUDICATED,12,1178358514,combined,7695,44,0.5511876047100202,0.0040882950535283576,0.013177104760733636
NON FIBROTIC ILA ADJUDICATED,13,920201569,zebra,7695,44,0.8338987179334847,0.010458525920557028,0.035743509659845886
NON FIBROTIC ILA ADJUDICATED,13,920201569,genomic,7695,44,0.4861188674088949,0.0,0.0053450469910493684
NON FIBROTIC ILA ADJUDICATED,13,920201569,combined,7695,44,0.7215366975202291,0.0037664417010254162,0.015035849926827556
NON FIBROTIC ILA ADJUDICATED,14,540305671,zebra,7695,44,0.8159569159111701,0.012018036857927069,0.04077587175612248
NON FIBROTIC ILA ADJUDICATED,14,540305671,genomic,7695,44,0.4479598626442177,0.0004145328596380747,0.005025162093869671
NON FIBROTIC ILA ADJUDICATED,14,540305671,combined,7695,44,0.6700906595691591,0.0016046624921281832,0.010017763720681434
NON FIBROTIC ILA ADJUDICATED,15,1025112626,zebra,7695,44,0.8512835517638812,0.010908556219626669,0.034727427142914276
NON FIBROTIC ILA ADJUDICATED,15,1025112626,genomic,7695,44,0.43145578118130723,0.0017469492995568024,0.005409408818374158
NON FIBROTIC ILA ADJUDICATED,15,1025112626,combined,7695,44,0.6668884637777593,0.003941106926010861,0.013196821854790108
NON FIBROTIC ILA ADJUDICATED,16,555906754,zebra,7695,44,0.8353572319720535,0.011713709437863144,0.04141998418158717
NON FIBROTIC ILA ADJUDICATED,16,555906754,genomic,7695,44,0.43889093523128286,0.00043235584177944665,0.005044497403001318
NON FIBROTIC ILA ADJUDICATED,16,555906754,combined,7695,44,0.7327622057722698,0.00455763358325115,0.014727456116890403
NON FIBROTIC ILA ADJUDICATED,17,517631118,zebra,7695,44,0.8064127089744656,0.008111239172538351,0.02611427672115108
NON FIBROTIC ILA ADJUDICATED,17,517631118,genomic,7695,44,0.42536032128895807,0.0011379974097265955,0.00525461766612156
NON FIBROTIC ILA ADJUDICATED,17,517631118,combined,7695,44,0.72146243509464,0.008353186155107474,0.0230378867569136
NON FIBROTIC ILA ADJUDICATED,18,158902566,zebra,7695,44,0.8089495134325875,0.008017519991444969,0.027156042089766106
NON FIBROTIC ILA ADJUDICATED,18,158902566,genomic,7695,44,0.4687949287674814,0.000895753377455116,0.005345949298088954
NON FIBROTIC ILA ADJUDICATED,18,158902566,combined,7695,44,0.7284223096208458,0.0039684354986276316,0.014557796391083929
NON FIBROTIC ILA ADJUDICATED,19,558519638,zebra,7695,44,0.8170604555554234,0.011741929159586984,0.03845919395926317
NON FIBROTIC ILA ADJUDICATED,19,558519638,genomic,7695,44,0.4476449899597201,0.0012657287817397609,0.005305135977950085
NON FIBROTIC ILA ADJUDICATED,19,558519638,combined,7695,44,0.5678907094735091,0.004783688406744216,0.010991617772105639
NON FIBROTIC ILA ADJUDICATED,20,261182165,zebra,7695,44,0.8163089198084623,0.011447849954254345,0.03711594868455356
NON FIBROTIC ILA ADJUDICATED,20,261182165,genomic,7695,44,0.5302545121849789,0.0030294613894796887,0.008606132212136724
NON FIBROTIC ILA ADJUDICATED,20,261182165,combined,7695,44,0.7342831002483335,0.0038876379795867444,0.03662322966292181
NON FIBROTIC ILA ADJUDICATED,21,2006488022,zebra,7695,44,0.8689000843621155,0.012861658012618672,0.05332436319486808
NON FIBROTIC ILA ADJUDICATED,21,2006488022,genomic,7695,44,0.4967591877472939,0.00019634985325744721,0.006035852735438078
NON FIBROTIC ILA ADJUDICATED,21,2006488022,combined,7695,44,0.7100913724884447,0.003661880205796034,0.012813227521831914
NON FIBROTIC ILA ADJUDICATED,22,545477546,zebra,7695,44,0.8270086500873326,0.012643326481386866,0.04558787787404111
