repeat,split_seed,main_target_fpr,lower_target_fpr,main_threshold,lower_threshold,train_achieved_main_fpr,train_achieved_lower_fpr,baseline_sensitivity,baseline_FPR,baseline_PPV,rescued_sensitivity,rescued_FPR,rescued_PPV,baseline_LR_positive,baseline_LR_negative,baseline_diagnostic_odds_ratio,rescued_LR_positive,rescued_LR_negative,rescued_diagnostic_odds_ratio,matched_train_target_FPR,matched_train_achieved_FPR,matched_zebra_threshold,matched_zebra_sensitivity,matched_zebra_FPR,matched_zebra_PPV,matched_zebra_LR_positive,matched_zebra_LR_negative,matched_zebra_diagnostic_odds_ratio,rescue_minus_matched_sensitivity,rescue_minus_matched_FPR,rescue_minus_matched_PPV,rescue_minus_matched_LR_positive,rescue_minus_matched_LR_negative,delta_sensitivity,delta_FPR,delta_PPV,rescued_TP,added_FP,fraction_baseline_FN_rescued,rescue_subgroup_PPV,FP_per_rescued_TP,baseline_explicit_negative_FPR,rescued_explicit_negative_FPR,delta_explicit_negative_FPR,added_explicit_negative_FP,band_N,band_cases,band_carriers,case_prev_carrier,case_prev_noncarrier,carrier_case_OR,carrier_case_fisher_p
1,893353706,0.005,0.02,0.9999993754174461,0.9997646407792372,0.005194805194805195,0.02017982017982018,0.31125827814569534,0.006125982154747636,0.5053763440860215,0.3576158940397351,0.009721667332534292,0.4251968503937008,50.80953066513101,0.6929869475283362,73.31960702341136,36.785448607457134,0.6486904588025322,56.70724473944358,0.008391608391608392,0.008391608391608392,0.999991431642652,0.31125827814569534,0.011586096683979225,0.35074626865671643,26.864809317195707,0.6968150888445127,38.553713527851464,0.04635761589403975,-0.001864429351444933,0.07445058173698438,9.920639290261427,-0.04812463004198053,0.04635761589403975,0.0035956851777866556,-0.08017949369232069,7,27,0.0673076923076923,0.20588235294117646,3.857142857142857,0.14601769911504425,0.168141592920354,0.02212389380530974,5,168,14,34,0.20588235294117646,0.05223880597014925,4.703703703703703,0.009124894431385184
1,893353706,0.005,0.05,0.9999993754174461,0.9971357962310308,0.005194805194805195,0.05014985014985015,0.31125827814569534,0.006125982154747636,0.5053763440860215,0.3841059602649007,0.015181781861765881,0.3372093023255814,50.80953066513101,0.6929869475283362,73.31960702341136,25.300453119553854,0.6253885523151942,40.45557441992077,0.014585414585414586,0.014585414585414586,0.9999264595012858,0.3576158940397351,0.019176987614862164,0.2727272727272727,18.64817880794702,0.6549439581338261,28.472938144329895,0.026490066225165587,-0.003995205753096283,0.06448202959830868,6.652274311606835,-0.02955540581863192,0.07284768211920534,0.009055799707018246,-0.16816704176044012,11,68,0.10576923076923077,0.13924050632911392,6.181818181818182,0.14601769911504425,0.1902654867256637,0.044247787610619455,10,386,26,79,0.13924050632911392,0.048859934853420196,3.149019607843137,0.009371563384770857
1,893353706,0.005,0.1,0.9999993754174461,0.9808290200953048,0.005194805194805195,0.1000999000999001,0.31125827814569534,0.006125982154747636,0.5053763440860215,0.4370860927152318,0.025169796244506593,0.25882352941176473,50.80953066513101,0.6929869475283362,73.31960702341136,17.365499842321032,0.577448159808924,30.07282913165266,0.02177822177822178,0.02177822177822178,0.9997121099552384,0.4105960264900662,0.02849913437208683,0.2246376811594203,14.407315714550968,0.6066942340076892,23.747243515698834,0.026490066225165587,-0.0033293381275802357,0.03418584825234444,2.958184127770064,-0.029246074198765126,0.12582781456953646,0.019043814089758956,-0.24655281467425677,19,143,0.18269230769230768,0.11728395061728394,7.526315789473684,0.14601769911504425,0.22123893805309736,0.0752212389380531,17,770,42,162,0.11728395061728394,0.03782894736842105,3.3794466403162056,0.00028725843954794175
1,893353706,0.01,0.02,0.9999833850216238,0.9997646407792372,0.01018981018981019,0.02017982017982018,0.33112582781456956,0.01291783193501132,0.3401360544217687,0.37748344370860926,0.01558130243707551,0.3275862068965517,25.633235474841268,0.6776276523125199,37.82790650199041,24.226693835965357,0.6323696998365873,38.31096563011456,0.012187812187812189,0.012187812187812189,0.9999594213409755,0.33774834437086093,0.016779864163004393,0.288135593220339,20.12819299905393,0.6735537968467026,29.883571428571436,0.039735099337748325,-0.0011985617259288837,0.03945061367621272,4.098500836911427,-0.04118409701011527,0.046357615894039694,0.00266347050206419,-0.012549847525216984,7,20,0.06930693069306931,0.25925925925925924,2.857142857142857,0.18584070796460178,0.20353982300884957,0.017699115044247787,4,114,11,27,0.25925925925925924,0.04597701149425287,7.2625,0.0034660231751026645
1,893353706,0.01,0.05,0.9999833850216238,0.9971357962310308,0.01018981018981019,0.05014985014985015,0.33112582781456956,0.01291783193501132,0.3401360544217687,0.40397350993377484,0.021041416966307097,0.2785388127853881,25.633235474841268,0.6776276523125199,37.82790650199041,19.198968899320985,0.6088372893357753,31.533825597749654,0.01838161838161838,0.01838161838161838,0.9998207465381286,0.3973509933774834,0.025036622719403382,0.24193548387096775,15.870790474848526,0.6181247631100227,25.67570727145195,0.0066225165562914245,-0.003995205753096285,0.03660332891442036,3.3281784244724584,-0.009287473774247434,0.07284768211920528,0.008123585031295778,-0.061597241636380584,11,61,0.10891089108910891,0.1527777777777778,5.545454545454546,0.18584070796460178,0.22566371681415928,0.0398230088495575,9,332,23,72,0.1527777777777778,0.046153846153846156,3.726775956284153,0.0035333638989258976
1,893353706,0.01,0.1,0.9999833850216238,0.9808290200953048,0.01018981018981019,0.1000999000999001,0.33112582781456956,0.01291783193501132,0.3401360544217687,0.45695364238410596,0.031029431349047808,0.22847682119205298,25.633235474841268,0.6776276523125199,37.82790650199041,14.726458801125544,0.5604363797880357,26.276771694755578,0.025574425574425574,0.025574425574425574,0.9996051551002835,0.423841059602649,0.030363563723531762,0.2191780821917808,13.958870686650402,0.5942010003356282,23.491833030852995,0.033112582781456956,0.0006658676255160458,0.009298739000272171,0.7675881144751422,-0.03376462054759244,0.1258278145695364,0.018111599414036488,-0.11165923322971572,19,136,0.18811881188118812,0.12258064516129032,7.157894736842105,0.18584070796460178,0.25663716814159293,0.07079646017699115,16,716,39,155,0.12258064516129032,0.035650623885918005,3.7790441176470586,0.00016014426317878443
2,87055916,0.005,0.02,1.0,0.9998605067500643,0.005194805194805195,0.02017982017982018,0.25165562913907286,0.003995205753096284,0.5588235294117647,0.2781456953642384,0.0070581968304701025,0.4421052631578947,62.989403973509944,0.7513461533352992,83.8353982300885,39.40747219792578,0.726985511468607,54.206681668686166,0.007792207792207792,0.007792207792207792,0.9999973527870587,0.2582781456953642,0.007191370355573312,0.41935483870967744,35.91501103752759,0.7470944874545284,48.072916666666664,0.019867549668874163,-0.0001331735251032095,0.022750424448217288,3.492461160398186,-0.02010897598592143,0.02649006622516553,0.0030629910773738184,-0.11671826625387,4,23,0.035398230088495575,0.14814814814814814,5.75,0.10091743119266056,0.11467889908256881,0.013761467889908258,3,144,7,27,0.14814814814814814,0.02564102564102564,6.608695652173913,0.023436613446595277
2,87055916,0.005,0.05,1.0,0.9974804475769272,0.005194805194805195,0.05014985014985015,0.25165562913907286,0.003995205753096284,0.5588235294117647,0.33112582781456956,0.013716873085630577,0.32679738562091504,62.989403973509944,0.7513461533352992,83.8353982300885,24.140037291840805,0.678176635017607,35.59550129770258,0.012387612387612388,0.012387612387612388,0.9999732356191968,0.26490066225165565,0.013450526035424158,0.28368794326241137,19.694446265818637,0.745121615436328,26.431183658906434,0.06622516556291391,0.000266347050206419,0.04310944235850367,4.445591026022168,-0.06694498041872099,0.0794701986754967,0.009721667332534292,-0.23202614379084968,12,73,0.10619469026548672,0.1411764705882353,6.083333333333333,0.10091743119266056,0.14678899082568808,0.045871559633027525,10,379,24,85,0.1411764705882353,0.04081632653061224,3.863013698630137,0.001998541656764381
2,87055916,0.005,0.1,1.0,0.9833823923879152,0.005194805194805195,0.1000999000999001,0.25165562913907286,0.003995205753096284,0.5588235294117647,0.3973509933774834,0.02303901984285524,0.2575107296137339,62.989403973509944,0.7513461533352992,83.8353982300885,17.24687057382383,0.6168608765987563,27.959092930191193,0.02117882117882118,0.02117882117882118,0.9998427098349608,0.304635761589404,0.02290584631775203,0.21100917431192662,13.299476359156015,0.7116655398971194,18.687818383167222,0.09271523178807944,0.00013317352510321123,0.046501555301807274,3.947394214667815,-0.09480466329836312,0.14569536423841056,0.019043814089758956,-0.30131279979803083,22,143,0.19469026548672566,0.13333333333333333,6.5,0.10091743119266056,0.1834862385321101,0.08256880733944955,18,732,39,165,0.13333333333333333,0.029982363315696647,4.97737556561086,2.4184561601528657e-06
2,87055916,0.01,0.02,0.9999871876469801,0.9998605067500643,0.01018981018981019,0.02017982017982018,0.26490066225165565,0.011586096683979225,0.31496062992125984,0.2847682119205298,0.013583699560527367,0.296551724137931,22.86366750399635,0.7437161044398165,30.742466604535572,20.96396571873783,0.7250810715119133,28.912581699346408,0.012187812187812189,0.012187812187812189,0.9999735833401958,0.26490066225165565,0.013450526035424158,0.28368794326241137,19.694446265818637,0.745121615436328,26.431183658906434,0.019867549668874163,0.0001331735251032095,0.012863780875519648,1.2695194529191909,-0.02004054392441479,0.019867549668874163,0.0019976028765481425,-0.01840890578332882,3,15,0.02702702702702703,0.16666666666666666,5.0,0.14678899082568808,0.15137614678899083,0.0045871559633027525,1,85,5,18,0.16666666666666666,0.029850746268656716,6.5,0.06151435008325986
