main_target_fpr,lower_target_fpr,main_threshold,lower_threshold,baseline_sensitivity,baseline_FPR,baseline_PPV,rescued_sensitivity,rescued_FPR,rescued_PPV,delta_sensitivity,delta_FPR,delta_PPV,rescued_TP,added_FP,fraction_baseline_FN_rescued,rescue_subgroup_PPV,FP_per_rescued_TP,band_N,band_cases,band_carriers,case_prev_carrier,case_prev_noncarrier,carrier_case_OR,carrier_case_fisher_p
0.005,0.02,0.9999997884543307,0.9998852001390647,0.29365079365079366,0.0050343615151030845,0.5401459854014599,0.30952380952380953,0.007751318523253956,0.44571428571428573,0.015873015873015872,0.0027169570081508713,-0.09443169968717413,4,34,0.02247191011235955,0.10526315789473684,8.5,200,12,38,0.10526315789473684,0.04938271604938271,2.264705882352941,0.24710921936128777
0.005,0.05,0.9999997884543307,0.9975987778400656,0.29365079365079366,0.0050343615151030845,0.5401459854014599,0.3492063492063492,0.013584785040754355,0.34108527131782945,0.055555555555555525,0.00855042352565127,-0.1990607140836304,14,107,0.07865168539325842,0.11570247933884298,7.642857142857143,601,38,121,0.11570247933884298,0.05,2.485981308411215,0.011919212536946912
0.005,0.1,0.9999997884543307,0.9823280879648942,0.29365079365079366,0.0050343615151030845,0.5401459854014599,0.40476190476190477,0.02285440306856321,0.26288659793814434,0.1111111111111111,0.017820041553460127,-0.2772593874633155,28,223,0.15730337078651685,0.11155378486055777,7.964285714285714,1253,64,251,0.11155378486055777,0.03592814371257485,3.3692077727952165,8.336222895768072e-06
0.01,0.02,0.9999919324775715,0.9998852001390647,0.29365079365079366,0.010068723030206169,0.37,0.30952380952380953,0.012066485536199456,0.3406113537117904,0.015873015873015872,0.0019977625059932873,-0.029388646288209586,4,25,0.02247191011235955,0.13793103448275862,6.25,137,12,29,0.13793103448275862,0.07407407407407407,2.0,0.2800818810141781
0.01,0.05,0.9999919324775715,0.9975987778400656,0.29365079365079366,0.010068723030206169,0.37,0.3492063492063492,0.017899952053699857,0.28205128205128205,0.055555555555555525,0.007831229023493688,-0.08794871794871795,14,98,0.07865168539325842,0.125,7.0,538,38,112,0.125,0.056338028169014086,2.392857142857143,0.0204632677026324
0.01,0.1,0.9999919324775715,0.9823280879648942,0.29365079365079366,0.010068723030206169,0.37,0.40476190476190477,0.02716957008150871,0.23076923076923078,0.1111111111111111,0.01710084705130254,-0.1392307692307692,28,214,0.15730337078651685,0.11570247933884298,7.642857142857143,1190,64,242,0.11570247933884298,0.0379746835443038,3.3146417445482865,1.6169845306560796e-05
