target_name,repeat,split_seed,model,n_test,n_pos_test,auc,partial_auc_fpr_0_05_raw,average_precision
FILD or FILA ADJUDICATED,1,1119663572,zebra,246,102,0.516884531590414,0.002843137254901961,0.47967243877307614
FILD or FILA ADJUDICATED,1,1119663572,genomic,246,102,0.5665168845315904,0.0013752723311546843,0.47479026239386557
FILD or FILA ADJUDICATED,1,1119663572,combined,246,102,0.6017837690631809,0.0029003267973856215,0.523607337798929
FILD or FILA ADJUDICATED,2,797245377,zebra,246,102,0.5870098039215687,0.004,0.544317395642608
FILD or FILA ADJUDICATED,2,797245377,genomic,246,102,0.5660403050108932,0.005364923747276689,0.5204994150380019
FILD or FILA ADJUDICATED,2,797245377,combined,246,102,0.5861928104575164,0.0039760348583878,0.5383234118333371
FILD or FILA ADJUDICATED,3,815506810,zebra,246,102,0.5771718409586057,0.00411764705882353,0.5436178417091481
FILD or FILA ADJUDICATED,3,815506810,genomic,246,102,0.5627723311546842,0.0011710239651416124,0.46439802260975743
FILD or FILA ADJUDICATED,3,815506810,combined,246,102,0.6179874727668846,0.003404139433551198,0.5433844887474255
FILD or FILA ADJUDICATED,4,1999553412,zebra,246,102,0.5225354030501089,0.0016941176470588234,0.44267976958321786
FILD or FILA ADJUDICATED,4,1999553412,genomic,246,102,0.5393518518518519,0.0023965141612200436,0.4701649040122252
FILD or FILA ADJUDICATED,4,1999553412,combined,246,102,0.5545343137254902,0.0024918300653594774,0.4711427160806339
FILD or FILA ADJUDICATED,5,1666218954,zebra,246,102,0.5740059912854031,0.0029779411764705886,0.503503487975145
FILD or FILA ADJUDICATED,5,1666218954,genomic,246,102,0.5528322440087146,0.0016748366013071899,0.48651954170254025
FILD or FILA ADJUDICATED,5,1666218954,combined,246,102,0.5066040305010893,0.0013752723311546843,0.425909925738873
FILD or FILA ADJUDICATED,6,542486516,zebra,246,102,0.5685934095860568,0.0023875432525951564,0.49046129091299817
FILD or FILA ADJUDICATED,6,542486516,genomic,246,102,0.4976851851851852,0.0027505446623093685,0.4601031244044361
FILD or FILA ADJUDICATED,6,542486516,combined,246,102,0.5531726579520697,0.004207516339869282,0.5194506579559948
FILD or FILA ADJUDICATED,7,518447738,zebra,246,102,0.5872821350762527,0.002823529411764706,0.5142260074885474
FILD or FILA ADJUDICATED,7,518447738,genomic,246,102,0.5246459694989107,0.0005991285403050111,0.42434275965854074
FILD or FILA ADJUDICATED,7,518447738,combined,246,102,0.5774101307189543,0.0017565359477124186,0.4910572784581543
FILD or FILA ADJUDICATED,8,997058491,zebra,246,102,0.5893927015250545,0.0027863777089783288,0.5159117494936334
FILD or FILA ADJUDICATED,8,997058491,genomic,246,102,0.5358796296296297,0.0002450980392156864,0.447119412517313
FILD or FILA ADJUDICATED,8,997058491,combined,246,102,0.5505174291938998,0.0003540305010893247,0.4513142566947584
FILD or FILA ADJUDICATED,9,1483266237,zebra,246,102,0.6045411220043573,0.006470588235294119,0.587343537841705
FILD or FILA ADJUDICATED,9,1483266237,genomic,246,102,0.5891884531590414,0.00497004357298475,0.5451510266624772
FILD or FILA ADJUDICATED,9,1483266237,combined,246,102,0.610838779956427,0.006141067538126362,0.5637074616758331
FILD or FILA ADJUDICATED,10,171205582,zebra,246,102,0.6016816448801743,0.004973262032085562,0.5602834807732089
FILD or FILA ADJUDICATED,10,171205582,genomic,246,102,0.5684232026143792,0.002927559912854031,0.4942239147806829
FILD or FILA ADJUDICATED,10,171205582,combined,246,102,0.6171023965141612,0.002260348583877996,0.5404087507230908
FILD or FILA ADJUDICATED,11,1386656029,zebra,246,102,0.5334967320261439,0.0029779411764705886,0.4906695161977515
FILD or FILA ADJUDICATED,11,1386656029,genomic,246,102,0.5435729847494553,0.0030773420479302837,0.49249189465577903
FILD or FILA ADJUDICATED,11,1386656029,combined,246,102,0.6002859477124183,0.0031045751633986935,0.5258452489402259
FILD or FILA ADJUDICATED,12,936866816,zebra,246,102,0.5563725490196079,0.0026890756302521013,0.5002990391486164
