zebra_decile,n,n_pos,prevalence,zebra_mean,prs_mean
0,16,7,0.4375,0.36942923769465613,0.028535044872811628
1,15,7,0.4666666666666667,0.5695734604438181,-0.03403514571218313
2,15,6,0.4,0.7822813625847637,-0.06049164153376963
3,16,3,0.1875,0.9099177192794456,-0.06696535915815667
4,15,6,0.4,0.9735668927889847,-0.016513577578913217
5,15,4,0.26666666666666666,0.9917290668532749,0.02558749980231009
6,16,5,0.3125,0.9987984936587675,0.01038059005074721
7,46,26,0.5652173913043478,0.9999923508259193,-0.0777616889863709
