target_name,repeat,split_seed,model,n_test,n_positive,n_negative,observed_prevalence,performance_prevalence,zedstat_auc,zedstat_auc_ci_low,zedstat_auc_ci_high,brier_score,calibration_intercept,calibration_slope,expected_calibration_error,max_calibration_error,mean_predicted_risk,observed_to_expected_ratio,sklearn_auc_check,auc_zedstat_minus_sklearn
FILD or FILA ADJUDICATED,1,392429752,zebra,7695,152,7543,0.019753086419753086,0.019753086419753086,0.8035952105263158,0.761279518239592,0.8459109028130396,0.4078580947915913,-4.548956683557152,0.17400643734059876,0.572211344720452,0.9323041400388293,0.591964431140205,0.0333687049096952,0.8035630804440506,3.2130082265213744e-05
FILD or FILA ADJUDICATED,1,392429752,genomic,7695,152,7543,0.019753086419753086,0.019753086419753086,0.5632298157894737,0.5154973019472431,0.6109623296317044,0.03508022599164226,-3.452395134472041,0.11242138349715161,0.06035993347964372,0.3396639352062189,0.06663188595994236,0.2964509579036711,0.5631755130235772,5.4302765896574456e-05
FILD or FILA ADJUDICATED,1,392429752,combined,7695,152,7543,0.019753086419753086,0.019753086419753086,0.7892894671052632,0.7460570095585796,0.8325219246519467,0.07910862118513234,-2.978969376552815,0.8987549879231281,0.1775649744871751,0.5596427460164686,0.19731806090692813,0.10010784785215536,0.7892137708715645,7.569623369862999e-05
FILD or FILA ADJUDICATED,2,2018504452,zebra,7695,152,7543,0.019753086419753086,0.019753086419753086,0.8138419832995951,0.7722453811356985,0.8554385854634917,0.40446028389199057,-4.57831627479009,0.18898517097879722,0.5704525715844658,0.9191021704753365,0.5902056580042189,0.03346814140438465,0.8138104690999672,3.1514199627880046e-05
FILD or FILA ADJUDICATED,2,2018504452,genomic,7695,152,7543,0.019753086419753086,0.019753086419753086,0.6130050131578948,0.5649166887502071,0.6610933375655825,0.06390542705183934,-3.28533860422786,0.39372559796893297,0.16755080026426522,0.4327903911995733,0.1873038866840183,0.10546009893044317,0.6129681056678551,3.690749003970595e-05
FILD or FILA ADJUDICATED,2,2018504452,combined,7695,152,7543,0.019753086419753086,0.019753086419753086,0.7844745394736841,0.7409552385599575,0.8279938403874106,0.05095657857997861,-2.501452062158114,1.028999993845308,0.13420348086160933,0.43751881247849933,0.15395656728136242,0.12830298030517562,0.7844263067186726,4.8232755011423656e-05
FILD or FILA ADJUDICATED,3,1899814237,zebra,7695,152,7543,0.019753086419753086,0.019753086419753086,0.8197641670203735,0.7786082992690587,0.8609200347716882,0.40889381131790103,-4.603644219562161,0.18552441935833264,0.5740183119598291,0.9234437809272218,0.5937713983795823,0.03326715714778411,0.8197405053133962,2.3661706977318175e-05
FILD or FILA ADJUDICATED,3,1899814237,genomic,7695,152,7543,0.019753086419753086,0.019753086419753086,0.5485472828947369,0.5010444464831335,0.5960501193063402,0.038533817030889386,-3.596286120926402,0.09386735683917026,0.07087690935736193,0.3737091524838877,0.08428412923545278,0.23436305979470526,0.5484790708708667,6.821202387019554e-05
FILD or FILA ADJUDICATED,3,1899814237,combined,7695,152,7543,0.019753086419753086,0.019753086419753086,0.801044407894737,0.7585579782398862,0.8435308375495877,0.06512857637179492,-2.681155974234926,1.0905761883130036,0.16602323281964892,0.4793964707204973,0.18577631923940202,0.10632725688949692,0.8010014513281747,4.2956566562279974e-05
FILD or FILA ADJUDICATED,4,999367164,zebra,7695,152,7543,0.019753086419753086,0.019753086419753086,0.8228283301920342,0.7819080037091599,0.8637486566749084,0.4047052000202787,-4.572986589875019,0.17857967057061688,0.5709439996331434,0.9192277110676723,0.5906970860528963,0.03344029771967458,0.8227691934662322,5.913672580193374e-05
FILD or FILA ADJUDICATED,4,999367164,genomic,7695,152,7543,0.019753086419753086,0.019753086419753086,0.6185346210526316,0.5704483393476749,0.6666209027575882,0.04500793491275915,-2.327498467845175,1.0281234483731054,0.15361131454788696,0.22130674576070652,0.17336440096764005,0.11393969182542943,0.6184834143890815,5.120666355007408e-05
FILD or FILA ADJUDICATED,4,999367164,combined,7695,152,7543,0.019753086419753086,0.019753086419753086,0.82267025,0.7817376445025733,0.8636028554974268,0.03180834479655607,0.08449201641573525,2.4604021519829313,0.10805668632821956,0.17434609312539107,0.12780977274797264,0.1545506732001166,0.8225934466950885,7.680330491155463e-05
FILD or FILA ADJUDICATED,5,1716593074,zebra,7695,152,7543,0.019753086419753086,0.019753086419753086,0.8090337274720893,0.7670929718192225,0.8509744831249562,0.401953566214972,-4.544892734709778,0.17905753178699452,0.5672392074117025,0.9172033362237755,0.5869922938314556,0.0336513556094909,0.808993350405046,4.037706704329569e-05
FILD or FILA ADJUDICATED,5,1716593074,genomic,7695,152,7543,0.019753086419753086,0.019753086419753086,0.54545675,0.49800930865546755,0.5929041913445325,0.03853043971071797,-3.553522257069545,0.1268695814850121,0.07939010763003514,0.3638583679196398,0.09691290488407622,0.2038230764352903,0.5453775546515766,7.919534842348863e-05
FILD or FILA ADJUDICATED,5,1716593074,combined,7695,152,7543,0.019753086419753086,0.019753086419753086,0.7889784736842105,0.7457271666575219,0.832229780710899,0.04498053190357994,-2.371569126773832,0.9504104627685159,0.1153789888341249,0.3964203209248731,0.135132075253878,0.14617614939045506,0.7889189698360976,5.9503848112929525e-05
FILD or FILA ADJUDICATED,6,1452511707,zebra,7695,152,7543,0.019753086419753086,0.019753086419753086,0.8120355313467493,0.7703082149668148,0.8537628477266839,0.404132565579728,-4.541497234975327,0.1790991024784015,0.5697321633697874,0.9224872119745051,0.5894852497895405,0.03350904272296106,0.8119666543396806,6.88770070687017e-05
FILD or FILA ADJUDICATED,6,1452511707,genomic,7695,152,7543,0.019753086419753086,0.019753086419753086,0.572224625,0.5243790063445394,0.6200702436554607,0.11281247351429509,-3.5792937800498197,0.36266618525679545,0.2745832046609929,0.5030086100063046,0.294336291080746,0.06711060449672573,0.5720875750957668,0.00013704990423324404
FILD or FILA ADJUDICATED,6,1452511707,combined,7695,152,7543,0.019753086419753086,0.019753086419753086,0.7959882368421054,0.7531728095644938,0.838803664119717,0.027279109320144004,-1.3772949981866422,1.2508655210089965,0.07459654299825409,0.23128881253961134,0.09434962941800717,0.2093605087969015,0.795902614483976,8.562235812936692e-05
FILD or FILA ADJUDICATED,7,2065650435,zebra,7695,152,7543,0.019753086419753086,0.019753086419753086,0.8215895369269949,0.7805733588975333,0.8626057149564564,0.40435989372068165,-4.600967997830058,0.1861435074182773,0.569707947203197,0.9270774117115939,0.5894610336229501,0.03351041933738437,0.8215459436075274,4.359331946746092e-05
FILD or FILA ADJUDICATED,7,2065650435,genomic,7695,152,7543,0.019753086419753086,0.019753086419753086,0.5498943947368421,0.5023681763054129,0.5974206131682713,0.020105493517454272,-3.377414749296952,0.05544389334005832,0.017408789379778248,0.025926741873346044,0.0033334606825365562,5.925699535991591,0.5498283525331956,6.604220364647695e-05
FILD or FILA ADJUDICATED,7,2065650435,combined,7695,152,7543,0.019753086419753086,0.019753086419753086,0.8015567434210527,0.7591043480874758,0.8440091387546295,0.0620527497187026,-2.8792530539914605,0.9013099122242877,0.14852481142952445,0.5110268187768466,0.16827789784927752,0.11738372461394456,0.8014933678488945,6.337557215818634e-05
FILD or FILA ADJUDICATED,8,901254218,zebra,7695,152,7543,0.019753086419753086,0.019753086419753086,0.8108857684210526,0.7690761465818238,0.8526953902602815,0.40459308599783733,-4.604453199681986,0.18678277351592318,0.5694803593938736,0.9250500709607226,0.5892334458136267,0.033523362531598294,0.8108266988563813,5.906956467138791e-05
FILD or FILA ADJUDICATED,8,901254218,genomic,7695,152,7543,0.019753086419753086,0.019753086419753086,0.5451190197368421,0.49767777960132414,0.59256025987236,0.05515504544979047,-3.5069605459932505,0.26378079399699006,0.17032832132342618,0.33888897301361226,0.19008140774317928,0.10391908737566623,0.5450400161878912,7.900354895085115e-05
FILD or FILA ADJUDICATED,8,901254218,combined,7695,152,7543,0.019753086419753086,0.019753086419753086,0.7958140065789475,0.7529874629493354,0.8386405502085597,0.04404402258262447,-2.3308998013182194,0.9557904433599917,0.10961216295064256,0.4015357995455779,0.12936524937039562,0.1526923692095742,0.795719454077325,9.455250162249129e-05
