target_name,repeat,split_seed,model,bin,n,cases,mean_pred,obs_rate,obs_rate_lo,obs_rate_hi,prob_min,prob_max
FILD or FILA ADJUDICATED,1,392429752,zebra,0,770,3,0.23269103164416965,0.003896103896103896,0.0013258926936253902,0.011391775387498288,0.11052533634471677,0.2621506127270509
FILD or FILA ADJUDICATED,1,392429752,zebra,1,769,0,0.2881986836855831,0.0,0.0,0.004970565148712315,0.26219562135835695,0.31418714569765976
FILD or FILA ADJUDICATED,1,392429752,zebra,2,770,6,0.3448119279196204,0.007792207792207792,0.0035759904186376326,0.016895203829388215,0.31418727901343046,0.37722891098823874
FILD or FILA ADJUDICATED,1,392429752,zebra,3,769,5,0.41240975808538294,0.006501950585175552,0.002780348414515579,0.015129481166593194,0.3773228513344084,0.44919589166398927
FILD or FILA ADJUDICATED,1,392429752,zebra,4,770,7,0.49682262223336915,0.00909090909090909,0.004410478976495486,0.01864522399383109,0.4492273624574113,0.5481510820845891
FILD or FILA ADJUDICATED,1,392429752,zebra,5,769,10,0.6068222929321775,0.013003901170351105,0.007078545900378475,0.023770548113126753,0.5483671817409786,0.6690088408159459
FILD or FILA ADJUDICATED,1,392429752,zebra,6,769,11,0.7348924804320613,0.014304291287386216,0.008005744470847457,0.025431202429137063,0.6692037362615175,0.7943113857562042
FILD or FILA ADJUDICATED,1,392429752,zebra,7,770,15,0.8517878720656961,0.01948051948051948,0.011840409174050253,0.0318913635746821,0.7944412698398713,0.9070795473665832
FILD or FILA ADJUDICATED,1,392429752,zebra,8,769,17,0.9544107720284262,0.022106631989596878,0.013847378881987714,0.03511668533687256,0.907211618549225,0.9867430920532074
FILD or FILA ADJUDICATED,1,392429752,zebra,9,770,78,0.9968448078190215,0.1012987012987013,0.08192751953281167,0.1246283027208663,0.9869341286892749,1.0
FILD or FILA ADJUDICATED,1,392429752,genomic,0,770,6,0.00025291481123731086,0.007792207792207792,0.0035759904186376326,0.016895203829388215,6.284067542146777e-07,0.0006163151075573445
FILD or FILA ADJUDICATED,1,392429752,genomic,1,769,14,0.0011940844151937617,0.018205461638491547,0.010875078260352153,0.030325427299070243,0.0006163611041695235,0.0018969279289652791
FILD or FILA ADJUDICATED,1,392429752,genomic,2,770,19,0.0028790011935031,0.024675324675324677,0.015852913748522608,0.03821689388941264,0.00190085935069615,0.004022755382165645
FILD or FILA ADJUDICATED,1,392429752,genomic,3,769,13,0.00582714090826118,0.016905071521456438,0.009905619514842359,0.028707033158100748,0.004024634734710831,0.00782218100184019
FILD or FILA ADJUDICATED,1,392429752,genomic,4,770,16,0.010805765676054534,0.02077922077922078,0.012830175613871217,0.033486105857161864,0.007822245586990254,0.014483961823478112
FILD or FILA ADJUDICATED,1,392429752,genomic,5,769,13,0.019607283569202747,0.016905071521456438,0.009905619514842359,0.028707033158100748,0.01448514863753537,0.026022912928212318
FILD or FILA ADJUDICATED,1,392429752,genomic,6,769,15,0.03653727819496228,0.01950585175552666,0.01185585151954993,0.03193250692635176,0.026100553691635168,0.048546095211130555
FILD or FILA ADJUDICATED,1,392429752,genomic,7,770,14,0.06790262610010955,0.01818181818181818,0.010860915582275707,0.030286348444155925,0.04856086925536493,0.09373713695533778
