N,MUC5B_GG_N,MUC5B_GT_N,MUC5B_TT_N,MUC5B_T_carrier_N,MUC5B_T_carrier_prevalence,point_biserial_r,point_biserial_p,spearman_rho,spearman_p,T_dosage_pearson_r,T_dosage_pearson_p,T_dosage_spearman_rho,T_dosage_spearman_p,mean_zebra_T_carrier,mean_zebra_noncarrier,median_zebra_T_carrier,median_zebra_noncarrier,mannwhitney_p,raw_auc,direction_independent_auc,cv_auc,OR_per_SD_zebra
12825,10267,2347,152,2499,0.19485380116959064,0.011119908338908977,0.20795153424750124,0.01248482259861332,0.15742285455380237,0.012798007596655886,0.14726480419768503,0.012748993811773308,0.1488206157676729,0.5951335543443781,0.5876467491613174,0.5483671817409786,0.5397667894096841,0.15741563492096244,0.5090991267705998,0.5090991267705998,0.5048198051252265,1.0283677487871263
