N,MUC5B_genotype_missing_excluded_N,MUC5B_genotype_valid_N,MUC5B_GG_N,MUC5B_GT_N,MUC5B_TT_N,MUC5B_T_carrier_N,MUC5B_T_carrier_prevalence,point_biserial_r,point_biserial_p,spearman_rho,spearman_p,T_dosage_pearson_r,T_dosage_pearson_p,T_dosage_spearman_rho,T_dosage_spearman_p,mannwhitney_p,raw_auc,direction_independent_auc,linear_cv_auc,linear_cv_logloss,spline_cv_auc,spline_cv_logloss,spline_minus_linear_auc,spline_minus_linear_logloss,nonlinearity_LRT_stat,nonlinearity_LRT_df,nonlinearity_LRT_p,OR_per_SD_zebra,observed_max_tail_enrichment,best_tail_percentile,permutation_p_max_tail_enrichment,top99_enrichment,top99_permutation_p,score1_N,score1_enrichment,score1_OR,score1_OR_ci_low,score1_OR_ci_high,score1_fisher_p
12766,59,12766,10267,2347,152,2499,0.19575434748550838,0.010674269870939588,0.2278301958192306,0.012031253534567025,0.17405534054003383,0.012371065388484585,0.16220835042841816,0.012298319404668114,0.16469191123239235,0.17404658255859806,0.5087532626764546,0.5087532626764546,0.5039945266116577,0.49446145277615133,0.5021213706092157,0.49482597269378575,-0.001873156002441978,0.0003645199176344205,3.6617380160350876,5,0.5990680808746276,1.027172081778214,1.4652124415657737,99,0.007798440311937612,1.4652124415657737,0.007598480303939212,205,1.1961233273797325,1.2610997201194365,0.9100317310743523,1.7476011547507049,0.1825603814992693
