N,MUC5B_state2_N,MUC5B_state2_prevalence,pearson_point_biserial_r,pearson_p,spearman_rho,spearman_p,mean_zebra_MUC5B_2,mean_zebra_not_MUC5B_2,median_zebra_MUC5B_2,median_zebra_not_MUC5B_2,mannwhitney_p,raw_auc,direction_independent_auc,cv_auc,OR_per_SD_zebra
12825,10267,0.8005458089668616,-0.008613522315416188,0.32937030091627345,-0.009920038211606247,0.26129404358320724,0.5879590225989159,0.5937075055212261,0.5407244457573239,0.547285069395391,0.2612791509294554,0.492833488164674,0.507166511835326,0.5021828058698277,0.9787342072861296
