target_name,model,metric,n_repeats,mean,sd,median,q025,q975,min,max
FILD or FILA ADJUDICATED,zebra,zedstat_auc,30,0.8141076815611096,0.015116496686905598,0.814087942122463,0.7904712504562819,0.8475177402572809,0.790109757640068,0.8478450252546689
FILD or FILA ADJUDICATED,zebra,sklearn_auc_check,30,0.8140554970217537,0.015106351076467382,0.8140424722817251,0.7904392884305421,0.8474550624664206,0.7900877076690135,0.8477740777437429
FILD or FILA ADJUDICATED,zebra,auc_zedstat_minus_sklearn,30,5.218453935580773e-05,2.1374472158311186e-05,5.397041707283501e-05,1.554851114198286e-05,8.380913371212328e-05,1.225259851800331e-06,8.971442162408749e-05
FILD or FILA ADJUDICATED,zebra,brier_score,30,0.40415549733227335,0.0017150372969848126,0.4038284634807665,0.4007591202790949,0.40662960050555863,0.40024427014757014,0.40679182290803667
FILD or FILA ADJUDICATED,zebra,calibration_intercept,30,-4.552584249610224,0.04874212913208919,-4.546201508902312,-4.651517912215559,-4.46219415791747,-4.655274367671065,-4.456003274412804
FILD or FILA ADJUDICATED,zebra,calibration_slope,30,0.1802889881713181,0.006552481210539491,0.1804292112816926,0.16998497436632207,0.19383162242002042,0.1645286983073308,0.19455627797062625
FILD or FILA ADJUDICATED,zebra,expected_calibration_error,30,0.5696083603460297,0.0012428007321023244,0.5694457055093551,0.5674520211244368,0.5716488192090271,0.5674305404636412,0.5720713834145023
FILD or FILA ADJUDICATED,zebra,max_calibration_error,30,0.9212359948609916,0.003845904073071859,0.9212448734627379,0.9140768429779307,0.9277882385527607,0.9138788397768618,0.9286820502471758
FILD or FILA ADJUDICATED,zebra,mean_predicted_risk,30,0.589361446765783,0.0012428007321023241,0.5891987919291083,0.58720510754419,0.5914019056287801,0.5871836268833942,0.5918244698342554
FILD or FILA ADJUDICATED,zebra,observed_to_expected_ratio,30,0.033516225844167725,7.069748608274884e-05,0.033525334820851065,0.03340045078518436,0.03363915976887719,0.033376596316277825,0.033640390357266806
FILD or FILA ADJUDICATED,genomic,zedstat_auc,30,0.5623615630281432,0.023818601928835594,0.5585457203947368,0.5225068,0.6075438669969846,0.5100229868421053,0.6086747434210527
FILD or FILA ADJUDICATED,genomic,sklearn_auc_check,30,0.562298392723822,0.023816864272068486,0.5584848622284865,0.5224570576065645,0.6074429847819868,0.5099639261218138,0.6086254596454016
FILD or FILA ADJUDICATED,genomic,auc_zedstat_minus_sklearn,30,6.317030432127317e-05,2.0080207200112754e-05,6.330724416858668e-05,2.4527494274032003e-05,9.835750809704109e-05,2.322467066007139e-05,0.00012045403681903988
FILD or FILA ADJUDICATED,genomic,brier_score,30,0.06061508289668186,0.03567933582323873,0.059478547421799,0.02000883357529019,0.1311756523039879,0.019832888086889596,0.1318753227562685
FILD or FILA ADJUDICATED,genomic,calibration_intercept,30,-3.4553365773303475,0.2316713885381868,-3.525615573316242,-3.689224249650732,-2.904189794287302,-3.711496313157437,-2.6821117112022583
FILD or FILA ADJUDICATED,genomic,calibration_slope,30,0.231158453893618,0.1454253098315843,0.19584130556608034,0.049436748339798296,0.5372531785934171,0.02706884797093504,0.5433018561707931
FILD or FILA ADJUDICATED,genomic,expected_calibration_error,30,0.14031566907181992,0.09317202733484012,0.1433897921838853,0.017710525882435123,0.3007567494923698,0.017283814044625957,0.3052154203279722
FILD or FILA ADJUDICATED,genomic,max_calibration_error,30,0.3537661592703536,0.18891449036287228,0.4310960247993576,0.02411393107177807,0.581323919737489,0.02319500304846151,0.5859365563199006
FILD or FILA ADJUDICATED,genomic,mean_predicted_risk,30,0.1533654167455222,0.10204398025049546,0.16273951748414997,0.0054440673192156525,0.3205098359121229,0.005006898124502793,0.3249685067477253
FILD or FILA ADJUDICATED,genomic,observed_to_expected_ratio,30,0.627115113856309,1.1464668735026005,0.12142846696137585,0.06163468906138754,3.6377336908183855,0.06078461761553868,3.94517442307949
FILD or FILA ADJUDICATED,combined,zedstat_auc,30,0.7888482004254048,0.019696818339338732,0.7923959835526315,0.7413917182565789,0.8123955572368421,0.7407710657894736,0.8186696118421053
FILD or FILA ADJUDICATED,combined,sklearn_auc_check,30,0.7887846812776339,0.019699138608267358,0.7923349114201386,0.7413395218292317,0.812350484415666,0.7407059176510812,0.8185682787108299
FILD or FILA ADJUDICATED,combined,auc_zedstat_minus_sklearn,30,6.35191477709037e-05,2.1847029301356757e-05,6.448377827922291e-05,2.5915831644188202e-05,9.957833984271247e-05,2.3732703552159506e-05,0.0001013331312753607
FILD or FILA ADJUDICATED,combined,brier_score,30,0.04394240548296392,0.01959458591453824,0.036622576923906594,0.022064694044673594,0.09156682577010189,0.019007576897755868,0.09730425271981022
FILD or FILA ADJUDICATED,combined,calibration_intercept,30,-2.0255125743816724,0.8082032759121599,-2.2035231332761205,-3.065250462328655,-0.34138984759750757,-3.0920222580916725,-0.16105754382711449
FILD or FILA ADJUDICATED,combined,calibration_slope,30,1.0871300033438207,0.47925353663597414,0.9850137309833408,0.4783251691423018,2.014988626519674,0.31955495240353743,2.0807450294971495
FILD or FILA ADJUDICATED,combined,expected_calibration_error,30,0.10782018788849687,0.0558852873486068,0.09454683723385023,0.029410083961497833,0.23305248337065393,0.01710176958301005,0.24917553818292387
FILD or FILA ADJUDICATED,combined,max_calibration_error,30,0.33878801360256994,0.128881937202172,0.34573513311943577,0.11171697253128265,0.5364767262915626,0.07019275494917054,0.538374111423047
FILD or FILA ADJUDICATED,combined,mean_predicted_risk,30,0.12655333547488498,0.05746270495737769,0.11392649465916349,0.0407186991035941,0.252805569790407,0.016698989692067612,0.2689286246026769
FILD or FILA ADJUDICATED,combined,observed_to_expected_ratio,30,0.21190332892065158,0.1973607908550956,0.17338561479974676,0.07825161870974662,0.6126941295495538,0.07345103723687606,1.18289110802531
NONFIBROTIC ILD ADJUDICATED,zebra,zedstat_auc,30,0.8290764969163384,0.031831188426095315,0.8311400915421197,0.7678802297863925,0.8791938231657609,0.7650284549050632,0.8856214204545454
NONFIBROTIC ILD ADJUDICATED,zebra,sklearn_auc_check,30,0.8290140589052393,0.031817722731018634,0.8310876253418413,0.7678557185180361,0.8790912106068499,0.7650410209662717,0.8852959369709598
NONFIBROTIC ILD ADJUDICATED,zebra,auc_zedstat_minus_sklearn,30,6.24380110989827e-05,7.995858003101134e-05,4.798854347098924e-05,-3.8725303433395644e-05,0.00023788410364854168,-4.131718706690268e-05,0.0003254834835856313
NONFIBROTIC ILD ADJUDICATED,zebra,brier_score,30,0.4160157648116538,0.0021117823363509315,0.415521855631644,0.4129931792136692,0.4207324027660001,0.4121097397701873,0.42118445175602864
NONFIBROTIC ILD ADJUDICATED,zebra,calibration_intercept,30,-6.592718075192022,0.09329607380178057,-6.596169744009393,-6.750305845590976,-6.423301705163968,-6.819142296827878,-6.35371334447403
NONFIBROTIC ILD ADJUDICATED,zebra,calibration_slope,30,0.1281273500361963,0.014556680150716872,0.13014047483583957,0.09908423958800514,0.1490424021868408,0.08476229616256073,0.15717821166379625
NONFIBROTIC ILD ADJUDICATED,zebra,expected_calibration_error,30,0.5866166585794783,0.0016395316270857072,0.5861598740843978,0.5845367167348474,0.5903209283132939,0.5838217679570733,0.5906893825155461
NONFIBROTIC ILD ADJUDICATED,zebra,max_calibration_error,30,0.985069105980634,0.001574638101439265,0.984929019863442,0.982137606029087,0.987585231178281,0.9821127924688506,0.987640070268096
NONFIBROTIC ILD ADJUDICATED,zebra,mean_predicted_risk,30,0.5886959308341891,0.0016395316270856927,0.5882391463391088,0.5866159889895582,0.5924002005680046,0.5859010402117841,0.5927686547702569
NONFIBROTIC ILD ADJUDICATED,zebra,observed_to_expected_ratio,30,0.0035320234020895305,9.811332373710617e-06,0.0035347396872800847,0.0035099119779160156,0.003544522253298331,0.0035077297660361744,0.0035488454739033433
NONFIBROTIC ILD ADJUDICATED,genomic,zedstat_auc,30,0.5175213463552041,0.07012167670910041,0.513616375,0.39960185812352683,0.6222019265625001,0.3792322795400977,0.6293251875
NONFIBROTIC ILD ADJUDICATED,genomic,sklearn_auc_check,30,0.5174718930416287,0.07012425270641702,0.5136248209402265,0.39951348645656987,0.6221203932803749,0.3792323219169163,0.6292486000781352
NONFIBROTIC ILD ADJUDICATED,genomic,auc_zedstat_minus_sklearn,30,4.9453313575377926e-05,4.7203534502535374e-05,5.8197047141494984e-05,-5.076330815046437e-05,0.0001231858257910931,-5.8789498958100594e-05,0.00012655456439641943
NONFIBROTIC ILD ADJUDICATED,genomic,brier_score,30,0.03205355676972856,0.10945044454389494,0.006103718795051044,0.0022802316560124217,0.20771135294958787,0.0022476047123040853,0.6076673164392454
NONFIBROTIC ILD ADJUDICATED,genomic,calibration_intercept,30,-6.1226519377498025,0.8326242284981253,-5.917988670495786,-7.963374583327202,-4.941642229140118,-8.38014502709866,-4.887450116520058
NONFIBROTIC ILD ADJUDICATED,genomic,calibration_slope,30,0.009791884586898758,0.08501437597182683,0.012863782886976349,-0.15179512206665652,0.16641841751957342,-0.2332148083144552,0.2713526274485505
NONFIBROTIC ILD ADJUDICATED,genomic,expected_calibration_error,30,0.0394379265880374,0.10881206766361333,0.015480762503792739,0.0030216892036756204,0.226345130255385,0.0025509487704741944,0.6071474983755683
NONFIBROTIC ILD ADJUDICATED,genomic,max_calibration_error,30,0.17657584655468958,0.20531154625042888,0.12975071717819595,0.012641341776569724,0.6658259005901055,0.009120584407806347,1.0
NONFIBROTIC ILD ADJUDICATED,genomic,mean_predicted_risk,30,0.03864599394571864,0.10903118814501529,0.015514243999881553,0.0014480199232716387,0.2256067266306771,0.0013536257684516988,0.6071474983755683
NONFIBROTIC ILD ADJUDICATED,genomic,observed_to_expected_ratio,30,0.38845381684883934,0.4735462032877679,0.1343228336270465,0.01957915759911196,1.438357987084359,0.003424657534246577,1.5360761468726762
NONFIBROTIC ILD ADJUDICATED,combined,zedstat_auc,30,0.6144461486184292,0.11176876992908355,0.649578625,0.34429667656249996,0.7347572953125,0.311369125,0.738045125
NONFIBROTIC ILD ADJUDICATED,combined,sklearn_auc_check,30,0.6144164821808396,0.11177008272614018,0.6495311889568955,0.3442369204974606,0.7346985284542258,0.31132797239223853,0.7380029951816642
NONFIBROTIC ILD ADJUDICATED,combined,auc_zedstat_minus_sklearn,30,2.9666437589750036e-05,4.9096100468918414e-05,3.235164897774645e-05,-4.761788237412634e-05,0.0001114950137577924,-4.7633578591055326e-05,0.00014717902721705922
NONFIBROTIC ILD ADJUDICATED,combined,brier_score,30,0.03622099286764917,0.11599135831140497,0.007137725374373214,0.00232915577174744,0.3234503673610909,0.002164284680991175,0.6153346328784925
NONFIBROTIC ILD ADJUDICATED,combined,calibration_intercept,30,-5.310778927268148,1.1122675436991212,-5.180389829144183,-7.974028996943397,-3.9146980362073793,-8.067251335767086,-3.842309376880809
NONFIBROTIC ILD ADJUDICATED,combined,calibration_slope,30,0.15479941040681305,0.17191182767186047,0.11329400907076619,-0.06553228531485733,0.4458056454081558,-0.0688607078333475,0.5140221820574818
NONFIBROTIC ILD ADJUDICATED,combined,expected_calibration_error,30,0.04555910951455341,0.1139390856403819,0.020292023891888257,0.002071128384293935,0.32338147501269776,0.001539729585348099,0.6150747238466536
NONFIBROTIC ILD ADJUDICATED,combined,max_calibration_error,30,0.20139054547424004,0.24229847566616192,0.1494518365869374,0.006373230928171078,0.9990572171651496,0.003895991740040459,1.0
NONFIBROTIC ILD ADJUDICATED,combined,mean_predicted_risk,30,0.04586285265962856,0.11406851378175244,0.02116099196607258,0.0010699456314832165,0.3235958999639649,0.0005414973932191331,0.6158544509421703
NONFIBROTIC ILD ADJUDICATED,combined,observed_to_expected_ratio,30,0.3455279770466958,0.7416946047307946,0.09825969825983807,0.008014476992211727,2.242580841015487,0.003376239713019624,3.839856443906114
NON FIBROTIC ILA ADJUDICATED,zebra,zedstat_auc,30,0.8253482545760172,0.01753516329016313,0.8252484258293997,0.7867549395319229,0.8502207971845981,0.7867033437900127,0.8510998289865872
NON FIBROTIC ILA ADJUDICATED,zebra,sklearn_auc_check,30,0.8252974952769098,0.017536050281990297,0.8251832796663537,0.7867078055750288,0.8501638600420622,0.7866722710043844,0.8510414562564609
NON FIBROTIC ILA ADJUDICATED,zebra,auc_zedstat_minus_sklearn,30,5.0759299107590766e-05,3.864817984716024e-05,5.5378631180325044e-05,-3.260797575545537e-05,0.0001129742404882977,-4.32177344613649e-05,0.00013120901443242072
NON FIBROTIC ILA ADJUDICATED,zebra,brier_score,30,0.4141410916541492,0.0019393538450709568,0.4135002746126288,0.4114425564031749,0.41827563832265413,0.4110825664650298,0.41848072831732525
NON FIBROTIC ILA ADJUDICATED,zebra,calibration_intercept,30,-5.572560104147288,0.046190401360362204,-5.570344905113979,-5.662896323654114,-5.497582483695509,-5.683676256830076,-5.475045046748582
NON FIBROTIC ILA ADJUDICATED,zebra,calibration_slope,30,0.13047508553304696,0.00663178749667294,0.13129516685468015,0.11835192287336453,0.14444017167602646,0.115762219719439,0.14504404765968318
NON FIBROTIC ILA ADJUDICATED,zebra,expected_calibration_error,30,0.5836350994111001,0.0014561605988595483,0.5832488144655557,0.5815864226697607,0.5864287983456308,0.5811578207214435,0.5864586892663693
NON FIBROTIC ILA ADJUDICATED,zebra,max_calibration_error,30,0.9689511244228721,0.002464577216348085,0.9692584940188637,0.9647109171887344,0.9729037029053151,0.9638158743080998,0.9730004089311124
NON FIBROTIC ILA ADJUDICATED,zebra,mean_predicted_risk,30,0.5893530981115549,0.001456160598859524,0.5889668131660104,0.5873044213702155,0.5921467970460855,0.5868758194218984,0.592176687966824
NON FIBROTIC ILA ADJUDICATED,zebra,observed_to_expected_ratio,30,0.009702218280207129,2.3942260442186503e-05,0.00970852490919884,0.009656387123100919,0.009736006827158718,0.009655899694543843,0.00974311517228185
NON FIBROTIC ILA ADJUDICATED,genomic,zedstat_auc,30,0.4846236038737721,0.030355954424583272,0.4918086931818182,0.4269186585227273,0.5267372971590909,0.4113039545454546,0.5460940227272728
NON FIBROTIC ILA ADJUDICATED,genomic,sklearn_auc_check,30,0.4845640597584788,0.030352981466192634,0.49170934280723855,0.42686042228585686,0.5266555322536566,0.41126828340918004,0.5460961728116348
NON FIBROTIC ILA ADJUDICATED,genomic,auc_zedstat_minus_sklearn,30,5.954411529332515e-05,4.080800546613087e-05,5.966419477279605e-05,-3.6641566151643374e-06,0.00012446819429427905,-7.655801646244687e-06,0.00013755558096983922
NON FIBROTIC ILA ADJUDICATED,genomic,brier_score,30,0.04910194401664058,0.07775826638242171,0.011384976854161531,0.006295026486901255,0.3033985078098668,0.005796117419668631,0.31458106270171404
NON FIBROTIC ILA ADJUDICATED,genomic,calibration_intercept,30,-5.303382911915888,0.3627894094639673,-5.226703092878361,-6.173117811282675,-4.862866027459207,-6.642177567861831,-4.74741033833374
NON FIBROTIC ILA ADJUDICATED,genomic,calibration_slope,30,-0.018458000370799654,0.04678128116555021,-0.004820009951797957,-0.11780613305052796,0.029899818096996898,-0.2227054474949271,0.03785181514405195
NON FIBROTIC ILA ADJUDICATED,genomic,expected_calibration_error,30,0.062279875181298246,0.07727971897735461,0.03253914958022916,0.006241144093731312,0.3032756095472216,0.006128180234581908,0.31410015730909013
NON FIBROTIC ILA ADJUDICATED,genomic,max_calibration_error,30,0.348390713040244,0.34340299137478475,0.1840645262754796,0.018585307998533585,0.9990572171651496,0.011688311659816554,1.0
NON FIBROTIC ILA ADJUDICATED,genomic,mean_predicted_risk,30,0.06052580606755435,0.0776630609529397,0.03135066549060416,0.0033155758098028995,0.3005855510676894,0.0014499454762401853,0.312540703118057
NON FIBROTIC ILA ADJUDICATED,genomic,observed_to_expected_ratio,30,0.44979358489656607,0.7615654480989227,0.18764879681814312,0.019034011852117734,2.114892341115194,0.018295212890382995,3.943595669046832
NON FIBROTIC ILA ADJUDICATED,combined,zedstat_auc,30,0.7338909083333333,0.04040698399210442,0.7352138863636364,0.63654153125,0.7939841323863638,0.597147090909091,0.80253325
NON FIBROTIC ILA ADJUDICATED,combined,sklearn_auc_check,30,0.7338282676457425,0.04039935546011904,0.7351267214030252,0.6364913677356495,0.7938856774515511,0.5970372262686993,0.8024441249509868
NON FIBROTIC ILA ADJUDICATED,combined,auc_zedstat_minus_sklearn,30,6.264068759086102e-05,4.232406600612115e-05,6.031175514792375e-05,-8.059011299715861e-06,0.00013141997562700347,-5.266500219824888e-05,0.0001325182329106056
NON FIBROTIC ILA ADJUDICATED,combined,brier_score,30,0.014140690196303714,0.008371675847237341,0.010883085193553126,0.006670449153271031,0.031922988092968965,0.006444501124807837,0.03954143300339448
NON FIBROTIC ILA ADJUDICATED,combined,calibration_intercept,30,-3.1988669208522675,0.5728357632477944,-3.1800970905101105,-4.287613241853082,-2.1216851121692666,-4.545625026282492,-2.0803136275186667
NON FIBROTIC ILA ADJUDICATED,combined,calibration_slope,30,0.5726074277530591,0.20236158642913732,0.5918881469754642,0.11911807636922644,0.9338455367353607,0.09192779752221553,0.9798640451940547
NON FIBROTIC ILA ADJUDICATED,combined,expected_calibration_error,30,0.041565205338666554,0.023541959596692006,0.039744601880631614,0.008305701993776247,0.089501667078059,0.006983933183237366,0.09985740644696241
NON FIBROTIC ILA ADJUDICATED,combined,max_calibration_error,30,0.21215508189932555,0.11446406555628176,0.19020857940244557,0.05307478450506295,0.4456611390596712,0.04573346281629686,0.48553785352383333
NON FIBROTIC ILA ADJUDICATED,combined,mean_predicted_risk,30,0.046610136037190095,0.02410461752263611,0.045462600581086456,0.011504466262415452,0.09521966577851383,0.007927933657367088,0.10557540514741724
NON FIBROTIC ILA ADJUDICATED,combined,observed_to_expected_ratio,30,0.17684270500943683,0.14149827193591133,0.12577941170407225,0.060304049886341485,0.5206757723916847,0.05416032922128667,0.7212470421143535
