threshold_name,threshold,TP,FN,FP,TN,sensitivity,FPR,PPV
FPR_0.5pct,0.9999997884543307,74,178,63,12451,0.29365079365079366,0.0050343615151030845,0.5401459854014599
FPR_1pct,0.9999919324775715,74,178,126,12388,0.29365079365079366,0.010068723030206169,0.37
FPR_2pct,0.9998852001390647,86,166,251,12263,0.3412698412698413,0.020057535560172608,0.2551928783382789
FPR_5pct,0.9975987778400656,112,140,626,11888,0.4444444444444444,0.05002397315007192,0.15176151761517614
FPR_10pct,0.9823280879648942,138,114,1252,11262,0.5476190476190477,0.10004794630014384,0.09928057553956834
FULL_COHORT_TOP_1PCT,1.0,73,179,56,12458,0.2896825396825397,0.004474988013424964,0.5658914728682171
