target_name,repeat,split_seed,model,bin,n,cases,mean_pred,obs_rate,obs_rate_lo,obs_rate_hi,prob_min,prob_max
NON FIBROTIC ILA ADJUDICATED,1,954079809,zebra,0,770,0,0.2327231681240093,0.0,0.0,0.004964141914221508,0.11052533634471677,0.2612672167631389
NON FIBROTIC ILA ADJUDICATED,1,954079809,zebra,1,769,1,0.28684217199473133,0.0013003901170351106,0.0002295876800841234,0.007328830355107483,0.26147615659140916,0.3125969254244962
NON FIBROTIC ILA ADJUDICATED,1,954079809,zebra,2,770,0,0.3440761334154511,0.0,0.0,0.004964141914221508,0.3126900694309642,0.3773876632671498
NON FIBROTIC ILA ADJUDICATED,1,954079809,zebra,3,769,0,0.41203317165620373,0.0,0.0,0.004970565148712315,0.37747676379221107,0.44868642390728164
NON FIBROTIC ILA ADJUDICATED,1,954079809,zebra,4,770,4,0.49603405997628014,0.005194805194805195,0.0020219574690050306,0.013280219334419372,0.4489316582898533,0.5483943674379196
NON FIBROTIC ILA ADJUDICATED,1,954079809,zebra,5,769,3,0.6089349624118076,0.0039011703511053317,0.001327618000260774,0.011406505807889416,0.5485451096435581,0.6711936920522155
NON FIBROTIC ILA ADJUDICATED,1,954079809,zebra,6,769,5,0.7365004452845854,0.006501950585175552,0.002780348414515579,0.015129481166593194,0.6712585506692749,0.7973095972616728
NON FIBROTIC ILA ADJUDICATED,1,954079809,zebra,7,770,3,0.852939544774561,0.003896103896103896,0.0013258926936253902,0.011391775387498288,0.797723185961675,0.9086342865970354
NON FIBROTIC ILA ADJUDICATED,1,954079809,zebra,8,769,8,0.954900181752379,0.010403120936280884,0.005280654829476248,0.0203927334110704,0.9087665593638278,0.9864755416882522
NON FIBROTIC ILA ADJUDICATED,1,954079809,zebra,9,770,20,0.9968328162435124,0.025974025974025976,0.016876091691355087,0.03977822466888089,0.9865055123197096,1.0
NON FIBROTIC ILA ADJUDICATED,1,954079809,genomic,0,770,8,0.0031179740490501376,0.01038961038961039,0.005273784940225151,0.020366426752402144,0.0005800826223816942,0.00472856111257479
NON FIBROTIC ILA ADJUDICATED,1,954079809,genomic,1,769,4,0.006301313267479508,0.005201560468140442,0.0020245891497467933,0.013297387544882687,0.004740047593397914,0.00776267199305361
NON FIBROTIC ILA ADJUDICATED,1,954079809,genomic,2,770,5,0.009431035362144145,0.006493506493506494,0.0027767335367897463,0.01510995198893538,0.0077626950423598205,0.01117807937662734
NON FIBROTIC ILA ADJUDICATED,1,954079809,genomic,3,769,1,0.013176255874428527,0.0013003901170351106,0.0002295876800841234,0.007328830355107483,0.011178085938920564,0.015468877665312655
NON FIBROTIC ILA ADJUDICATED,1,954079809,genomic,4,770,5,0.01809667492158631,0.006493506493506494,0.0027767335367897463,0.01510995198893538,0.015475361935745934,0.020803602838039337
NON FIBROTIC ILA ADJUDICATED,1,954079809,genomic,5,769,2,0.024331049122683968,0.002600780234070221,0.0007135177289523901,0.009432753192718508,0.020828144243579472,0.028212916368835307
NON FIBROTIC ILA ADJUDICATED,1,954079809,genomic,6,769,7,0.03358659881141408,0.009102730819245773,0.004416223152723785,0.01866931220134357,0.028225833343437104,0.0397822058782885
NON FIBROTIC ILA ADJUDICATED,1,954079809,genomic,7,770,2,0.0486983470122649,0.0025974025974025974,0.0007125907061236786,0.009420568652699277,0.0397966790143233,0.0593020666020821
NON FIBROTIC ILA ADJUDICATED,1,954079809,genomic,8,769,2,0.07882294079663088,0.002600780234070221,0.0007135177289523901,0.009432753192718508,0.05937117046257437,0.10470344334309667
NON FIBROTIC ILA ADJUDICATED,1,954079809,genomic,9,770,8,0.1981552432841054,0.01038961038961039,0.005273784940225151,0.020366426752402144,0.10476135120385001,0.7366971729445905
NON FIBROTIC ILA ADJUDICATED,1,954079809,combined,0,770,0,0.001349961788993395,0.0,0.0,0.004964141914221508,0.0003766663641711636,0.0018885563821779278
NON FIBROTIC ILA ADJUDICATED,1,954079809,combined,1,769,1,0.0023094489086255094,0.0013003901170351106,0.0002295876800841234,0.007328830355107483,0.0018887833455083127,0.0027586376003725247
NON FIBROTIC ILA ADJUDICATED,1,954079809,combined,2,770,3,0.0032834337521629163,0.003896103896103896,0.0013258926936253902,0.011391775387498288,0.0027596184340385787,0.0038291962238800963
NON FIBROTIC ILA ADJUDICATED,1,954079809,combined,3,769,3,0.004511605131100174,0.0039011703511053317,0.001327618000260774,0.011406505807889416,0.0038293861494764605,0.005299780399208594
NON FIBROTIC ILA ADJUDICATED,1,954079809,combined,4,770,2,0.0064011016864394445,0.0025974025974025974,0.0007125907061236786,0.009420568652699277,0.005303245233041782,0.00759154206155021
NON FIBROTIC ILA ADJUDICATED,1,954079809,combined,5,769,5,0.009352208315827382,0.006501950585175552,0.002780348414515579,0.015129481166593194,0.007593005963671857,0.011628403132382106
NON FIBROTIC ILA ADJUDICATED,1,954079809,combined,6,769,3,0.015197055268183336,0.0039011703511053317,0.001327618000260774,0.011406505807889416,0.011633297174753605,0.019450544090167898
NON FIBROTIC ILA ADJUDICATED,1,954079809,combined,7,770,7,0.027986662699534145,0.00909090909090909,0.004410478976495486,0.01864522399383109,0.01946386774943184,0.04012535423445554
NON FIBROTIC ILA ADJUDICATED,1,954079809,combined,8,769,8,0.06380198809268711,0.010403120936280884,0.005280654829476248,0.0203927334110704,0.040256864735837054,0.09990306821608845
NON FIBROTIC ILA ADJUDICATED,1,954079809,combined,9,770,12,0.23847684808149752,0.015584415584415584,0.008937040176158829,0.027041206405671363,0.1001803340313679,0.8870728981076511
NON FIBROTIC ILA ADJUDICATED,2,982195154,zebra,0,770,0,0.23182741017428318,0.0,0.0,0.004964141914221508,0.11052533634471677,0.2610548534071459
NON FIBROTIC ILA ADJUDICATED,2,982195154,zebra,1,769,1,0.2862231758761769,0.0013003901170351106,0.0002295876800841234,0.007328830355107483,0.26115603578262536,0.31149522918890044
NON FIBROTIC ILA ADJUDICATED,2,982195154,zebra,2,770,0,0.34171549893954123,0.0,0.0,0.004964141914221508,0.3114993106107179,0.37442960866501057
NON FIBROTIC ILA ADJUDICATED,2,982195154,zebra,3,769,0,0.4092209029968285,0.0,0.0,0.004970565148712315,0.3746139423417925,0.44506558543115116
NON FIBROTIC ILA ADJUDICATED,2,982195154,zebra,4,770,3,0.4908701471245393,0.003896103896103896,0.0013258926936253902,0.011391775387498288,0.4452217382542253,0.541323502105738
NON FIBROTIC ILA ADJUDICATED,2,982195154,zebra,5,769,2,0.6036089913296282,0.002600780234070221,0.0007135177289523901,0.009432753192718508,0.5414675277818876,0.6655225574187223
NON FIBROTIC ILA ADJUDICATED,2,982195154,zebra,6,769,6,0.7333270187999064,0.007802340702210663,0.003580646807040671,0.016917035660547395,0.6659008684423973,0.7940705398672191
NON FIBROTIC ILA ADJUDICATED,2,982195154,zebra,7,770,2,0.8498177625390451,0.0025974025974025974,0.0007125907061236786,0.009420568652699277,0.7942411356369743,0.9025689321917897
NON FIBROTIC ILA ADJUDICATED,2,982195154,zebra,8,769,11,0.9526995295653341,0.014304291287386216,0.008005744470847457,0.025431202429137063,0.9026265878413079,0.9865616860169348
