target_name,repeat,split_seed,model,n_test,n_pos_test,auc,partial_auc_fpr_0_05_raw,average_precision
NON FIBROTIC ILA ADJUDICATED,1,954079809,zebra,7695,44,0.8037570846354012,0.011481713620322954,0.034374783863732813
NON FIBROTIC ILA ADJUDICATED,1,954079809,genomic,7695,44,0.49637005263720724,0.001546589275317546,0.006795837537438998
NON FIBROTIC ILA ADJUDICATED,1,954079809,combined,7695,44,0.7214119366452394,0.009474400256650944,0.029238934253586868
NON FIBROTIC ILA ADJUDICATED,2,982195154,zebra,7695,44,0.8152766720927745,0.00916309216858165,0.03163349258397749
NON FIBROTIC ILA ADJUDICATED,2,982195154,genomic,7695,44,0.5012773137201316,0.0013281092192345624,0.005916368295622203
NON FIBROTIC ILA ADJUDICATED,2,982195154,combined,7695,44,0.7164333836337496,0.002121528974227968,0.010656992171958302
NON FIBROTIC ILA ADJUDICATED,3,795106483,zebra,7695,44,0.8510414562564609,0.013399615023585748,0.04875619518106784
NON FIBROTIC ILA ADJUDICATED,3,795106483,genomic,7695,44,0.5134593220137593,0.0008231247252290255,0.006549833896118251
NON FIBROTIC ILA ADJUDICATED,3,795106483,combined,7695,44,0.7194157626454059,0.006404243057948456,0.019324991152121905
NON FIBROTIC ILA ADJUDICATED,4,341467629,zebra,7695,44,0.824348570002733,0.009602725728068823,0.0327730262685285
NON FIBROTIC ILA ADJUDICATED,4,341467629,genomic,7695,44,0.5192814961799408,0.0013122170601585063,0.006610253303094172
NON FIBROTIC ILA ADJUDICATED,4,341467629,combined,7695,44,0.737663525861147,0.004407474958710092,0.03634476878765206
NON FIBROTIC ILA ADJUDICATED,5,1440575860,zebra,7695,44,0.8300548947849954,0.01116550421216478,0.038473412852908284
NON FIBROTIC ILA ADJUDICATED,5,1440575860,genomic,7695,44,0.4712396478178729,0.0005689987048632979,0.005536976538460768
NON FIBROTIC ILA ADJUDICATED,5,1440575860,combined,7695,44,0.7107537933246991,0.0038863012559261414,0.012627226855522894
NON FIBROTIC ILA ADJUDICATED,6,128169765,zebra,7695,44,0.8322708855645726,0.010672104656551138,0.03732382426380742
NON FIBROTIC ILA ADJUDICATED,6,128169765,genomic,7695,44,0.49873159777093906,0.0016029347680343257,0.00596794509553244
