target_name,repeat,split_seed,model,tpr,ppv,acc,npv,LR+,LR-,threshold,expected_fp,expected_tn,expected_flags,fpr,tpr_upper,ppv_upper,acc_upper,npv_upper,LR+_upper,LR-_upper,threshold_upper,expected_fp_upper,expected_tn_upper,expected_flags_upper,fpr_lower,tpr_lower,ppv_lower,acc_lower,npv_lower,LR+_lower,LR-_lower,threshold_lower,expected_fp_lower,expected_tn_lower,expected_flags_lower,sensitivity,specificity,requested_fpr,fpr_distance
FILD or FILA ADJUDICATED,1,392429752,zebra,0.05746052631578948,0.5365853658536586,0.980401689408707,0.9813519285562545,,,1.0,7.543,7535.457,16.277,0.001,0.09241881124331612,0.6404490397952912,0.9813578454782745,0.9820377310008376,,,1.0,7.543,7535.457,16.277,0.001,0.044319249231413275,0.4294472560322624,0.9793785236887472,0.9810800158365509,,,1.0,7.543,7535.457,16.277,0.05746052631578948,0.999,0.001,0.0
FILD or FILA ADJUDICATED,1,392429752,zebra,0.2873026315789474,0.5365853658536586,0.9810207927225472,0.9857719884602848,57.46052631578948,0.7162679880079947,1.0,37.715,7505.285,81.385,0.005,0.36349490680502444,0.6404490397952912,0.9838539355511444,0.9872909049726737,99.67006613476877,0.7837690680074515,1.0,37.715,7505.285,81.385,0.005,0.22159624615706638,0.4294472560322624,0.9779008073762084,0.9844518686069157,32.326311588780456,0.6388244196180446,1.0,37.715,7505.285,81.385,0.2873026315789474,0.995,0.005,0.0
FILD or FILA ADJUDICATED,1,392429752,zebra,0.2894736842105263,0.368422969187675,0.9761624431448993,0.9857436469518124,,,0.9999954112343536,75.43,7467.57,119.43,0.01,0.36605544926939826,0.45777565932505954,0.979644693194868,0.9872861207778568,,,0.9999954112343536,75.43,7467.57,119.43,0.01,0.22327077698444972,0.2872705938013867,0.9723962259735422,0.9843970800940202,,,0.9999954112343536,75.43,7467.57,119.43,0.2894736842105263,0.99,0.01,0.0
FILD or FILA ADJUDICATED,1,392429752,zebra,0.3355263157894737,0.2506265664160401,0.9672696556205329,0.9865210045165899,16.776404966887416,0.6780343731372047,0.999898759170256,150.86,7392.14,201.86000000000004,0.02,0.4138238578453593,0.3150869489991239,0.9716822196463268,0.9881253760257009,24.23396031233112,0.7522752797190725,0.999898759170256,150.86,7392.14,201.86000000000004,0.02,0.2653372564154593,0.19558902646545898,0.9625382567730564,0.9850671701573056,11.33326716299319,0.5963597626727638,0.999898759170256,150.86,7392.14,201.86000000000004,0.3355263157894737,0.98,0.02,0.0
FILD or FILA ADJUDICATED,1,392429752,zebra,0.4342105263157895,0.14893386614605572,0.9398115659519168,0.9881409571063215,,,0.9979177611121961,377.15000000000003,7165.85,443.15000000000003,0.05,0.5136678584972509,0.18509334446937573,0.945981795523974,0.9898390778486404,,,0.9979177611121961,377.15000000000003,7165.85,443.15000000000003,0.05,0.35799658720707644,0.1188447214402022,0.9332563386714904,0.9864927005552859,,,0.9979177611121961,377.15000000000003,7165.85,443.15000000000003,0.4342105263157895,0.95,0.05,0.0
FILD or FILA ADJUDICATED,1,392429752,zebra,0.5197368421052632,0.09547788801914542,0.892488628979857,0.9893612369637823,,,0.9837256760367001,754.3000000000001,6788.7,833.3000000000001,0.1,0.5976919125435891,0.11704224047807057,0.9004666129152363,0.9911367802589403,,,0.9837256760367001,754.3000000000001,6788.7,833.3000000000001,0.1,0.4408087537451127,0.07757354795786775,0.884092256286688,0.9875390672212735,,,0.9837256760367001,754.3000000000001,6788.7,833.3000000000001,0.5197368421052632,0.9,0.1,0.0
FILD or FILA ADJUDICATED,1,392429752,genomic,0.006578947368421052,0.13636363636363635,0.9793966211825862,0.9803550581712467,,,0.8645196800308713,7.543,7535.457,8.543,0.001,0.036321051462105534,0.4280850279540029,0.9804768463514252,0.9809414013172958,,,0.8645196800308713,7.543,7535.457,8.543,0.001,0.0011622913203507626,0.03808193986964365,0.978298935799453,0.9802304538646637,,,0.8645196800308713,7.543,7535.457,8.543,0.006578947368421052,0.999,0.001,0.0
FILD or FILA ADJUDICATED,1,392429752,genomic,0.019736842105263157,0.06756756756756757,0.975735542560104,0.9805337793774066,3.9479405227596014,0.9851891069755788,0.6872284715681543,37.715,7505.285,40.715,0.005,0.05641580175457883,0.1945082747350503,0.9777923870426295,0.9812735984047852,15.49832544239823,1.0001293354787621,0.6872284715681543,37.715,7505.285,40.715,0.005,0.006734651887011962,0.028475995013206013,0.9736524161450593,0.9802444092783018,0.9813857001301448,0.9470321842122671,0.6872284715681543,37.715,7505.285,40.715,0.019736842105263157,0.995,0.005,0.0
FILD or FILA ADJUDICATED,1,392429752,genomic,0.03289473684210526,0.06026849471579548,0.9710942170240416,0.9806949045551608,3.289615131578947,0.9768740074834897,0.6103533103252724,75.43,7467.57,80.43,0.01,0.07468664329518646,0.13740961281188532,0.9738892599904392,0.981550472665213,9.347090510060694,0.9983565752189099,0.6103533103252724,75.43,7467.57,80.43,0.01,0.01413092120553882,0.028475995013206003,0.9682650683285268,0.9802787360883414,1.129784654460495,0.9327669025121529,0.6103533103252724,75.43,7467.57,80.43,0.03289473684210526,0.99,0.01,0.0
FILD or FILA ADJUDICATED,1,392429752,genomic,0.046052631578947366,0.0469880154162927,0.961551656920078,0.9807619335308507,,,0.4942800969013359,150.86,7392.14,157.86,0.02,0.09200033996577209,0.08869291739084237,0.9653252118857424,0.9817250898082311,,,0.4942800969013359,150.86,7392.14,157.86,0.02,0.0224843353940877,0.028475995013206003,0.9577411620368317,0.9802285139820164,,,0.4942800969013359,150.86,7392.14,157.86,0.046052631578947366,0.98,0.02,0.0
FILD or FILA ADJUDICATED,1,392429752,genomic,0.125,0.0469880154162927,0.9337037037037037,0.9817779512774831,,,0.3254072941289614,377.15000000000003,7165.85,396.15000000000003,0.05,0.18698374924427225,0.07411334542480781,0.9395287760819399,0.9831288295200149,,,0.3254072941289614,377.15000000000003,7165.85,396.15000000000003,0.05,0.08150359127039453,0.028475995013206003,0.9277947486282967,0.9807872475062172,,,0.3254072941289614,377.15000000000003,7165.85,396.15000000000003,0.125,0.95,0.05,0.0
FILD or FILA ADJUDICATED,1,392429752,genomic,0.21710526315789475,0.039627725101533125,0.8865107212475634,0.9827728476158851,2.171053432466141,0.8698830448996623,0.2037883852447477,754.3000000000001,6788.7,787.3000000000001,0.1,0.2891812863086289,0.056156511031337446,0.894372575853805,0.9844457243628891,3.0950957638926258,0.9417701049796403,0.2037883852447477,754.3000000000001,6788.7,787.3000000000001,0.1,0.1589758302199794,0.027723144801570055,0.8785251861923643,0.981375711698809,1.4861020576907065,0.7840766732384881,0.2037883852447477,754.3000000000001,6788.7,787.3000000000001,0.21710526315789475,0.9,0.1,0.0
FILD or FILA ADJUDICATED,1,392429752,combined,0.08552631578947369,0.6200367965367966,0.9809560753736193,0.9818879693266065,,,0.8534351065960142,7.543,7535.457,20.543000000000003,0.001,0.14082381103246616,0.8045173446545003,0.9825410983923212,0.9829729532109002,,,0.8534351065960142,7.543,7535.457,20.543000000000003,0.001,0.050662196904797105,0.41108993545491174,0.9792767117122322,0.9811917562733413,,,0.8534351065960142,7.543,7535.457,20.543000000000003,0.08552631578947369,0.999,0.001,0.0
FILD or FILA ADJUDICATED,1,392429752,combined,0.15601973684210527,0.38524590163934425,0.9784275503573749,0.9831946326016415,,,0.8082618599972602,37.715,7505.285,61.43,0.005,0.22209497269102493,0.5106867173061366,0.9810650620240902,0.9845107501192742,,,0.8082618599972602,37.715,7505.285,61.43,0.005,0.10690258167405142,0.2806406868635469,0.9756310419186305,0.9822012485699214,,,0.8082618599972602,37.715,7505.285,61.43,0.15601973684210527,0.995,0.005,0.0
FILD or FILA ADJUDICATED,1,392429752,combined,0.2565789473684211,0.3408260869565217,0.9755126705653021,0.9850934691610292,25.65899802631579,0.7509303594941112,0.7748786010790825,75.43,7467.57,114.43,0.01,0.33141131282701675,0.431575489836077,0.978960364573784,0.9866006358033443,41.47637918079808,0.8164652539556485,0.7748786010790825,75.43,7467.57,114.43,0.01,0.19374713627899498,0.2604164073765021,0.9718130429472617,0.9838136095021373,15.4903235415308,0.6739742750605928,0.7748786010790825,75.43,7467.57,114.43,0.2565789473684211,0.99,0.01,0.0
FILD or FILA ADJUDICATED,1,392429752,combined,0.3157894736842105,0.24137657986904212,0.9668797920727746,0.9861261929175796,,,0.733015759366614,150.86,7392.14,198.86,0.02,0.3934507494802998,0.3053902546283137,0.9712797878761528,0.9877177312573122,,,0.733015759366614,150.86,7392.14,198.86,0.02,0.2472096984918171,0.1871654132549021,0.9621801815548116,0.984704343443666,,,0.733015759366614,150.86,7392.14,198.86,0.3157894736842105,0.98,0.02,0.0
FILD or FILA ADJUDICATED,1,392429752,combined,0.4144736842105263,0.1431331168831169,0.9394217024041586,0.9877323445397743,,,0.6371157666670789,377.15000000000003,7165.85,440.1500000000001,0.05,0.49395491032566785,0.17894201212330338,0.9455924039551526,0.9894315685772762,,,0.6371157666670789,377.15000000000003,7165.85,440.1500000000001,0.05,0.33920886908995784,0.11349952045287683,0.9328852232518929,0.9861029134493371,,,0.6371157666670789,377.15000000000003,7165.85,440.1500000000001,0.4144736842105263,0.95,0.05,0.0
FILD or FILA ADJUDICATED,1,392429752,combined,0.5526315789473685,0.1003562945368171,0.8931384015594542,0.9900826927962788,,,0.5048825909471604,754.3000000000001,6788.7,838.3000000000002,0.1,0.6294101335898308,0.1225017579609106,0.9010931456766436,0.9918298528925951,,,0.5048825909471604,754.3000000000001,6788.7,838.3000000000002,0.1,0.47325830984670736,0.08184086618777148,0.8847332351726453,0.9882536744201167,,,0.5048825909471604,754.3000000000001,6788.7,838.3000000000002,0.5526315789473685,0.9,0.1,0.0
FILD or FILA ADJUDICATED,2,2018504452,zebra,0.08398076923076925,0.6285714285714288,0.9809255460588795,0.9818684125605218,,,0.9999999953344358,7.543,7535.457,20.30807692307692,0.001,0.12369682226966709,0.7322934866530888,0.9820210318181771,0.9826486617249982,,,0.9999999953344358,7.543,7535.457,20.30807692307692,0.001,0.0647742873382194,0.5114720115842712,0.9797372247391293,0.9814773646478704,,,0.9999999953344358,7.543,7535.457,20.30807692307692,0.08398076923076925,0.999,0.001,0.0
FILD or FILA ADJUDICATED,2,2018504452,zebra,0.29605263157894735,0.5440530414340289,0.98119363222872,0.9859437737320328,,,0.9999992597664201,37.715,7505.285,82.71499999999999,0.005,0.37292990042352286,0.6470388350169554,0.9840445173867074,0.9874764800337402,,,0.9999992597664201,37.715,7505.285,82.71499999999999,0.005,0.22922988125989224,0.4371555197498274,0.9780473836388446,0.9846015940157445,,,0.9999992597664201,37.715,7505.285,82.71499999999999,0.29605263157894735,0.995,0.005,0.0
FILD or FILA ADJUDICATED,2,2018504452,zebra,0.3026315789473684,0.37825614754098363,0.9764223521767381,0.98600395844325,30.264459210526315,0.7044125496139451,0.9999891669297839,75.43,7467.57,121.42999999999999,0.01,0.37978706128398243,0.4672065063745434,0.9799159349136747,0.9875580845028801,47.53064108586256,0.7744809728143031,0.9999891669297839,75.43,7467.57,121.42999999999999,0.01,0.235206275829,0.29680672554799264,0.9726319889136815,0.9846331557825309,18.805033104299596,0.6252088522792745,0.9999891669297839,75.43,7467.57,121.42999999999999,0.3026315789473684,0.99,0.01,0.0
FILD or FILA ADJUDICATED,2,2018504452,zebra,0.3355263157894737,0.2526511009309886,0.9672696556205329,0.9865210045165899,16.776404966887416,0.6780343731372047,0.9998768177849486,150.86,7392.14,201.86000000000004,0.02,0.4138238578453593,0.31683133922679946,0.9716822196463268,0.9881253760257009,24.23396031233112,0.7522752797190725,0.9998768177849486,150.86,7392.14,201.86000000000004,0.02,0.2653372564154593,0.1977093045456588,0.9625382567730564,0.9850671701573056,11.33326716299319,0.5963597626727638,0.9998768177849486,150.86,7392.14,201.86000000000004,0.3355263157894737,0.98,0.02,0.0
FILD or FILA ADJUDICATED,2,2018504452,zebra,0.4342105263157895,0.14893386614605572,0.9398115659519168,0.9881409571063215,8.684218296071744,0.5955678685149439,0.9975208150339093,377.15000000000003,7165.85,443.15000000000003,0.05,0.5136678584972509,0.18509334446937573,0.945981795523974,0.9898390778486404,11.337608557400346,0.6794776429582311,0.9975208150339093,377.15000000000003,7165.85,443.15000000000003,0.05,0.35799658720707644,0.11880853707580534,0.9332563386714904,0.9864927005552859,6.491150941795389,0.5094118559842944,0.9975208150339093,377.15000000000003,7165.85,443.15000000000003,0.4342105263157895,0.95,0.05,0.0
FILD or FILA ADJUDICATED,2,2018504452,zebra,0.5328947368421053,0.09661835748792269,0.892748538011696,0.989649693089074,5.328949334235073,0.5190058503182858,0.9824530835259865,754.3000000000001,6788.7,835.3000000000002,0.1,0.6104192680185561,0.11864394062665419,0.9007180174678282,0.9914147684270691,6.533293059033935,0.611686729570639,0.9824530835259865,754.3000000000001,6788.7,835.3000000000002,0.1,0.45374850912928033,0.07831846504760888,0.8843478563930419,0.9878239038169989,4.241629637398607,0.42973146092838116,0.9824530835259865,754.3000000000001,6788.7,835.3000000000002,0.5328947368421053,0.9,0.1,0.0
FILD or FILA ADJUDICATED,2,2018504452,genomic,0.0,0.05,0.9792666666666667,0.980227531596177,,,0.6637034339690894,7.543,7535.457,7.543,0.001,0.024649787352889047,0.3773584364515956,0.980246302862848,0.9807150310823073,,,0.6637034339690894,7.543,7535.457,7.543,0.001,0.0,0.030391361803163288,0.9782759769585572,0.980207904466031,,,0.6637034339690894,7.543,7535.457,7.543,0.0,0.999,0.001,0.0
FILD or FILA ADJUDICATED,2,2018504452,genomic,0.006578947368421052,0.04428330998316989,0.9754756335282652,0.9802776411112061,,,0.6041799831855083,37.715,7505.285,38.715,0.005,0.036321051462105534,0.1327044766448916,0.977395453703519,0.9808824214704875,,,0.6041799831855083,37.715,7505.285,38.715,0.005,0.0011622913203507626,0.030391361803163288,0.9735423448252241,0.9801357791758853,,,0.6041799831855083,37.715,7505.285,38.715,0.006578947368421052,0.995,0.005,0.0
FILD or FILA ADJUDICATED,2,2018504452,genomic,0.013157894736842105,0.04428330998316989,0.9707043534762833,0.9803086810316686,,,0.5712505324536158,75.43,7467.57,77.43,0.01,0.04670108102456133,0.08937578299799898,0.9733364587604022,0.9810030776730969,,,0.5712505324536158,75.43,7467.57,77.43,0.01,0.0036158171874622162,0.03039136180316328,0.968057362570145,0.9800725842018589,,,0.5712505324536158,75.43,7467.57,77.43,0.013157894736842105,0.99,0.01,0.0
FILD or FILA ADJUDICATED,2,2018504452,genomic,0.039473684210526314,0.04428330998316989,0.9614217024041586,0.9806318269083195,,,0.5316589689768154,150.86,7392.14,156.86,0.02,0.08343651522247675,0.07806885635997943,0.9651560499155044,0.9815559085003256,,,0.5316589689768154,150.86,7392.14,156.86,0.02,0.018214604707815794,0.03039136180316328,0.9576568216775967,0.9801438680880084,,,0.5316589689768154,150.86,7392.14,156.86,0.039473684210526314,0.98,0.02,0.0
