target_name,model,metric,n_repeats,mean,sd,median,q025,q975,min,max
FILD or FILA ADJUDICATED,zebra,zedstat_auc,30,0.8142040357600024,0.00887178903351288,0.8139886691344521,0.7974970381698323,0.828235772785003,0.7959303452886247,0.8343674621266004
FILD or FILA ADJUDICATED,zebra,sklearn_auc_check,30,0.81415196150259,0.008871463985094178,0.8139295233642904,0.7974379129831074,0.8281880595114327,0.7958450497847429,0.8342755918697713
FILD or FILA ADJUDICATED,zebra,auc_zedstat_minus_sklearn,30,5.2074257412682014e-05,2.1414785324949302e-05,5.034206312704015e-05,2.1904826276700207e-05,9.174922971495747e-05,2.1812940893317645e-05,9.187025682910743e-05
FILD or FILA ADJUDICATED,zebra,brier_score,30,0.4048155560537509,0.0021774895693528386,0.40452668494491395,0.4009430012626118,0.40885169241238767,0.4009138769093912,0.40889381131790103
FILD or FILA ADJUDICATED,zebra,calibration_intercept,30,-4.562498394835879,0.03321366427404452,-4.558944738587323,-4.616901789013155,-4.5036067874124734,-4.619655556641951,-4.498616221674981
FILD or FILA ADJUDICATED,zebra,calibration_slope,30,0.18001951342059336,0.004914144726851126,0.17943123593610222,0.17296429423548682,0.1877736085334919,0.17184316937162425,0.18898517097879722
FILD or FILA ADJUDICATED,zebra,expected_calibration_error,30,0.5700867219822796,0.001834585178096277,0.570115552615742,0.5669717985196602,0.5729866766569336,0.5667854623298043,0.5740183119598291
FILD or FILA ADJUDICATED,zebra,max_calibration_error,30,0.9222374611420597,0.003873013215576871,0.9220240196520673,0.9166793919493856,0.9302900942191817,0.9157331857893313,0.9323041400388293
FILD or FILA ADJUDICATED,zebra,mean_predicted_risk,30,0.5898398084020327,0.0018345851780962733,0.589868639035495,0.5867248849394132,0.5927397630766866,0.5865385487495574,0.5937713983795823
FILD or FILA ADJUDICATED,zebra,observed_to_expected_ratio,30,0.0334892132910025,0.00010416665630283825,0.03348727338766566,0.03332509529813977,0.03366669402074479,0.03326715714778411,0.03367738823281902
FILD or FILA ADJUDICATED,genomic,zedstat_auc,30,0.5662645253070175,0.024530560658116974,0.5646132105263157,0.5318148965460526,0.6145256553289474,0.5189707631578948,0.6185346210526316
FILD or FILA ADJUDICATED,genomic,sklearn_auc_check,30,0.5662008432356245,0.024539703672750875,0.5645452912076028,0.5317358765882624,0.6144848155661924,0.5188759881940035,0.6184834143890815
FILD or FILA ADJUDICATED,genomic,auc_zedstat_minus_sklearn,30,6.368207139303046e-05,2.473275605378217e-05,6.610725960626285e-05,2.0183900570933114e-05,0.00011246383881526596,7.85067193709299e-06,0.00013704990423324404
FILD or FILA ADJUDICATED,genomic,brier_score,30,0.05084947640180492,0.027613783044915245,0.04642694780181532,0.020004617133463555,0.11756510617641848,0.019738670302942567,0.11901132509501439
FILD or FILA ADJUDICATED,genomic,calibration_intercept,30,-3.3831885769513206,0.3174852881396885,-3.4834322999620935,-3.694733663789058,-2.600792321245104,-3.816145387277986,-2.327498467845175
FILD or FILA ADJUDICATED,genomic,calibration_slope,30,0.24118602987932533,0.22937202637404516,0.1479400248847501,0.06749934588737225,0.836742100594385,0.05544389334005832,1.0281234483731054
FILD or FILA ADJUDICATED,genomic,expected_calibration_error,30,0.11517693436301725,0.07585047215010793,0.1152705871888488,0.01812577997560421,0.2750642289888784,0.017408789379778248,0.27633238403512195
FILD or FILA ADJUDICATED,genomic,max_calibration_error,30,0.34386583407167026,0.1590324521720651,0.35176115156292936,0.030035710455440002,0.5857034379514857,0.025926741873346044,0.6484712361101277
FILD or FILA ADJUDICATED,genomic,mean_predicted_risk,30,0.12783729047135303,0.08375215729872341,0.13473499049265483,0.002789478730691203,0.2948173154086315,0.0013553444940079982,0.296085470454875
FILD or FILA ADJUDICATED,genomic,observed_to_expected_ratio,30,0.9020652425488608,2.789829163964543,0.14689941123546024,0.06700157573090203,8.304042174257233,0.06671413625736682,14.574218220593973
FILD or FILA ADJUDICATED,combined,zedstat_auc,30,0.7988624770995197,0.015045369529551007,0.7989611414473685,0.7658820212171052,0.8247124327302632,0.764243802631579,0.8251887434210526
FILD or FILA ADJUDICATED,combined,sklearn_auc_check,30,0.7987997033382874,0.015043432208684608,0.7989352275026689,0.7658014009154531,0.8246576862828555,0.7641731267051362,0.8250870448027798
FILD or FILA ADJUDICATED,combined,auc_zedstat_minus_sklearn,30,6.277376123225986e-05,2.2197762086398728e-05,6.51766795809472e-05,2.2190660890902825e-05,9.798513627135018e-05,8.871322837000761e-06,0.00010169861827280524
FILD or FILA ADJUDICATED,combined,brier_score,30,0.048693607577872215,0.020210789650069047,0.047323032056387736,0.021797736114614698,0.07995844387103807,0.020340557946393344,0.08219888549751682
FILD or FILA ADJUDICATED,combined,calibration_intercept,30,-2.09705388709058,0.9026423833621169,-2.4562305509611866,-3.024964460196448,-0.19403154270821424,-3.095117569332189,0.08449201641573525
FILD or FILA ADJUDICATED,combined,calibration_slope,30,1.1404103614530887,0.4089715592935497,1.0427560897370802,0.6076888872310334,2.2335940990958907,0.5286059332065063,2.4604021519829313
FILD or FILA ADJUDICATED,combined,expected_calibration_error,30,0.12070099087112074,0.051623121416895165,0.11655061082933847,0.04199144536325244,0.1991750167075065,0.0411074403325387,0.19962454430132298
FILD or FILA ADJUDICATED,combined,max_calibration_error,30,0.3715290256160276,0.1372934541779465,0.4221967737551994,0.1421710182737445,0.5466824598003855,0.10384350578438911,0.5596427460164686
FILD or FILA ADJUDICATED,combined,mean_predicted_risk,30,0.14030978056675147,0.0518493536067163,0.13630369724909155,0.060781343494690804,0.21892810312725963,0.06063706599198919,0.21937763072107613
FILD or FILA ADJUDICATED,combined,observed_to_expected_ratio,30,0.1659513268748788,0.07530334754207242,0.14493037529265407,0.09022650672382788,0.3249867074879001,0.09004147941075999,0.32575927110923675
NONFIBROTIC ILD ADJUDICATED,zebra,zedstat_auc,30,0.8202604730574624,0.025695631971721502,0.8243130143656716,0.7666843703718355,0.8631494905664854,0.7655516875,0.8701214399038462
NONFIBROTIC ILD ADJUDICATED,zebra,sklearn_auc_check,30,0.8201967215783305,0.0257006451486111,0.8241938240656336,0.7666357720731866,0.863130982224248,0.7655293658028389,0.8699700481833572
NONFIBROTIC ILD ADJUDICATED,zebra,auc_zedstat_minus_sklearn,30,6.37514791319127e-05,5.521296282536721e-05,6.035209592664126e-05,-4.1609480071747025e-05,0.00016373552008796808,-6.721854245339554e-05,0.00016646613596282833
NONFIBROTIC ILD ADJUDICATED,zebra,brier_score,30,0.416549892025743,0.002630564629307313,0.41691952362323637,0.41216524288315765,0.42111076141599624,0.41210388489971744,0.42336326271416264
NONFIBROTIC ILD ADJUDICATED,zebra,calibration_intercept,30,-6.54982733089931,0.09572572020957767,-6.572718613892908,-6.668086394549026,-6.3537587668533275,-6.699361741257221,-6.288822188271776
NONFIBROTIC ILD ADJUDICATED,zebra,calibration_slope,30,0.12143955437208369,0.01668594192164164,0.12663324272387674,0.08407546622954826,0.13834201699225365,0.06490275945441672,0.14155831811905134
NONFIBROTIC ILD ADJUDICATED,zebra,expected_calibration_error,30,0.5869748925329392,0.00206828993244386,0.586895529715389,0.5834768785685647,0.5902312331384637,0.5831430361612497,0.5914881139425601
NONFIBROTIC ILD ADJUDICATED,zebra,max_calibration_error,30,0.9864656225667279,0.0016760665488921823,0.9862690875180969,0.9834563054152319,0.9901482540669343,0.9833915854950861,0.9904567570230889
NONFIBROTIC ILD ADJUDICATED,zebra,mean_predicted_risk,30,0.5890541647876503,0.0020682899324438505,0.5889748019701,0.5855561508232755,0.5923105053931745,0.5852223084159607,0.593567386197271
NONFIBROTIC ILD ADJUDICATED,zebra,observed_to_expected_ratio,30,0.003529891071329547,1.239520004316703e-05,0.003530324661550354,0.0035104489663419815,0.0035509361625511676,0.0035030096044054025,0.0035529613700798273
NONFIBROTIC ILD ADJUDICATED,genomic,zedstat_auc,30,0.5141785600650313,0.0719239753183351,0.5116815937500001,0.39671843749999997,0.627403346875,0.3906284374999999,0.63725075
NONFIBROTIC ILD ADJUDICATED,genomic,sklearn_auc_check,30,0.5141351412944394,0.07191445573010168,0.5115941203281678,0.396654634392499,0.6273483282328428,0.39059447844771455,0.6372086209141815
