target_name,comparison,n_repeats,mean_delta_auc,median_delta_auc,q025,q975,fraction_gt_zero
FILD or FILA ADJUDICATED,combined - zebra,30,-0.015352258164302452,-0.0143763475372774,-0.038273547450756076,-0.00015008250940226354,0.0
FILD or FILA ADJUDICATED,genomic - zebra,30,-0.24795111826696534,-0.24559760879728165,-0.28701400348528094,-0.20333883977476513,0.0
FILD or FILA ADJUDICATED,combined - genomic,30,0.23259886010266292,0.235146127116811,0.17912342045954086,0.2803323009482475,1.0
NON FIBROTIC ILA ADJUDICATED,combined - zebra,30,-0.1168841070487914,-0.10101843490452822,-0.259637740461734,-0.04178768966623495,0.0
NON FIBROTIC ILA ADJUDICATED,genomic - zebra,30,-0.3563854794184163,-0.36558946542935555,-0.43259303596677806,-0.2677223565546987,0.0
NON FIBROTIC ILA ADJUDICATED,combined - genomic,30,0.23950137236962482,0.23542525635389316,0.11978744608547899,0.35140727296491253,1.0
NONFIBROTIC ILD ADJUDICATED,combined - zebra,30,-0.20574225702131355,-0.21504061401224117,-0.40822220097017836,-0.04003746011850492,0.0
NONFIBROTIC ILD ADJUDICATED,genomic - zebra,30,-0.30606158028389113,-0.29726567586925384,-0.43347980287146765,-0.19953444458913921,0.0
NONFIBROTIC ILD ADJUDICATED,combined - genomic,30,0.1003193232625776,0.09316805573642406,-0.15591344901679904,0.2965544219624952,0.8666666666666667
