band,lower_ZeBRA,upper_ZeBRA,N,cases,case_prevalence,mean_ZeBRA,LRT_Z_given_G,LRT_Z_given_G_p,LRT_G_given_Z,LRT_G_given_Z_p,G_minus_Z_partial_LRT,AUC_Z,AUC_MUC5B
2_to_5pct_FPR_band,0.9975987778400656,0.9998852001390647,401,26,0.06483790523690773,0.9990716726053027,1.1482699578469635,0.2839116010393997,4.436543476734727,0.035177399017078004,3.288273518887763,0.5768205128205128,0.594974358974359
5_to_10pct_FPR_band,0.9823280879648942,0.9975987778400656,652,26,0.03987730061349693,0.9910624612211171,6.8406663971892385,0.008910559263692153,16.548676006380106,4.741708093794939e-05,9.708009609190867,0.367043499631359,0.6765790120422708
10_to_20pct_FPR_band,0.8918382011987616,0.9823280879648942,1281,30,0.0234192037470726,0.9428495315137703,1.1877248853799074,0.2757889546642494,4.772109596857604,0.028924362243744162,3.5843847114776963,0.5584332533972821,0.58621103117506
20_to_40pct_FPR_band,0.6556150960288363,0.8918382011987616,2540,37,0.014566929133858268,0.779222138701083,0.06388807389680551,0.8004529819893308,13.694500704020868,0.00021508338482190207,13.630612630124062,0.5158350519916641,0.6354428739566574
