target_name,repeat,split_seed,model,calibration_source,n_calibration,n_positive_calibration,raw_auc_calibration_data,calibrated_auc_calibration_data,raw_brier_calibration_data,calibrated_brier_calibration_data,n_unique_raw_scores,n_unique_calibrated_scores
NON FIBROTIC ILA ADJUDICATED,12,64492860,zebra,outer_train_fixed_score,5130,30,0.8153496732026144,0.8414411764705882,0.4141369305083194,0.005721135022527273,5073,10
NON FIBROTIC ILA ADJUDICATED,12,64492860,genomic,outer_train_oof_predictions,5130,30,0.5212810457516339,0.5833431372549019,0.01185819651671822,0.005809467785204683,5130,4
NON FIBROTIC ILA ADJUDICATED,12,64492860,combined,outer_train_oof_predictions,5130,30,0.639888888888889,0.6737581699346405,0.020239197231740707,0.005793386024452126,5130,9
NON FIBROTIC ILA ADJUDICATED,13,1149444520,zebra,outer_train_fixed_score,5130,30,0.8810522875816994,0.8965228758169934,0.41359096359145203,0.005570789751835891,5089,11
NON FIBROTIC ILA ADJUDICATED,13,1149444520,genomic,outer_train_oof_predictions,5130,30,0.45837254901960783,0.5514509803921568,0.05081693393859068,0.005796962878642478,5090,9
NON FIBROTIC ILA ADJUDICATED,13,1149444520,combined,outer_train_oof_predictions,5130,30,0.8231307189542483,0.8461830065359477,0.009531532158702541,0.0057186128712462085,5130,9
NON FIBROTIC ILA ADJUDICATED,14,1560081488,zebra,outer_train_fixed_score,5130,30,0.783875816993464,0.8091503267973856,0.4134004473994023,0.005748049626216036,5076,8
NON FIBROTIC ILA ADJUDICATED,14,1560081488,genomic,outer_train_oof_predictions,5130,30,0.5229738562091504,0.5835588235294118,0.006336753175131829,0.005808530133139164,5130,7
NON FIBROTIC ILA ADJUDICATED,14,1560081488,combined,outer_train_oof_predictions,5130,30,0.7323660130718954,0.7639019607843137,0.020590302879755964,0.005782360880435356,5130,5
NON FIBROTIC ILA ADJUDICATED,15,1582292174,zebra,outer_train_fixed_score,5130,30,0.78440522875817,0.8127777777777778,0.4165511765091376,0.005704289188371642,5076,7
NON FIBROTIC ILA ADJUDICATED,15,1582292174,genomic,outer_train_oof_predictions,5130,30,0.5691633986928105,0.6280751633986928,0.008103478028111831,0.005782071510639185,5130,6
NON FIBROTIC ILA ADJUDICATED,15,1582292174,combined,outer_train_oof_predictions,5130,30,0.7375424836601308,0.7620392156862745,0.016350210560890307,0.005734992566690888,5130,12
NON FIBROTIC ILA ADJUDICATED,16,726279661,zebra,outer_train_fixed_score,5130,30,0.8158888888888889,0.8368006535947713,0.4083396439456086,0.005710604496466059,5086,9
NON FIBROTIC ILA ADJUDICATED,16,726279661,genomic,outer_train_oof_predictions,5130,30,0.4759869281045752,0.5,0.29451991942826955,0.005813754659553365,171,1
NON FIBROTIC ILA ADJUDICATED,16,726279661,combined,outer_train_oof_predictions,5130,30,0.6321960784313725,0.6728758169934641,0.008490425286813017,0.005800635550234178,5130,7
NON FIBROTIC ILA ADJUDICATED,17,815708309,zebra,outer_train_fixed_score,5130,30,0.7871241830065359,0.8131372549019608,0.4119199899498912,0.005677656033208098,5074,7
NON FIBROTIC ILA ADJUDICATED,17,815708309,genomic,outer_train_oof_predictions,5130,30,0.4959869281045752,0.5596895424836601,0.029626191136354344,0.005809638728060295,5130,4
NON FIBROTIC ILA ADJUDICATED,17,815708309,combined,outer_train_oof_predictions,5130,30,0.6654052287581699,0.706562091503268,0.006447567275170287,0.005794439480621179,5130,8
NON FIBROTIC ILA ADJUDICATED,18,338735430,zebra,outer_train_fixed_score,5130,30,0.8483790849673203,0.8662516339869281,0.41453426344743877,0.005719083724872495,5080,11
NON FIBROTIC ILA ADJUDICATED,18,338735430,genomic,outer_train_oof_predictions,5130,30,0.49228758169934633,0.5494509803921568,0.007639873752947096,0.005812370570086941,5130,5
NON FIBROTIC ILA ADJUDICATED,18,338735430,combined,outer_train_oof_predictions,5130,30,0.7378954248366013,0.7733071895424837,0.021714249090827982,0.005774152362405869,5130,10
NON FIBROTIC ILA ADJUDICATED,19,1365751577,zebra,outer_train_fixed_score,5130,30,0.8096437908496732,0.8343006535947712,0.41020188316783107,0.005731866654632124,5083,9
NON FIBROTIC ILA ADJUDICATED,19,1365751577,genomic,outer_train_oof_predictions,5130,30,0.4734183006535948,0.5,0.02882030279311391,0.005813754659553366,4373,1
NON FIBROTIC ILA ADJUDICATED,19,1365751577,combined,outer_train_oof_predictions,5130,30,0.7068954248366014,0.7404281045751634,0.006851995353178575,0.00578708492630858,5130,8
NON FIBROTIC ILA ADJUDICATED,20,406122596,zebra,outer_train_fixed_score,5130,30,0.8313856209150328,0.8481862745098039,0.4084822770798907,0.005672469676895665,5084,12
NON FIBROTIC ILA ADJUDICATED,20,406122596,genomic,outer_train_oof_predictions,5130,30,0.5396470588235295,0.6018366013071895,0.006639206358817872,0.005807584575818249,5130,5
NON FIBROTIC ILA ADJUDICATED,20,406122596,combined,outer_train_oof_predictions,5130,30,0.7538104575163398,0.7831307189542484,0.007252146290378685,0.005738342690202153,5130,9
NON FIBROTIC ILA ADJUDICATED,21,630633997,zebra,outer_train_fixed_score,5130,30,0.8075588235294118,0.8306960784313725,0.4174325234759217,0.005729427717262213,5083,9
NON FIBROTIC ILA ADJUDICATED,21,630633997,genomic,outer_train_oof_predictions,5130,30,0.538921568627451,0.6016405228758169,0.006319900312914805,0.0057902946067163435,5130,5
NON FIBROTIC ILA ADJUDICATED,21,630633997,combined,outer_train_oof_predictions,5130,30,0.7342222222222222,0.7618006535947713,0.008362760492366644,0.0057741175319068055,5130,10
NON FIBROTIC ILA ADJUDICATED,22,2023588537,zebra,outer_train_fixed_score,5130,30,0.7942549019607843,0.8233627450980392,0.42209584944930273,0.005742136208948254,5072,7
NON FIBROTIC ILA ADJUDICATED,22,2023588537,genomic,outer_train_oof_predictions,5130,30,0.478640522875817,0.5348267973856209,0.011290082447082883,0.005812782345832949,5130,5
NON FIBROTIC ILA ADJUDICATED,22,2023588537,combined,outer_train_oof_predictions,5130,30,0.655281045751634,0.7027581699346405,0.008191365089863553,0.005793384227872092,5130,8
NON FIBROTIC ILA ADJUDICATED,23,324670859,zebra,outer_train_fixed_score,5130,30,0.8485228758169935,0.8680751633986928,0.416207815647039,0.005623649336408505,5075,7
NON FIBROTIC ILA ADJUDICATED,23,324670859,genomic,outer_train_oof_predictions,5130,30,0.5806862745098039,0.6315326797385621,0.008011919260503127,0.005801995855692484,5130,8
NON FIBROTIC ILA ADJUDICATED,23,324670859,combined,outer_train_oof_predictions,5130,30,0.6416797385620915,0.6802941176470587,0.007652179846543351,0.005774004969084015,5130,9
NON FIBROTIC ILA ADJUDICATED,24,939142854,zebra,outer_train_fixed_score,5130,30,0.8439346405228758,0.864202614379085,0.4204328964786033,0.005675572716535566,5074,10
NON FIBROTIC ILA ADJUDICATED,24,939142854,genomic,outer_train_oof_predictions,5130,30,0.37906535947712416,0.5,0.01489415617187685,0.005813754659553366,5130,1
NON FIBROTIC ILA ADJUDICATED,24,939142854,combined,outer_train_oof_predictions,5130,30,0.7067058823529412,0.7385098039215686,0.008316990487179512,0.005783200286141063,5129,7
NON FIBROTIC ILA ADJUDICATED,25,750149971,zebra,outer_train_fixed_score,5130,30,0.8475751633986928,0.8693888888888889,0.4142980984759137,0.005697384744227086,5088,8
NON FIBROTIC ILA ADJUDICATED,25,750149971,genomic,outer_train_oof_predictions,5130,30,0.4990196078431373,0.5538267973856209,0.006811361123281107,0.0058042765273125865,5130,6
NON FIBROTIC ILA ADJUDICATED,25,750149971,combined,outer_train_oof_predictions,5130,30,0.7474509803921568,0.7742581699346405,0.0066355809468023825,0.005763247197129243,5130,7
NON FIBROTIC ILA ADJUDICATED,26,2135904865,zebra,outer_train_fixed_score,5130,30,0.8949183006535948,0.9095228758169935,0.4146251297239536,0.005625600135982422,5077,9
NON FIBROTIC ILA ADJUDICATED,26,2135904865,genomic,outer_train_oof_predictions,5130,30,0.49913071895424826,0.5644346405228758,0.045714343096281924,0.005810892538551372,5130,4
NON FIBROTIC ILA ADJUDICATED,26,2135904865,combined,outer_train_oof_predictions,5130,30,0.8317908496732026,0.8506797385620916,0.015375725525048026,0.00572722145199408,5130,8
NON FIBROTIC ILA ADJUDICATED,27,1566613695,zebra,outer_train_fixed_score,5130,30,0.7849248366013072,0.8223954248366013,0.41694238095249114,0.005690348524216223,5083,9
NON FIBROTIC ILA ADJUDICATED,27,1566613695,genomic,outer_train_oof_predictions,5130,30,0.40120261437908494,0.5420490196078431,0.012136106199018053,0.005810839612801557,5130,3
NON FIBROTIC ILA ADJUDICATED,27,1566613695,combined,outer_train_oof_predictions,5130,30,0.5461895424836601,0.5951699346405229,0.012580475347450248,0.00580778164289269,5130,5
NON FIBROTIC ILA ADJUDICATED,28,243672353,zebra,outer_train_fixed_score,5130,30,0.8208725490196078,0.841140522875817,0.4176176270244682,0.005678636852021656,5077,8
NON FIBROTIC ILA ADJUDICATED,28,243672353,genomic,outer_train_oof_predictions,5130,30,0.49935947712418305,0.5753071895424836,0.042698922109600086,0.005805987848651076,5130,5
NON FIBROTIC ILA ADJUDICATED,28,243672353,combined,outer_train_oof_predictions,5130,30,0.6721699346405228,0.7154477124183006,0.00924789401600191,0.005785790083623385,5130,8
NON FIBROTIC ILA ADJUDICATED,29,1911963976,zebra,outer_train_fixed_score,5130,30,0.8102287581699347,0.8382549019607843,0.41423722523225887,0.005631115698220936,5081,6
NON FIBROTIC ILA ADJUDICATED,29,1911963976,genomic,outer_train_oof_predictions,5130,30,0.452686274509804,0.5163300653594771,0.020793858978376312,0.005809875911719662,5095,3
NON FIBROTIC ILA ADJUDICATED,29,1911963976,combined,outer_train_oof_predictions,5130,30,0.6356666666666667,0.6706928104575164,0.012623376992882513,0.0057546291289725824,5130,7
NON FIBROTIC ILA ADJUDICATED,30,349271345,zebra,outer_train_fixed_score,5130,30,0.8144379084967319,0.8421372549019608,0.41209373865243554,0.005698062774771086,5083,9
NON FIBROTIC ILA ADJUDICATED,30,349271345,genomic,outer_train_oof_predictions,5130,30,0.5032843137254902,0.5655718954248365,0.03058936804452549,0.005806336836780214,4044,553
NON FIBROTIC ILA ADJUDICATED,30,349271345,combined,outer_train_oof_predictions,5130,30,0.6706013071895426,0.7062254901960785,0.009211653795366806,0.005782214099877007,5130,8
