target_name,repeat,split_seed,model,inner_cv_auc,params_json
FILD or FILA ADJUDICATED,25,219724353,zebra_plus_genomics_elasticnet,0.8415754129814217,"{""lr__C"": 0.01, ""lr__l1_ratio"": 0.5}"
FILD or FILA ADJUDICATED,26,192366627,zebra_plus_MUC5B_ridge,0.7868582994056812,"{""lr__C"": 0.1}"
FILD or FILA ADJUDICATED,26,192366627,zebra_plus_MUC5B_DOCK2_ridge,0.7863289110393561,"{""lr__C"": 0.1}"
FILD or FILA ADJUDICATED,26,192366627,zebra_plus_genomics_elasticnet,0.7795258318124385,"{""lr__C"": 0.01, ""lr__l1_ratio"": 0.5}"
FILD or FILA ADJUDICATED,27,1322121449,zebra_plus_MUC5B_ridge,0.8221401329028032,"{""lr__C"": 1}"
FILD or FILA ADJUDICATED,27,1322121449,zebra_plus_MUC5B_DOCK2_ridge,0.8212802424072253,"{""lr__C"": 10}"
FILD or FILA ADJUDICATED,27,1322121449,zebra_plus_genomics_elasticnet,0.8333918292854134,"{""lr__C"": 0.01, ""lr__l1_ratio"": 0.5}"
FILD or FILA ADJUDICATED,28,1468128278,zebra_plus_MUC5B_ridge,0.8076360615845384,"{""lr__C"": 0.1}"
FILD or FILA ADJUDICATED,28,1468128278,zebra_plus_MUC5B_DOCK2_ridge,0.8027282512050166,"{""lr__C"": 1}"
FILD or FILA ADJUDICATED,28,1468128278,zebra_plus_genomics_elasticnet,0.7966914689503487,"{""lr__C"": 0.01, ""lr__l1_ratio"": 0.5}"
FILD or FILA ADJUDICATED,29,1409132492,zebra_plus_MUC5B_ridge,0.7981684917403715,"{""lr__C"": 1}"
FILD or FILA ADJUDICATED,29,1409132492,zebra_plus_MUC5B_DOCK2_ridge,0.7728514436800974,"{""lr__C"": 0.1}"
FILD or FILA ADJUDICATED,29,1409132492,zebra_plus_genomics_elasticnet,0.8100519444054471,"{""lr__C"": 0.01, ""lr__l1_ratio"": 0.5}"
FILD or FILA ADJUDICATED,30,1343242504,zebra_plus_MUC5B_ridge,0.814029669146895,"{""lr__C"": 10}"
FILD or FILA ADJUDICATED,30,1343242504,zebra_plus_MUC5B_DOCK2_ridge,0.8174399831531658,"{""lr__C"": 10}"
FILD or FILA ADJUDICATED,30,1343242504,zebra_plus_genomics_elasticnet,0.8125614207496842,"{""lr__C"": 0.01, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,1,719529011,zebra_plus_MUC5B_ridge,0.854184604016944,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,1,719529011,zebra_plus_MUC5B_DOCK2_ridge,0.804591588711448,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,1,719529011,zebra_plus_genomics_elasticnet,0.6745524380717393,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,2,919250991,zebra_plus_MUC5B_ridge,0.7794609698901281,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,2,919250991,zebra_plus_MUC5B_DOCK2_ridge,0.7435578109019256,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,2,919250991,zebra_plus_genomics_elasticnet,0.6867936900055011,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,3,1215520755,zebra_plus_MUC5B_ridge,0.8106035007908269,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,3,1215520755,zebra_plus_MUC5B_DOCK2_ridge,0.7889361116700734,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,3,1215520755,zebra_plus_genomics_elasticnet,0.6588838692923933,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,4,456747682,zebra_plus_MUC5B_ridge,0.817279791148768,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,4,456747682,zebra_plus_MUC5B_DOCK2_ridge,0.7926796762581557,"{""lr__C"": 0.01}"
NONFIBROTIC ILD ADJUDICATED,4,456747682,zebra_plus_genomics_elasticnet,0.641571207150384,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,5,650171697,zebra_plus_MUC5B_ridge,0.8893497037575777,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,5,650171697,zebra_plus_MUC5B_DOCK2_ridge,0.831999263772165,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,5,650171697,zebra_plus_genomics_elasticnet,0.8292393441742272,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,6,183211436,zebra_plus_MUC5B_ridge,0.9190099685309913,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,6,183211436,zebra_plus_MUC5B_DOCK2_ridge,0.9218086101036435,"{""lr__C"": 1}"
NONFIBROTIC ILD ADJUDICATED,6,183211436,zebra_plus_genomics_elasticnet,0.762601005262335,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,7,49457650,zebra_plus_MUC5B_ridge,0.812507177801693,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,7,49457650,zebra_plus_MUC5B_DOCK2_ridge,0.8010034366456033,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,7,49457650,zebra_plus_genomics_elasticnet,0.7642143175405289,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0}"
NONFIBROTIC ILD ADJUDICATED,8,1062849124,zebra_plus_MUC5B_ridge,0.7425188515303627,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,8,1062849124,zebra_plus_MUC5B_DOCK2_ridge,0.664429233800336,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,8,1062849124,zebra_plus_genomics_elasticnet,0.5603347028483577,"{""lr__C"": 0.001, ""lr__l1_ratio"": 0}"
NONFIBROTIC ILD ADJUDICATED,9,97104110,zebra_plus_MUC5B_ridge,0.8768413851384995,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,9,97104110,zebra_plus_MUC5B_DOCK2_ridge,0.8601119754233596,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,9,97104110,zebra_plus_genomics_elasticnet,0.7261282626709519,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,10,2090413605,zebra_plus_MUC5B_ridge,0.7568932793570277,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,10,2090413605,zebra_plus_MUC5B_DOCK2_ridge,0.7661484847083541,"{""lr__C"": 1}"
NONFIBROTIC ILD ADJUDICATED,10,2090413605,zebra_plus_genomics_elasticnet,0.7008528811819997,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0}"
NONFIBROTIC ILD ADJUDICATED,11,202645210,zebra_plus_MUC5B_ridge,0.7856535050297837,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,11,202645210,zebra_plus_MUC5B_DOCK2_ridge,0.7423567524446878,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,11,202645210,zebra_plus_genomics_elasticnet,0.6154367548774139,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,12,138404569,zebra_plus_MUC5B_ridge,0.8197199766433855,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,12,138404569,zebra_plus_MUC5B_DOCK2_ridge,0.8256643983096367,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,12,138404569,zebra_plus_genomics_elasticnet,0.661673177338193,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,13,1408762297,zebra_plus_MUC5B_ridge,0.8149550132590452,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,13,1408762297,zebra_plus_MUC5B_DOCK2_ridge,0.8176627757544486,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,13,1408762297,zebra_plus_genomics_elasticnet,0.6719088179384415,"{""lr__C"": 0.001, ""lr__l1_ratio"": 0}"
NONFIBROTIC ILD ADJUDICATED,14,923048790,zebra_plus_MUC5B_ridge,0.8064259295887511,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,14,923048790,zebra_plus_MUC5B_DOCK2_ridge,0.816286760169433,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,14,923048790,zebra_plus_genomics_elasticnet,0.7075751476252036,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,15,1210247907,zebra_plus_MUC5B_ridge,0.8748697217069467,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,15,1210247907,zebra_plus_MUC5B_DOCK2_ridge,0.8016374010760616,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,15,1210247907,zebra_plus_genomics_elasticnet,0.783154971876753,"{""lr__C"": 0.1, ""lr__l1_ratio"": 1}"
NONFIBROTIC ILD ADJUDICATED,16,1671959573,zebra_plus_MUC5B_ridge,0.7296241239457264,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,16,1671959573,zebra_plus_MUC5B_DOCK2_ridge,0.6357291013510559,"{""lr__C"": 1}"
NONFIBROTIC ILD ADJUDICATED,16,1671959573,zebra_plus_genomics_elasticnet,0.6598809494103577,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,17,451909577,zebra_plus_MUC5B_ridge,0.8679938073837823,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,17,451909577,zebra_plus_MUC5B_DOCK2_ridge,0.7939326581220589,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,17,451909577,zebra_plus_genomics_elasticnet,0.8112673401380993,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,18,41887566,zebra_plus_MUC5B_ridge,0.7925942294175368,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,18,41887566,zebra_plus_MUC5B_DOCK2_ridge,0.8041180302639394,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,18,41887566,zebra_plus_genomics_elasticnet,0.7795389670787573,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,19,1392174080,zebra_plus_MUC5B_ridge,0.8198754988596022,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,19,1392174080,zebra_plus_MUC5B_DOCK2_ridge,0.7847677309157467,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,19,1392174080,zebra_plus_genomics_elasticnet,0.7544709739810459,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0}"
NONFIBROTIC ILD ADJUDICATED,20,5824988,zebra_plus_MUC5B_ridge,0.7717810320833713,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,20,5824988,zebra_plus_MUC5B_DOCK2_ridge,0.7534748286465579,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,20,5824988,zebra_plus_genomics_elasticnet,0.6954834562783455,"{""lr__C"": 0.01, ""lr__l1_ratio"": 0}"
NONFIBROTIC ILD ADJUDICATED,21,846334188,zebra_plus_MUC5B_ridge,0.8228164469086101,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,21,846334188,zebra_plus_MUC5B_DOCK2_ridge,0.7231607257552078,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,21,846334188,zebra_plus_genomics_elasticnet,0.7144135275302128,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,22,462644243,zebra_plus_MUC5B_ridge,0.87813551178327,"{""lr__C"": 0.01}"
NONFIBROTIC ILD ADJUDICATED,22,462644243,zebra_plus_MUC5B_DOCK2_ridge,0.8164871329152982,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,22,462644243,zebra_plus_genomics_elasticnet,0.7739153049160682,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,23,3257146,zebra_plus_MUC5B_ridge,0.802520256376387,"{""lr__C"": 0.01}"
NONFIBROTIC ILD ADJUDICATED,23,3257146,zebra_plus_MUC5B_DOCK2_ridge,0.760750753988721,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,23,3257146,zebra_plus_genomics_elasticnet,0.6707726172388266,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,24,879996964,zebra_plus_MUC5B_ridge,0.7688108863586399,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,24,879996964,zebra_plus_MUC5B_DOCK2_ridge,0.7831971372885587,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,24,879996964,zebra_plus_genomics_elasticnet,0.6904506011191914,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,25,784567997,zebra_plus_MUC5B_ridge,0.7672136847875016,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,25,784567997,zebra_plus_MUC5B_DOCK2_ridge,0.7474013973219712,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,25,784567997,zebra_plus_genomics_elasticnet,0.7493938310700509,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,26,1331083820,zebra_plus_MUC5B_ridge,0.7931243899583956,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,26,1331083820,zebra_plus_MUC5B_DOCK2_ridge,0.7713479125598194,"{""lr__C"": 0.1}"
NONFIBROTIC ILD ADJUDICATED,26,1331083820,zebra_plus_genomics_elasticnet,0.6401496113322923,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,27,1974753439,zebra_plus_MUC5B_ridge,0.8891002119554763,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,27,1974753439,zebra_plus_MUC5B_DOCK2_ridge,0.8858761819001653,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,27,1974753439,zebra_plus_genomics_elasticnet,0.7608047949661184,"{""lr__C"": 0.1, ""lr__l1_ratio"": 1}"
NONFIBROTIC ILD ADJUDICATED,28,1506768579,zebra_plus_MUC5B_ridge,0.7379368386263826,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,28,1506768579,zebra_plus_MUC5B_DOCK2_ridge,0.7721610931060368,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,28,1506768579,zebra_plus_genomics_elasticnet,0.5105051920926628,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,29,1157632,zebra_plus_MUC5B_ridge,0.844612020598202,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,29,1157632,zebra_plus_MUC5B_DOCK2_ridge,0.8365425022390927,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,29,1157632,zebra_plus_genomics_elasticnet,0.6955260175423374,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NONFIBROTIC ILD ADJUDICATED,30,1691715943,zebra_plus_MUC5B_ridge,0.8728128737464648,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,30,1691715943,zebra_plus_MUC5B_DOCK2_ridge,0.835908060878289,"{""lr__C"": 10}"
NONFIBROTIC ILD ADJUDICATED,30,1691715943,zebra_plus_genomics_elasticnet,0.8130885272764857,"{""lr__C"": 0.1, ""lr__l1_ratio"": 0.5}"
NON FIBROTIC ILA ADJUDICATED,1,348943453,zebra_plus_MUC5B_ridge,0.8260588235294118,"{""lr__C"": 10}"
NON FIBROTIC ILA ADJUDICATED,1,348943453,zebra_plus_MUC5B_DOCK2_ridge,0.7799999999999999,"{""lr__C"": 0.1}"
NON FIBROTIC ILA ADJUDICATED,1,348943453,zebra_plus_genomics_elasticnet,0.784470588235294,"{""lr__C"": 0.1, ""lr__l1_ratio"": 1}"
NON FIBROTIC ILA ADJUDICATED,2,348985148,zebra_plus_MUC5B_ridge,0.8319509803921569,"{""lr__C"": 10}"
NON FIBROTIC ILA ADJUDICATED,2,348985148,zebra_plus_MUC5B_DOCK2_ridge,0.8328529411764706,"{""lr__C"": 0.1}"
NON FIBROTIC ILA ADJUDICATED,2,348985148,zebra_plus_genomics_elasticnet,0.7999705882352942,"{""lr__C"": 0.1, ""lr__l1_ratio"": 1}"
NON FIBROTIC ILA ADJUDICATED,3,1303462699,zebra_plus_MUC5B_ridge,0.8075392156862745,"{""lr__C"": 10}"
NON FIBROTIC ILA ADJUDICATED,3,1303462699,zebra_plus_MUC5B_DOCK2_ridge,0.786843137254902,"{""lr__C"": 0.1}"
