target_name,repeat,split_seed,model,requested_fpr,actual_fpr,sensitivity,specificity,ppv
FILD or FILA ADJUDICATED,2,312891561,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.009942993503910924,0.125,0.9900570064960891,0.20212765957446807
FILD or FILA ADJUDICATED,2,312891561,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.04998011401299218,0.29605263157894735,0.9500198859870078,0.1066350710900474
FILD or FILA ADJUDICATED,3,1779399535,zebra_raw,0.005,0.005037783375314908,0.23684210526315788,0.9949622166246851,0.4864864864864865
FILD or FILA ADJUDICATED,3,1779399535,zebra_raw,0.01,0.009942993503910924,0.25,0.9900570064960891,0.336283185840708
FILD or FILA ADJUDICATED,3,1779399535,zebra_raw,0.05,0.04998011401299218,0.3815789473684211,0.9500198859870078,0.13333333333333333
FILD or FILA ADJUDICATED,3,1779399535,zebra_logistic,0.005,0.005037783375314908,0.23684210526315788,0.9949622166246851,0.4864864864864865
FILD or FILA ADJUDICATED,3,1779399535,zebra_logistic,0.01,0.009942993503910924,0.25,0.9900570064960891,0.336283185840708
FILD or FILA ADJUDICATED,3,1779399535,zebra_logistic,0.05,0.04998011401299218,0.3815789473684211,0.9500198859870078,0.13333333333333333
FILD or FILA ADJUDICATED,3,1779399535,zebra_plus_genomics_elasticnet,0.005,0.005037783375314908,0.23684210526315788,0.9949622166246851,0.4864864864864865
FILD or FILA ADJUDICATED,3,1779399535,zebra_plus_genomics_elasticnet,0.01,0.009942993503910924,0.25,0.9900570064960891,0.336283185840708
FILD or FILA ADJUDICATED,3,1779399535,zebra_plus_genomics_elasticnet,0.05,0.04998011401299218,0.3815789473684211,0.9500198859870078,0.13333333333333333
FILD or FILA ADJUDICATED,3,1779399535,zebra_plus_MUC5B_ridge,0.005,0.005037783375314908,0.09210526315789473,0.9949622166246851,0.2692307692307692
FILD or FILA ADJUDICATED,3,1779399535,zebra_plus_MUC5B_ridge,0.01,0.009942993503910924,0.14473684210526316,0.9900570064960891,0.2268041237113402
FILD or FILA ADJUDICATED,3,1779399535,zebra_plus_MUC5B_ridge,0.05,0.04998011401299218,0.28289473684210525,0.9500198859870078,0.10238095238095238
FILD or FILA ADJUDICATED,3,1779399535,zebra_plus_MUC5B_DOCK2_ridge,0.005,0.005037783375314908,0.046052631578947366,0.9949622166246851,0.15555555555555556
FILD or FILA ADJUDICATED,3,1779399535,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.009942993503910924,0.125,0.9900570064960891,0.20212765957446807
FILD or FILA ADJUDICATED,3,1779399535,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.04998011401299218,0.3092105263157895,0.9500198859870078,0.11084905660377359
FILD or FILA ADJUDICATED,4,375395779,zebra_raw,0.005,0.005037783375314908,0.28289473684210525,0.9949622166246851,0.5308641975308642
FILD or FILA ADJUDICATED,4,375395779,zebra_raw,0.01,0.009942993503910924,0.29605263157894735,0.9900570064960891,0.375
FILD or FILA ADJUDICATED,4,375395779,zebra_raw,0.05,0.04998011401299218,0.40789473684210525,0.9500198859870078,0.14123006833712984
FILD or FILA ADJUDICATED,4,375395779,zebra_logistic,0.005,0.005037783375314908,0.28289473684210525,0.9949622166246851,0.5308641975308642
FILD or FILA ADJUDICATED,4,375395779,zebra_logistic,0.01,0.009942993503910924,0.29605263157894735,0.9900570064960891,0.375
FILD or FILA ADJUDICATED,4,375395779,zebra_logistic,0.05,0.04998011401299218,0.40789473684210525,0.9500198859870078,0.14123006833712984
FILD or FILA ADJUDICATED,4,375395779,zebra_plus_genomics_elasticnet,0.005,0.005568076362190144,0.28289473684210525,0.9944319236378099,0.5058823529411764
FILD or FILA ADJUDICATED,4,375395779,zebra_plus_genomics_elasticnet,0.01,0.009942993503910924,0.29605263157894735,0.9900570064960891,0.375
FILD or FILA ADJUDICATED,4,375395779,zebra_plus_genomics_elasticnet,0.05,0.04998011401299218,0.40131578947368424,0.9500198859870078,0.13926940639269406
FILD or FILA ADJUDICATED,4,375395779,zebra_plus_MUC5B_ridge,0.005,0.005037783375314908,0.1118421052631579,0.9949622166246851,0.3090909090909091
FILD or FILA ADJUDICATED,4,375395779,zebra_plus_MUC5B_ridge,0.01,0.009942993503910924,0.125,0.9900570064960891,0.20212765957446807
FILD or FILA ADJUDICATED,4,375395779,zebra_plus_MUC5B_ridge,0.05,0.04998011401299218,0.2565789473684211,0.9500198859870078,0.09375
FILD or FILA ADJUDICATED,4,375395779,zebra_plus_MUC5B_DOCK2_ridge,0.005,0.005037783375314908,0.09868421052631579,0.9949622166246851,0.2830188679245283
FILD or FILA ADJUDICATED,4,375395779,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.009942993503910924,0.09868421052631579,0.9900570064960891,0.16666666666666666
FILD or FILA ADJUDICATED,4,375395779,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.04998011401299218,0.26973684210526316,0.9500198859870078,0.09808612440191387
FILD or FILA ADJUDICATED,5,1598024267,zebra_raw,0.005,0.005037783375314908,0.3092105263157895,0.9949622166246851,0.5529411764705883
FILD or FILA ADJUDICATED,5,1598024267,zebra_raw,0.01,0.009942993503910924,0.3157894736842105,0.9900570064960891,0.3902439024390244
FILD or FILA ADJUDICATED,5,1598024267,zebra_raw,0.05,0.04998011401299218,0.45394736842105265,0.9500198859870078,0.1547085201793722
FILD or FILA ADJUDICATED,5,1598024267,zebra_logistic,0.005,0.005037783375314908,0.3092105263157895,0.9949622166246851,0.5529411764705883
FILD or FILA ADJUDICATED,5,1598024267,zebra_logistic,0.01,0.009942993503910924,0.3157894736842105,0.9900570064960891,0.3902439024390244
FILD or FILA ADJUDICATED,5,1598024267,zebra_logistic,0.05,0.04998011401299218,0.45394736842105265,0.9500198859870078,0.1547085201793722
FILD or FILA ADJUDICATED,5,1598024267,zebra_plus_genomics_elasticnet,0.005,0.005037783375314908,0.14473684210526316,0.9949622166246851,0.36666666666666664
FILD or FILA ADJUDICATED,5,1598024267,zebra_plus_genomics_elasticnet,0.01,0.009942993503910924,0.15789473684210525,0.9900570064960891,0.24242424242424243
FILD or FILA ADJUDICATED,5,1598024267,zebra_plus_genomics_elasticnet,0.05,0.04998011401299218,0.4605263157894737,0.9500198859870078,0.15659955257270694
FILD or FILA ADJUDICATED,5,1598024267,zebra_plus_MUC5B_ridge,0.005,0.005037783375314908,0.10526315789473684,0.9949622166246851,0.2962962962962963
FILD or FILA ADJUDICATED,5,1598024267,zebra_plus_MUC5B_ridge,0.01,0.009942993503910924,0.14473684210526316,0.9900570064960891,0.2268041237113402
FILD or FILA ADJUDICATED,5,1598024267,zebra_plus_MUC5B_ridge,0.05,0.04998011401299218,0.25,0.9500198859870078,0.09156626506024096
FILD or FILA ADJUDICATED,5,1598024267,zebra_plus_MUC5B_DOCK2_ridge,0.005,0.005170356622033689,0.09868421052631579,0.9948296433779663,0.2777777777777778
FILD or FILA ADJUDICATED,5,1598024267,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.009942993503910924,0.125,0.9900570064960891,0.20212765957446807
FILD or FILA ADJUDICATED,5,1598024267,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.04998011401299218,0.2894736842105263,0.9500198859870078,0.10451306413301663
FILD or FILA ADJUDICATED,6,30379907,zebra_raw,0.005,0.005037783375314908,0.2894736842105263,0.9949622166246851,0.5365853658536586
FILD or FILA ADJUDICATED,6,30379907,zebra_raw,0.01,0.009942993503910924,0.29605263157894735,0.9900570064960891,0.375
FILD or FILA ADJUDICATED,6,30379907,zebra_raw,0.05,0.04998011401299218,0.4407894736842105,0.9500198859870078,0.15090090090090091
FILD or FILA ADJUDICATED,6,30379907,zebra_logistic,0.005,0.005037783375314908,0.2894736842105263,0.9949622166246851,0.5365853658536586
FILD or FILA ADJUDICATED,6,30379907,zebra_logistic,0.01,0.009942993503910924,0.29605263157894735,0.9900570064960891,0.375
FILD or FILA ADJUDICATED,6,30379907,zebra_logistic,0.05,0.04998011401299218,0.4407894736842105,0.9500198859870078,0.15090090090090091
FILD or FILA ADJUDICATED,6,30379907,zebra_plus_genomics_elasticnet,0.005,0.005037783375314908,0.13157894736842105,0.9949622166246851,0.3448275862068966
FILD or FILA ADJUDICATED,6,30379907,zebra_plus_genomics_elasticnet,0.01,0.009942993503910924,0.15789473684210525,0.9900570064960891,0.24242424242424243
FILD or FILA ADJUDICATED,6,30379907,zebra_plus_genomics_elasticnet,0.05,0.04998011401299218,0.4605263157894737,0.9500198859870078,0.15659955257270694
FILD or FILA ADJUDICATED,6,30379907,zebra_plus_MUC5B_ridge,0.005,0.005037783375314908,0.1118421052631579,0.9949622166246851,0.3090909090909091
FILD or FILA ADJUDICATED,6,30379907,zebra_plus_MUC5B_ridge,0.01,0.009942993503910924,0.14473684210526316,0.9900570064960891,0.2268041237113402
FILD or FILA ADJUDICATED,6,30379907,zebra_plus_MUC5B_ridge,0.05,0.04998011401299218,0.23684210526315788,0.9500198859870078,0.08716707021791767
FILD or FILA ADJUDICATED,6,30379907,zebra_plus_MUC5B_DOCK2_ridge,0.005,0.005037783375314908,0.039473684210526314,0.9949622166246851,0.13636363636363635
FILD or FILA ADJUDICATED,6,30379907,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.009942993503910924,0.1118421052631579,0.9900570064960891,0.18478260869565216
FILD or FILA ADJUDICATED,6,30379907,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.04998011401299218,0.2631578947368421,0.9500198859870078,0.09592326139088729
FILD or FILA ADJUDICATED,7,282479422,zebra_raw,0.005,0.005037783375314908,0.29605263157894735,0.9949622166246851,0.5421686746987951
FILD or FILA ADJUDICATED,7,282479422,zebra_raw,0.01,0.009942993503910924,0.29605263157894735,0.9900570064960891,0.375
FILD or FILA ADJUDICATED,7,282479422,zebra_raw,0.05,0.04998011401299218,0.4342105263157895,0.9500198859870078,0.1489841986455982
FILD or FILA ADJUDICATED,7,282479422,zebra_logistic,0.005,0.005037783375314908,0.29605263157894735,0.9949622166246851,0.5421686746987951
FILD or FILA ADJUDICATED,7,282479422,zebra_logistic,0.01,0.009942993503910924,0.29605263157894735,0.9900570064960891,0.375
FILD or FILA ADJUDICATED,7,282479422,zebra_logistic,0.05,0.04998011401299218,0.4342105263157895,0.9500198859870078,0.1489841986455982
FILD or FILA ADJUDICATED,7,282479422,zebra_plus_genomics_elasticnet,0.005,0.005037783375314908,0.29605263157894735,0.9949622166246851,0.5421686746987951
FILD or FILA ADJUDICATED,7,282479422,zebra_plus_genomics_elasticnet,0.01,0.009942993503910924,0.29605263157894735,0.9900570064960891,0.375
FILD or FILA ADJUDICATED,7,282479422,zebra_plus_genomics_elasticnet,0.05,0.04998011401299218,0.4342105263157895,0.9500198859870078,0.1489841986455982
FILD or FILA ADJUDICATED,7,282479422,zebra_plus_MUC5B_ridge,0.005,0.005170356622033689,0.11842105263157894,0.9948296433779663,0.3157894736842105
FILD or FILA ADJUDICATED,7,282479422,zebra_plus_MUC5B_ridge,0.01,0.009942993503910924,0.1513157894736842,0.9900570064960891,0.23469387755102042
FILD or FILA ADJUDICATED,7,282479422,zebra_plus_MUC5B_ridge,0.05,0.04998011401299218,0.4605263157894737,0.9500198859870078,0.15659955257270694
FILD or FILA ADJUDICATED,7,282479422,zebra_plus_MUC5B_DOCK2_ridge,0.005,0.004905210128596016,0.046052631578947366,0.995094789871404,0.1590909090909091
FILD or FILA ADJUDICATED,7,282479422,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.009942993503910924,0.1513157894736842,0.9900570064960891,0.23469387755102042
FILD or FILA ADJUDICATED,7,282479422,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.04998011401299218,0.40131578947368424,0.9500198859870078,0.13926940639269406
FILD or FILA ADJUDICATED,8,396877847,zebra_raw,0.005,0.005170356622033689,0.3026315789473684,0.9948296433779663,0.5411764705882353
FILD or FILA ADJUDICATED,8,396877847,zebra_raw,0.01,0.009942993503910924,0.3092105263157895,0.9900570064960891,0.38524590163934425
FILD or FILA ADJUDICATED,8,396877847,zebra_raw,0.05,0.04998011401299218,0.4605263157894737,0.9500198859870078,0.15659955257270694
FILD or FILA ADJUDICATED,8,396877847,zebra_logistic,0.005,0.005170356622033689,0.3026315789473684,0.9948296433779663,0.5411764705882353
FILD or FILA ADJUDICATED,8,396877847,zebra_logistic,0.01,0.009942993503910924,0.3092105263157895,0.9900570064960891,0.38524590163934425
FILD or FILA ADJUDICATED,8,396877847,zebra_logistic,0.05,0.04998011401299218,0.4605263157894737,0.9500198859870078,0.15659955257270694
FILD or FILA ADJUDICATED,8,396877847,zebra_plus_genomics_elasticnet,0.005,0.005037783375314908,0.13157894736842105,0.9949622166246851,0.3448275862068966
FILD or FILA ADJUDICATED,8,396877847,zebra_plus_genomics_elasticnet,0.01,0.009942993503910924,0.1513157894736842,0.9900570064960891,0.23469387755102042
FILD or FILA ADJUDICATED,8,396877847,zebra_plus_genomics_elasticnet,0.05,0.04998011401299218,0.5263157894736842,0.9500198859870078,0.175054704595186
FILD or FILA ADJUDICATED,8,396877847,zebra_plus_MUC5B_ridge,0.005,0.005037783375314908,0.13157894736842105,0.9949622166246851,0.3448275862068966
FILD or FILA ADJUDICATED,8,396877847,zebra_plus_MUC5B_ridge,0.01,0.009942993503910924,0.1513157894736842,0.9900570064960891,0.23469387755102042
FILD or FILA ADJUDICATED,8,396877847,zebra_plus_MUC5B_ridge,0.05,0.04998011401299218,0.2894736842105263,0.9500198859870078,0.10451306413301663
FILD or FILA ADJUDICATED,8,396877847,zebra_plus_MUC5B_DOCK2_ridge,0.005,0.005037783375314908,0.13815789473684212,0.9949622166246851,0.3559322033898305
FILD or FILA ADJUDICATED,8,396877847,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.009942993503910924,0.15789473684210525,0.9900570064960891,0.24242424242424243
FILD or FILA ADJUDICATED,8,396877847,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.04998011401299218,0.3092105263157895,0.9500198859870078,0.11084905660377359
FILD or FILA ADJUDICATED,9,650755367,zebra_raw,0.005,0.005037783375314908,0.34210526315789475,0.9949622166246851,0.5777777777777777
FILD or FILA ADJUDICATED,9,650755367,zebra_raw,0.01,0.009942993503910924,0.34210526315789475,0.9900570064960891,0.4094488188976378
FILD or FILA ADJUDICATED,9,650755367,zebra_raw,0.05,0.04998011401299218,0.45394736842105265,0.9500198859870078,0.1547085201793722
FILD or FILA ADJUDICATED,9,650755367,zebra_logistic,0.005,0.005037783375314908,0.34210526315789475,0.9949622166246851,0.5777777777777777
FILD or FILA ADJUDICATED,9,650755367,zebra_logistic,0.01,0.009942993503910924,0.34210526315789475,0.9900570064960891,0.4094488188976378
FILD or FILA ADJUDICATED,9,650755367,zebra_logistic,0.05,0.04998011401299218,0.45394736842105265,0.9500198859870078,0.1547085201793722
FILD or FILA ADJUDICATED,9,650755367,zebra_plus_genomics_elasticnet,0.005,0.005037783375314908,0.34210526315789475,0.9949622166246851,0.5777777777777777
FILD or FILA ADJUDICATED,9,650755367,zebra_plus_genomics_elasticnet,0.01,0.009942993503910924,0.34210526315789475,0.9900570064960891,0.4094488188976378
FILD or FILA ADJUDICATED,9,650755367,zebra_plus_genomics_elasticnet,0.05,0.04998011401299218,0.45394736842105265,0.9500198859870078,0.1547085201793722
FILD or FILA ADJUDICATED,9,650755367,zebra_plus_MUC5B_ridge,0.005,0.005037783375314908,0.125,0.9949622166246851,0.3333333333333333
FILD or FILA ADJUDICATED,9,650755367,zebra_plus_MUC5B_ridge,0.01,0.009942993503910924,0.15789473684210525,0.9900570064960891,0.24242424242424243
FILD or FILA ADJUDICATED,9,650755367,zebra_plus_MUC5B_ridge,0.05,0.04998011401299218,0.28289473684210525,0.9500198859870078,0.10238095238095238
FILD or FILA ADJUDICATED,9,650755367,zebra_plus_MUC5B_DOCK2_ridge,0.005,0.005037783375314908,0.05921052631578947,0.9949622166246851,0.19148936170212766
FILD or FILA ADJUDICATED,9,650755367,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.009942993503910924,0.13157894736842105,0.9900570064960891,0.21052631578947367
FILD or FILA ADJUDICATED,9,650755367,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.04998011401299218,0.3092105263157895,0.9500198859870078,0.11084905660377359
FILD or FILA ADJUDICATED,10,1780262267,zebra_raw,0.005,0.005037783375314908,0.29605263157894735,0.9949622166246851,0.5421686746987951
FILD or FILA ADJUDICATED,10,1780262267,zebra_raw,0.01,0.009942993503910924,0.29605263157894735,0.9900570064960891,0.375
FILD or FILA ADJUDICATED,10,1780262267,zebra_raw,0.05,0.04998011401299218,0.40131578947368424,0.9500198859870078,0.13926940639269406
FILD or FILA ADJUDICATED,10,1780262267,zebra_logistic,0.005,0.005037783375314908,0.29605263157894735,0.9949622166246851,0.5421686746987951
FILD or FILA ADJUDICATED,10,1780262267,zebra_logistic,0.01,0.009942993503910924,0.29605263157894735,0.9900570064960891,0.375
FILD or FILA ADJUDICATED,10,1780262267,zebra_logistic,0.05,0.04998011401299218,0.40131578947368424,0.9500198859870078,0.13926940639269406
FILD or FILA ADJUDICATED,10,1780262267,zebra_plus_genomics_elasticnet,0.005,0.005037783375314908,0.29605263157894735,0.9949622166246851,0.5421686746987951
FILD or FILA ADJUDICATED,10,1780262267,zebra_plus_genomics_elasticnet,0.01,0.009942993503910924,0.29605263157894735,0.9900570064960891,0.375
FILD or FILA ADJUDICATED,10,1780262267,zebra_plus_genomics_elasticnet,0.05,0.04998011401299218,0.40131578947368424,0.9500198859870078,0.13926940639269406
FILD or FILA ADJUDICATED,10,1780262267,zebra_plus_MUC5B_ridge,0.005,0.005037783375314908,0.13157894736842105,0.9949622166246851,0.3448275862068966
FILD or FILA ADJUDICATED,10,1780262267,zebra_plus_MUC5B_ridge,0.01,0.009942993503910924,0.17105263157894737,0.9900570064960891,0.25742574257425743
FILD or FILA ADJUDICATED,10,1780262267,zebra_plus_MUC5B_ridge,0.05,0.051173273233461436,0.4473684210526316,0.9488267267665386,0.14977973568281938
FILD or FILA ADJUDICATED,10,1780262267,zebra_plus_MUC5B_DOCK2_ridge,0.005,0.005037783375314908,0.11842105263157894,0.9949622166246851,0.32142857142857145
FILD or FILA ADJUDICATED,10,1780262267,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.009942993503910924,0.13815789473684212,0.9900570064960891,0.21875
FILD or FILA ADJUDICATED,10,1780262267,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.04971496751955451,0.2894736842105263,0.9502850324804455,0.10501193317422435
FILD or FILA ADJUDICATED,11,867878818,zebra_raw,0.005,0.005037783375314908,0.26973684210526316,0.9949622166246851,0.5189873417721519
FILD or FILA ADJUDICATED,11,867878818,zebra_raw,0.01,0.009942993503910924,0.26973684210526316,0.9900570064960891,0.35344827586206895
FILD or FILA ADJUDICATED,11,867878818,zebra_raw,0.05,0.04998011401299218,0.40789473684210525,0.9500198859870078,0.14123006833712984
FILD or FILA ADJUDICATED,11,867878818,zebra_logistic,0.005,0.005037783375314908,0.26973684210526316,0.9949622166246851,0.5189873417721519
FILD or FILA ADJUDICATED,11,867878818,zebra_logistic,0.01,0.009942993503910924,0.26973684210526316,0.9900570064960891,0.35344827586206895
FILD or FILA ADJUDICATED,11,867878818,zebra_logistic,0.05,0.04998011401299218,0.40789473684210525,0.9500198859870078,0.14123006833712984
FILD or FILA ADJUDICATED,11,867878818,zebra_plus_genomics_elasticnet,0.005,0.005037783375314908,0.26973684210526316,0.9949622166246851,0.5189873417721519
FILD or FILA ADJUDICATED,11,867878818,zebra_plus_genomics_elasticnet,0.01,0.009942993503910924,0.26973684210526316,0.9900570064960891,0.35344827586206895
FILD or FILA ADJUDICATED,11,867878818,zebra_plus_genomics_elasticnet,0.05,0.04998011401299218,0.40789473684210525,0.9500198859870078,0.14123006833712984
FILD or FILA ADJUDICATED,11,867878818,zebra_plus_MUC5B_ridge,0.005,0.005037783375314908,0.09868421052631579,0.9949622166246851,0.2830188679245283
FILD or FILA ADJUDICATED,11,867878818,zebra_plus_MUC5B_ridge,0.01,0.009942993503910924,0.13815789473684212,0.9900570064960891,0.21875
FILD or FILA ADJUDICATED,11,867878818,zebra_plus_MUC5B_ridge,0.05,0.04998011401299218,0.26973684210526316,0.9500198859870078,0.09808612440191387
FILD or FILA ADJUDICATED,11,867878818,zebra_plus_MUC5B_DOCK2_ridge,0.005,0.005037783375314908,0.09868421052631579,0.9949622166246851,0.2830188679245283
FILD or FILA ADJUDICATED,11,867878818,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.009942993503910924,0.10526315789473684,0.9900570064960891,0.17582417582417584
FILD or FILA ADJUDICATED,11,867878818,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.0506429802465862,0.35526315789473684,0.9493570197534138,0.12385321100917432
FILD or FILA ADJUDICATED,12,1204017490,zebra_raw,0.005,0.005037783375314908,0.2631578947368421,0.9949622166246851,0.5128205128205128
FILD or FILA ADJUDICATED,12,1204017490,zebra_raw,0.01,0.009942993503910924,0.26973684210526316,0.9900570064960891,0.35344827586206895
FILD or FILA ADJUDICATED,12,1204017490,zebra_raw,0.05,0.04998011401299218,0.4407894736842105,0.9500198859870078,0.15090090090090091
FILD or FILA ADJUDICATED,12,1204017490,zebra_logistic,0.005,0.005037783375314908,0.2631578947368421,0.9949622166246851,0.5128205128205128
FILD or FILA ADJUDICATED,12,1204017490,zebra_logistic,0.01,0.009942993503910924,0.26973684210526316,0.9900570064960891,0.35344827586206895
FILD or FILA ADJUDICATED,12,1204017490,zebra_logistic,0.05,0.04998011401299218,0.4407894736842105,0.9500198859870078,0.15090090090090091
FILD or FILA ADJUDICATED,12,1204017490,zebra_plus_genomics_elasticnet,0.005,0.005037783375314908,0.2631578947368421,0.9949622166246851,0.5128205128205128
FILD or FILA ADJUDICATED,12,1204017490,zebra_plus_genomics_elasticnet,0.01,0.009942993503910924,0.26973684210526316,0.9900570064960891,0.35344827586206895
FILD or FILA ADJUDICATED,12,1204017490,zebra_plus_genomics_elasticnet,0.05,0.04998011401299218,0.4407894736842105,0.9500198859870078,0.15090090090090091
FILD or FILA ADJUDICATED,12,1204017490,zebra_plus_MUC5B_ridge,0.005,0.005037783375314908,0.11842105263157894,0.9949622166246851,0.32142857142857145
FILD or FILA ADJUDICATED,12,1204017490,zebra_plus_MUC5B_ridge,0.01,0.009942993503910924,0.16447368421052633,0.9900570064960891,0.25
FILD or FILA ADJUDICATED,12,1204017490,zebra_plus_MUC5B_ridge,0.05,0.04998011401299218,0.4473684210526316,0.9500198859870078,0.15280898876404495
FILD or FILA ADJUDICATED,12,1204017490,zebra_plus_MUC5B_DOCK2_ridge,0.005,0.005037783375314908,0.05921052631578947,0.9949622166246851,0.19148936170212766
FILD or FILA ADJUDICATED,12,1204017490,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.009942993503910924,0.14473684210526316,0.9900570064960891,0.2268041237113402
FILD or FILA ADJUDICATED,12,1204017490,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.04998011401299218,0.34210526315789475,0.9500198859870078,0.12121212121212122
FILD or FILA ADJUDICATED,13,1802158889,zebra_raw,0.005,0.005037783375314908,0.2565789473684211,0.9949622166246851,0.5064935064935064
FILD or FILA ADJUDICATED,13,1802158889,zebra_raw,0.01,0.009942993503910924,0.2631578947368421,0.9900570064960891,0.34782608695652173
FILD or FILA ADJUDICATED,13,1802158889,zebra_raw,0.05,0.04998011401299218,0.40789473684210525,0.9500198859870078,0.14123006833712984
FILD or FILA ADJUDICATED,13,1802158889,zebra_logistic,0.005,0.005037783375314908,0.2565789473684211,0.9949622166246851,0.5064935064935064
