target_name,requested_fpr,metric,comparison,n_repeats,mean_delta,median_delta,q025,q975,fraction_gt_zero
FILD or FILA ADJUDICATED,0.005,sensitivity,genomics_plus_zebra - zebra,30,-0.06184210526315789,0.0,-0.18190789473684213,0.0,0.0
FILD or FILA ADJUDICATED,0.005,ppv,genomics_plus_zebra - zebra,30,-0.07663033738469266,0.0,-0.2581604768728604,0.0,0.0
FILD or FILA ADJUDICATED,0.01,sensitivity,genomics_plus_zebra - zebra,30,-0.0537280701754386,0.0,-0.1651315789473684,0.0,0.0
FILD or FILA ADJUDICATED,0.01,ppv,genomics_plus_zebra - zebra,30,-0.0524963800396248,0.0,-0.16702285805852543,0.0,0.0
FILD or FILA ADJUDICATED,0.05,sensitivity,genomics_plus_zebra - zebra,30,0.001096491228070177,0.0,-0.06365131578947367,0.0460526315789474,0.26666666666666666
FILD or FILA ADJUDICATED,0.05,ppv,genomics_plus_zebra - zebra,30,0.00018138482953405599,0.0,-0.019376400466605697,0.01331207011898856,0.26666666666666666
