repeat,split_seed,target_fpr,auc_zebra_raw,auc_zebra_calibrated,auc_hybrid,delta_auc_hybrid_vs_raw,hybrid_train_threshold,hybrid_train_achieved_FPR,raw_zebra_train_threshold,raw_zebra_train_achieved_FPR,cal_zebra_train_threshold,cal_zebra_train_achieved_FPR,hybrid_sensitivity,hybrid_FPR,hybrid_PPV,hybrid_LR_positive,hybrid_LR_negative,hybrid_DOR,raw_zebra_sensitivity,raw_zebra_FPR,raw_zebra_PPV,raw_zebra_LR_positive,raw_zebra_LR_negative,raw_zebra_DOR,cal_zebra_sensitivity,cal_zebra_FPR,cal_zebra_PPV,cal_zebra_LR_positive,cal_zebra_LR_negative,delta_sensitivity_hybrid_vs_raw,delta_FPR_hybrid_vs_raw,delta_PPV_hybrid_vs_raw,delta_LRplus_hybrid_vs_raw,delta_LRminus_hybrid_vs_raw
1,1009153421,0.005,0.8230361976224557,0.8183120652567912,0.8011432638449754,-0.02189293377748036,0.0825242718446602,0.02157842157842158,0.9997816770494409,0.02157842157842158,0.06666666666666667,0.016783216783216783,0.37748344370860926,0.021840458116926354,0.2579185520361991,17.283677919560652,0.636416177153445,27.157823040996362,0.3841059602649007,0.024637102144093755,0.23868312757201646,15.590549489887238,0.6314511666262782,24.69003196745132,0.33774834437086093,0.019709681715275002,0.2562814070351759,17.13616431000537,0.6755668634858315,-0.0066225165562914245,-0.002796644027167401,0.019235424464182665,1.6931284296734148,0.004965010527166802
1,1009153421,0.01,0.8230361976224557,0.8183120652567912,0.8011432638449754,-0.02189293377748036,0.0825242718446602,0.02157842157842158,0.9997816770494409,0.02157842157842158,0.06666666666666667,0.016783216783216783,0.37748344370860926,0.021840458116926354,0.2579185520361991,17.283677919560652,0.636416177153445,27.157823040996362,0.3841059602649007,0.024637102144093755,0.23868312757201646,15.590549489887238,0.6314511666262782,24.69003196745132,0.33774834437086093,0.019709681715275002,0.2562814070351759,17.13616431000537,0.6755668634858315,-0.0066225165562914245,-0.002796644027167401,0.019235424464182665,1.6931284296734148,0.004965010527166802
1,1009153421,0.02,0.8230361976224557,0.8183120652567912,0.8011432638449754,-0.02189293377748036,0.0825242718446602,0.02157842157842158,0.9997816770494409,0.02157842157842158,0.06666666666666667,0.016783216783216783,0.37748344370860926,0.021840458116926354,0.2579185520361991,17.283677919560652,0.636416177153445,27.157823040996362,0.3841059602649007,0.024637102144093755,0.23868312757201646,15.590549489887238,0.6314511666262782,24.69003196745132,0.33774834437086093,0.019709681715275002,0.2562814070351759,17.13616431000537,0.6755668634858315,-0.0066225165562914245,-0.002796644027167401,0.019235424464182665,1.6931284296734148,0.004965010527166802
1,1009153421,0.05,0.8230361976224557,0.8183120652567912,0.8011432638449754,-0.02189293377748036,0.061946902654867256,0.05674325674325675,0.9959539673100971,0.05674325674325675,0.04,0.042757242757242755,0.5298013245033113,0.05979491277134106,0.15122873345935728,8.860307674154486,0.5001022456522146,17.71699237742715,0.4768211920529801,0.05952856572113464,0.13872832369942195,8.009955998044358,0.5562942040320267,14.398776654489849,0.4503311258278146,0.04794246903715541,0.1588785046728972,9.393156732891834,0.5773483810545447,0.052980132450331174,0.00026634705020642246,0.012500409759935327,0.8503516761101277,-0.05619195837981206
1,1009153421,0.1,0.8230361976224557,0.8183120652567912,0.8011432638449754,-0.02189293377748036,0.029411764705882353,0.1076923076923077,0.9800005193947668,0.1076923076923077,0.033860045146726865,0.12827172827172828,0.609271523178808,0.10973498468504461,0.10043668122270742,5.552208577123385,0.43889007216908466,12.650567714332732,0.5827814569536424,0.10094553202823278,0.10401891252955082,5.773226860507784,0.4640637001533253,12.440591364074214,0.609271523178808,0.12198694899453988,0.09126984126984126,4.994563174180861,0.4450144293114411,0.026490066225165587,0.00878945265681183,-0.003582231306843403,-0.22101828338439944,-0.025173627984240665
2,1594237686,0.005,0.8101377684526911,0.8055697401528762,0.8192645646416354,0.009126796188944297,0.08854166666666667,0.02097902097902098,0.9998207005084748,0.02097902097902098,0.08791208791208792,0.02017982017982018,0.37748344370860926,0.024637102144093755,0.23553719008264462,15.321746912475389,0.6382409641168834,24.00621046578493,0.3509933774834437,0.023438540418164868,0.2314410480349345,14.975052679108972,0.6645834894963618,22.532989332096477,0.33774834437086093,0.022772672792648822,0.22972972972972974,14.83130010456605,0.6776843393457626,0.02649006622516553,0.0011985617259288872,0.004096142047710111,0.34669423336641714,-0.026342525379478454
2,1594237686,0.01,0.8101377684526911,0.8055697401528762,0.8192645646416354,0.009126796188944297,0.08854166666666667,0.02097902097902098,0.9998207005084748,0.02097902097902098,0.08791208791208792,0.02017982017982018,0.37748344370860926,0.024637102144093755,0.23553719008264462,15.321746912475389,0.6382409641168834,24.00621046578493,0.3509933774834437,0.023438540418164868,0.2314410480349345,14.975052679108972,0.6645834894963618,22.532989332096477,0.33774834437086093,0.022772672792648822,0.22972972972972974,14.83130010456605,0.6776843393457626,0.02649006622516553,0.0011985617259288872,0.004096142047710111,0.34669423336641714,-0.026342525379478454
2,1594237686,0.02,0.8101377684526911,0.8055697401528762,0.8192645646416354,0.009126796188944297,0.08854166666666667,0.02097902097902098,0.9998207005084748,0.02097902097902098,0.08791208791208792,0.02017982017982018,0.37748344370860926,0.024637102144093755,0.23553719008264462,15.321746912475389,0.6382409641168834,24.00621046578493,0.3509933774834437,0.023438540418164868,0.2314410480349345,14.975052679108972,0.6645834894963618,22.532989332096477,0.33774834437086093,0.022772672792648822,0.22972972972972974,14.83130010456605,0.6776843393457626,0.02649006622516553,0.0011985617259288872,0.004096142047710111,0.34669423336641714,-0.026342525379478454
2,1594237686,0.05,0.8101377684526911,0.8055697401528762,0.8192645646416354,0.009126796188944297,0.07920792079207921,0.05614385614385614,0.9965565379680544,0.05614385614385614,0.07920792079207921,0.03876123876123876,0.5033112582781457,0.062058862698095615,0.14022140221402213,8.110223687576386,0.5295521456182598,15.315250357653792,0.4503311258278146,0.055666533493141566,0.13991769547325103,8.089800057036028,0.582070734192489,13.898310947137837,0.41721854304635764,0.043015048608336666,0.16321243523316062,9.69936235212105,0.6089766156783887,0.05298013245033112,0.006392329204954049,0.00030370674077109805,0.020423630540358673,-0.0525185885742292
2,1594237686,0.1,0.8101377684526911,0.8055697401528762,0.8192645646416354,0.009126796188944297,0.024271844660194174,0.1048951048951049,0.9794309450200537,0.1048951048951049,0.041176470588235294,0.1038961038961039,0.5960264900662252,0.1082700759089093,0.09966777408637874,5.504997434080302,0.45302226494813547,12.151714959772551,0.5364238410596026,0.10440804368091623,0.09364161849710982,5.137763549128261,0.51761983308304,9.925747084548103,0.5364238410596026,0.10347582900519377,0.0944055944055944,5.184049707228515,0.5170816068751403,0.0596026490066226,0.0038620322279930702,0.006026155589268917,0.3672338849520411,-0.06459756813490458
