fpr,tpr,threshold
0.0,0.0,inf
0.0085948691235838,0.125,1.0
0.008985544992837609,0.125,0.999999959163491
0.008985544992837609,0.1875,0.9999999413113497
0.011199374918609194,0.1875,0.9999986801943217
0.011199374918609194,0.25,0.9999981748927159
0.03411902591483266,0.25,0.9996051551002835
0.03411902591483266,0.3125,0.9995963457698918
0.040369839822893605,0.3125,0.9992985191682806
0.040369839822893605,0.375,0.9992862249531513
0.05990363328558406,0.375,0.9975323513723554
0.05990363328558406,0.4375,0.9975243057414677
0.07670269566349786,0.4375,0.9943895481635342
0.07670269566349786,0.5,0.9943724944330681
0.08620914181534053,0.5,0.9916260860152505
0.08620914181534053,0.5625,0.9916197403075158
0.10001302252897512,0.5625,0.987375539486999
0.10001302252897512,0.625,0.9873146936561858
0.24625602291965099,0.625,0.8533897763322705
0.24625602291965099,0.6875,0.8529061192320074
0.2952207318661284,0.6875,0.803024698225359
0.2952207318661284,0.75,0.8029448839742711
0.3299908842297174,0.75,0.7653823972976613
0.3299908842297174,0.8125,0.76534478975613
0.35004557885141296,0.8125,0.7400971885168918
0.35004557885141296,0.875,0.7400076776067844
0.45305378304466726,0.875,0.5984663673286438
0.45305378304466726,0.9375,0.5981976055291868
0.4929027217085558,0.9375,0.5520163428413096
0.4929027217085558,1.0,0.5513841905924007
1.0,1.0,0.11693488945217027
