fpr,tpr,model
0.0,0.0,ZeBRA
0.004474988013424964,0.2896825396825397,ZeBRA
0.004474988013424964,0.29365079365079366,ZeBRA
0.004554898513664696,0.29365079365079366,ZeBRA
0.004634809013904427,0.29365079365079366,ZeBRA
0.004714719514144159,0.29365079365079366,ZeBRA
0.00479463001438389,0.29365079365079366,ZeBRA
0.004874540514623622,0.29365079365079366,ZeBRA
0.004954451014863353,0.29365079365079366,ZeBRA
0.0050343615151030845,0.29365079365079366,ZeBRA
0.005114272015342816,0.29365079365079366,ZeBRA
0.0051941825155825475,0.29365079365079366,ZeBRA
0.005274093015822279,0.29365079365079366,ZeBRA
0.00535400351606201,0.29365079365079366,ZeBRA
0.005433914016301742,0.29365079365079366,ZeBRA
0.005513824516541473,0.29365079365079366,ZeBRA
0.005593735016781205,0.29365079365079366,ZeBRA
0.005673645517020936,0.29365079365079366,ZeBRA
0.005753556017260668,0.29365079365079366,ZeBRA
0.005833466517500399,0.29365079365079366,ZeBRA
0.0059133770177401315,0.29365079365079366,ZeBRA
0.005993287517979863,0.29365079365079366,ZeBRA
0.006073198018219594,0.29365079365079366,ZeBRA
0.006153108518459326,0.29365079365079366,ZeBRA
0.006233019018699057,0.29365079365079366,ZeBRA
0.006312929518938789,0.29365079365079366,ZeBRA
0.00639284001917852,0.29365079365079366,ZeBRA
0.006472750519418252,0.29365079365079366,ZeBRA
0.006552661019657983,0.29365079365079366,ZeBRA
0.006632571519897715,0.29365079365079366,ZeBRA
0.006712482020137446,0.29365079365079366,ZeBRA
0.0067923925203771775,0.29365079365079366,ZeBRA
0.006872303020616909,0.29365079365079366,ZeBRA
0.00695221352085664,0.29365079365079366,ZeBRA
0.007032124021096372,0.29365079365079366,ZeBRA
0.007112034521336103,0.29365079365079366,ZeBRA
0.007191945021575835,0.29365079365079366,ZeBRA
0.007271855521815566,0.29365079365079366,ZeBRA
0.007351766022055298,0.29365079365079366,ZeBRA
0.007431676522295029,0.29365079365079366,ZeBRA
0.007511587022534761,0.29365079365079366,ZeBRA
0.007591497522774493,0.29365079365079366,ZeBRA
0.007671408023014224,0.29365079365079366,ZeBRA
0.007751318523253956,0.29365079365079366,ZeBRA
0.007831229023493686,0.29365079365079366,ZeBRA
0.007911139523733419,0.29365079365079366,ZeBRA
0.00799105002397315,0.29365079365079366,ZeBRA
0.008070960524212882,0.29365079365079366,ZeBRA
0.008150871024452612,0.29365079365079366,ZeBRA
0.008230781524692345,0.29365079365079366,ZeBRA
0.008310692024932075,0.29365079365079366,ZeBRA
0.008390602525171808,0.29365079365079366,ZeBRA
0.00847051302541154,0.29365079365079366,ZeBRA
