target_name,model,requested_fpr,metric,n_repeats,mean,sd,median,q025,q975
FILD or FILA ADJUDICATED,combined_isotonic,0.001,tpr,30,0.0606699956190677,0.025142280535036594,0.06574607612781955,0.012647928545321638,0.0982396929824561
FILD or FILA ADJUDICATED,combined_isotonic,0.001,ppv,30,0.5377851242161166,0.12759083509059885,0.561837044534413,0.2214961357232219,0.7052271289352005
FILD or FILA ADJUDICATED,combined_isotonic,0.001,acc,30,0.9804650863332163,0.0004966376401982581,0.9805653545901791,0.9795165022922533,0.9812072038119992
FILD or FILA ADJUDICATED,combined_isotonic,0.001,npv,30,0.98140691515333,0.0004882361395143569,0.9815073387943457,0.98047428542504,0.9821358661757759
FILD or FILA ADJUDICATED,combined_isotonic,0.001,threshold,30,0.5848398226720931,0.1990371380162979,0.5698045423508615,0.2848956662600734,0.9762262299271925
FILD or FILA ADJUDICATED,combined_isotonic,0.001,expected_fp,30,7.543000000000001,1.0940257802819526e-15,7.543,7.542999999999999,7.543000000000001
FILD or FILA ADJUDICATED,combined_isotonic,0.001,expected_tn,30,7535.4569999999985,1.8500854920261474e-12,7535.457,7535.457,7535.457
FILD or FILA ADJUDICATED,combined_isotonic,0.001,expected_flags,30,16.76483933409829,3.8216266413255617,17.536403571428572,9.465485138888889,22.475433333333324
FILD or FILA ADJUDICATED,combined_isotonic,0.001,fpr,30,0.0010000000000000002,2.205473771126446e-19,0.001,0.001,0.001
FILD or FILA ADJUDICATED,combined_isotonic,0.001,tpr_upper,30,0.10669441597042453,0.03257405122566425,0.11302283046927793,0.04433244410503693,0.15548959949433416
FILD or FILA ADJUDICATED,combined_isotonic,0.001,ppv_upper,30,0.6960663534111717,0.13418872882709423,0.7357248796630191,0.3790794457429672,0.8287018746647623
FILD or FILA ADJUDICATED,combined_isotonic,0.001,acc_upper,30,0.9818051586988583,0.000682566428246245,0.9819038996130129,0.9805358524127016,0.9828218965298545
FILD or FILA ADJUDICATED,combined_isotonic,0.001,npv_upper,30,0.9823100123129896,0.0006337636235118643,0.982434694350574,0.9810967204935257,0.9832592263130895
FILD or FILA ADJUDICATED,combined_isotonic,0.001,threshold_upper,30,0.5848398226720931,0.1990371380162979,0.5698045423508615,0.2848956662600734,0.9762262299271925
FILD or FILA ADJUDICATED,combined_isotonic,0.001,expected_fp_upper,30,7.543000000000001,1.0940257802819526e-15,7.543,7.542999999999999,7.543000000000001
FILD or FILA ADJUDICATED,combined_isotonic,0.001,expected_tn_upper,30,7535.4569999999985,1.8500854920261474e-12,7535.457,7535.457,7535.457
FILD or FILA ADJUDICATED,combined_isotonic,0.001,expected_flags_upper,30,16.76483933409829,3.8216266413255617,17.536403571428572,9.465485138888889,22.475433333333324
FILD or FILA ADJUDICATED,combined_isotonic,0.001,fpr_lower,30,0.0010000000000000002,2.205473771126446e-19,0.001,0.001,0.001
FILD or FILA ADJUDICATED,combined_isotonic,0.001,tpr_lower,30,0.036304357639178476,0.017055551136206,0.0391304067293983,0.0072377739085851996,0.06097871478829216
FILD or FILA ADJUDICATED,combined_isotonic,0.001,ppv_lower,30,0.3637052625802316,0.10042129610572856,0.38694765628637134,0.15094375856144032,0.5083523021657608
FILD or FILA ADJUDICATED,combined_isotonic,0.001,acc_lower,30,0.9790548788757661,0.00033143071661542565,0.9791095462904726,0.9784428415655401,0.9796097173393542
FILD or FILA ADJUDICATED,combined_isotonic,0.001,npv_lower,30,0.9809154021691681,0.00033130239428143384,0.9809747677511189,0.980356665032147,0.9813990880839392
FILD or FILA ADJUDICATED,combined_isotonic,0.001,threshold_lower,30,0.5848398226720931,0.1990371380162979,0.5698045423508615,0.2848956662600734,0.9762262299271925
FILD or FILA ADJUDICATED,combined_isotonic,0.001,expected_fp_lower,30,7.543000000000001,1.0940257802819526e-15,7.543,7.542999999999999,7.543000000000001
FILD or FILA ADJUDICATED,combined_isotonic,0.001,expected_tn_lower,30,7535.4569999999985,1.8500854920261474e-12,7535.457,7535.457,7535.457
FILD or FILA ADJUDICATED,combined_isotonic,0.001,expected_flags_lower,30,16.76483933409829,3.8216266413255617,17.536403571428572,9.465485138888889,22.475433333333324
FILD or FILA ADJUDICATED,combined_isotonic,0.001,sensitivity,30,0.0606699956190677,0.025142280535036594,0.06574607612781955,0.012647928545321638,0.0982396929824561
FILD or FILA ADJUDICATED,combined_isotonic,0.001,specificity,30,0.9989999999999998,2.2584051416334807e-16,0.999,0.999,0.999
FILD or FILA ADJUDICATED,combined_isotonic,0.005,tpr,30,0.19758472206122446,0.07427126525468235,0.19179718759618344,0.06937322619700292,0.3084146450109649
FILD or FILA ADJUDICATED,combined_isotonic,0.005,ppv,30,0.44043477442272333,0.09929116137314994,0.44970840773103926,0.22149613572322188,0.558070506728812
FILD or FILA ADJUDICATED,combined_isotonic,0.005,acc,30,0.9792485871024442,0.0014670867210801444,0.9791342654339987,0.9767160143446322,0.9814378201483648
