target_name,repeat,model,split_seed,inner_cv_auc,params_json
FILD or FILA ADJUDICATED,1,genomic,793387248,0.5451998221723057,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.12, ""max_bin"": 63, ""max_depth"": 14, ""min_child_samples"": 40, ""min_split_gain"": 0.0, ""n_estimators"": 200, ""num_leaves"": 63, ""reg_alpha"": 0.01, ""reg_lambda"": 0.5, ""subsample"": 0.9}"
FILD or FILA ADJUDICATED,1,combined,793387248,0.7961767045720437,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.01, ""max_bin"": 127, ""max_depth"": 10, ""min_child_samples"": 150, ""min_split_gain"": 0.01, ""n_estimators"": 700, ""num_leaves"": 127, ""reg_alpha"": 0.01, ""reg_lambda"": 5.0, ""subsample"": 0.9}"
FILD or FILA ADJUDICATED,2,genomic,2080380566,0.6399106181852215,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.01, ""max_bin"": 127, ""max_depth"": 3, ""min_child_samples"": 150, ""min_split_gain"": 0.0, ""n_estimators"": 200, ""num_leaves"": 127, ""reg_alpha"": 0.5, ""reg_lambda"": 0.1, ""subsample"": 1.0}"
FILD or FILA ADJUDICATED,2,combined,2080380566,0.8267759371051523,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.05, ""max_bin"": 63, ""max_depth"": 7, ""min_child_samples"": 40, ""min_split_gain"": 0.5, ""n_estimators"": 100, ""num_leaves"": 63, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0, ""subsample"": 1.0}"
FILD or FILA ADJUDICATED,3,genomic,1856236192,0.5896216481819457,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.12, ""max_bin"": 255, ""max_depth"": 7, ""min_child_samples"": 40, ""min_split_gain"": 0.0, ""n_estimators"": 200, ""num_leaves"": 31, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 1.0}"
FILD or FILA ADJUDICATED,3,combined,1856236192,0.7642496139267162,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.08, ""max_bin"": 511, ""max_depth"": 7, ""min_child_samples"": 20, ""min_split_gain"": 0.0, ""n_estimators"": 100, ""num_leaves"": 7, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0, ""subsample"": 0.6}"
FILD or FILA ADJUDICATED,4,genomic,344941306,0.5369928400954654,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.12, ""max_bin"": 255, ""max_depth"": 5, ""min_child_samples"": 80, ""min_split_gain"": 0.5, ""n_estimators"": 400, ""num_leaves"": 7, ""reg_alpha"": 1.0, ""reg_lambda"": 0.5, ""subsample"": 0.75}"
FILD or FILA ADJUDICATED,4,combined,344941306,0.8114675464457859,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.08, ""max_bin"": 255, ""max_depth"": 3, ""min_child_samples"": 150, ""min_split_gain"": 0.0, ""n_estimators"": 50, ""num_leaves"": 63, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0, ""subsample"": 1.0}"
FILD or FILA ADJUDICATED,5,genomic,1150510078,0.529259675230474,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.12, ""max_bin"": 127, ""max_depth"": 10, ""min_child_samples"": 40, ""min_split_gain"": 0.1, ""n_estimators"": 700, ""num_leaves"": 63, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.6}"
FILD or FILA ADJUDICATED,5,combined,1150510078,0.7753170480602742,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_bin"": 127, ""max_depth"": 3, ""min_child_samples"": 10, ""min_split_gain"": 0.5, ""n_estimators"": 50, ""num_leaves"": 63, ""reg_alpha"": 1.0, ""reg_lambda"": 0.1, ""subsample"": 0.6}"
FILD or FILA ADJUDICATED,6,genomic,1056497211,0.6292702045018485,"{""colsample_bytree"": 0.4, ""learning_rate"": 0.12, ""max_bin"": 255, ""max_depth"": -1, ""min_child_samples"": 10, ""min_split_gain"": 0.0, ""n_estimators"": 100, ""num_leaves"": 63, ""reg_alpha"": 0.0, ""reg_lambda"": 0.5, ""subsample"": 1.0}"
FILD or FILA ADJUDICATED,6,combined,1056497211,0.772661331835837,"{""colsample_bytree"": 0.4, ""learning_rate"": 0.01, ""max_bin"": 127, ""max_depth"": 7, ""min_child_samples"": 40, ""min_split_gain"": 0.1, ""n_estimators"": 100, ""num_leaves"": 127, ""reg_alpha"": 1.0, ""reg_lambda"": 0.5, ""subsample"": 0.75}"
FILD or FILA ADJUDICATED,7,genomic,1439170442,0.5552552763348776,"{""colsample_bytree"": 0.4, ""learning_rate"": 0.12, ""max_bin"": 63, ""max_depth"": 5, ""min_child_samples"": 80, ""min_split_gain"": 0.0, ""n_estimators"": 50, ""num_leaves"": 15, ""reg_alpha"": 0.1, ""reg_lambda"": 0.0, ""subsample"": 0.75}"
FILD or FILA ADJUDICATED,7,combined,1439170442,0.765671065562263,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.01, ""max_bin"": 255, ""max_depth"": 7, ""min_child_samples"": 40, ""min_split_gain"": 0.0, ""n_estimators"": 400, ""num_leaves"": 63, ""reg_alpha"": 0.5, ""reg_lambda"": 0.5, ""subsample"": 0.9}"
FILD or FILA ADJUDICATED,8,genomic,284541068,0.5572090411343535,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.03, ""max_bin"": 255, ""max_depth"": 3, ""min_child_samples"": 20, ""min_split_gain"": 0.5, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_alpha"": 0.0, ""reg_lambda"": 0.1, ""subsample"": 0.75}"
FILD or FILA ADJUDICATED,8,combined,284541068,0.8141583602414713,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.05, ""max_bin"": 511, ""max_depth"": 14, ""min_child_samples"": 10, ""min_split_gain"": 0.0, ""n_estimators"": 100, ""num_leaves"": 63, ""reg_alpha"": 1.0, ""reg_lambda"": 0.0, ""subsample"": 0.75}"
FILD or FILA ADJUDICATED,9,genomic,238799131,0.5155716224437269,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.01, ""max_bin"": 511, ""max_depth"": 7, ""min_child_samples"": 20, ""min_split_gain"": 0.1, ""n_estimators"": 200, ""num_leaves"": 127, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0, ""subsample"": 1.0}"
FILD or FILA ADJUDICATED,9,combined,238799131,0.8177032149375263,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_bin"": 255, ""max_depth"": 3, ""min_child_samples"": 10, ""min_split_gain"": 0.0, ""n_estimators"": 100, ""num_leaves"": 127, ""reg_alpha"": 0.01, ""reg_lambda"": 0.1, ""subsample"": 0.75}"
FILD or FILA ADJUDICATED,10,genomic,77054240,0.5861996349852591,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_bin"": 255, ""max_depth"": 10, ""min_child_samples"": 80, ""min_split_gain"": 0.5, ""n_estimators"": 400, ""num_leaves"": 63, ""reg_alpha"": 1.0, ""reg_lambda"": 0.0, ""subsample"": 0.9}"
FILD or FILA ADJUDICATED,10,combined,77054240,0.7675604848144507,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.05, ""max_bin"": 255, ""max_depth"": 10, ""min_child_samples"": 150, ""min_split_gain"": 0.0, ""n_estimators"": 100, ""num_leaves"": 31, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0, ""subsample"": 1.0}"
FILD or FILA ADJUDICATED,11,genomic,1470016797,0.5366594131686088,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.01, ""max_bin"": 63, ""max_depth"": 14, ""min_child_samples"": 10, ""min_split_gain"": 0.0, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_alpha"": 1.0, ""reg_lambda"": 0.5, ""subsample"": 0.75}"
FILD or FILA ADJUDICATED,11,combined,1470016797,0.7733574336655903,"{""colsample_bytree"": 0.4, ""learning_rate"": 0.01, ""max_bin"": 63, ""max_depth"": -1, ""min_child_samples"": 20, ""min_split_gain"": 0.0, ""n_estimators"": 700, ""num_leaves"": 7, ""reg_alpha"": 0.5, ""reg_lambda"": 0.5, ""subsample"": 0.6}"
FILD or FILA ADJUDICATED,12,genomic,2015180776,0.5361037016238477,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.12, ""max_bin"": 63, ""max_depth"": -1, ""min_child_samples"": 10, ""min_split_gain"": 0.1, ""n_estimators"": 50, ""num_leaves"": 15, ""reg_alpha"": 1.0, ""reg_lambda"": 0.5, ""subsample"": 0.75}"
FILD or FILA ADJUDICATED,12,combined,2015180776,0.8133218681267255,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.01, ""max_bin"": 127, ""max_depth"": 3, ""min_child_samples"": 40, ""min_split_gain"": 0.5, ""n_estimators"": 400, ""num_leaves"": 63, ""reg_alpha"": 0.01, ""reg_lambda"": 0.5, ""subsample"": 0.9}"
FILD or FILA ADJUDICATED,13,genomic,1565610880,0.5653048809022416,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.12, ""max_bin"": 511, ""max_depth"": 14, ""min_child_samples"": 150, ""min_split_gain"": 0.0, ""n_estimators"": 50, ""num_leaves"": 15, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0, ""subsample"": 0.75}"
FILD or FILA ADJUDICATED,13,combined,1565610880,0.747952641677196,"{""colsample_bytree"": 0.4, ""learning_rate"": 0.01, ""max_bin"": 63, ""max_depth"": -1, ""min_child_samples"": 20, ""min_split_gain"": 0.0, ""n_estimators"": 200, ""num_leaves"": 31, ""reg_alpha"": 0.1, ""reg_lambda"": 0.1, ""subsample"": 0.75}"
FILD or FILA ADJUDICATED,14,genomic,873591530,0.5147994758762694,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.01, ""max_bin"": 255, ""max_depth"": 7, ""min_child_samples"": 150, ""min_split_gain"": 0.01, ""n_estimators"": 50, ""num_leaves"": 15, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0, ""subsample"": 1.0}"
FILD or FILA ADJUDICATED,14,combined,873591530,0.760593616921709,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.03, ""max_bin"": 255, ""max_depth"": 14, ""min_child_samples"": 150, ""min_split_gain"": 0.01, ""n_estimators"": 100, ""num_leaves"": 31, ""reg_alpha"": 0.0, ""reg_lambda"": 0.1, ""subsample"": 0.9}"
FILD or FILA ADJUDICATED,15,genomic,2100384433,0.5410700079554495,"{""colsample_bytree"": 0.4, ""learning_rate"": 0.08, ""max_bin"": 511, ""max_depth"": 14, ""min_child_samples"": 80, ""min_split_gain"": 0.5, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""subsample"": 0.6}"
FILD or FILA ADJUDICATED,15,combined,2100384433,0.7376281061350554,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.05, ""max_bin"": 127, ""max_depth"": 10, ""min_child_samples"": 150, ""min_split_gain"": 0.0, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_alpha"": 1.0, ""reg_lambda"": 0.0, ""subsample"": 0.9}"
FILD or FILA ADJUDICATED,16,genomic,341865912,0.5465920258318123,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.01, ""max_bin"": 63, ""max_depth"": -1, ""min_child_samples"": 10, ""min_split_gain"": 0.01, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_alpha"": 1.0, ""reg_lambda"": 0.0, ""subsample"": 0.9}"
FILD or FILA ADJUDICATED,16,combined,341865912,0.782278066357808,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_bin"": 255, ""max_depth"": 10, ""min_child_samples"": 40, ""min_split_gain"": 0.0, ""n_estimators"": 400, ""num_leaves"": 7, ""reg_alpha"": 0.1, ""reg_lambda"": 0.0, ""subsample"": 0.9}"
FILD or FILA ADJUDICATED,17,genomic,1512530950,0.6089838083204642,"{""colsample_bytree"": 0.4, ""learning_rate"": 0.03, ""max_bin"": 511, ""max_depth"": -1, ""min_child_samples"": 150, ""min_split_gain"": 0.5, ""n_estimators"": 400, ""num_leaves"": 63, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0}"
FILD or FILA ADJUDICATED,17,combined,1512530950,0.8235528101455379,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.01, ""max_bin"": 255, ""max_depth"": 5, ""min_child_samples"": 150, ""min_split_gain"": 0.5, ""n_estimators"": 400, ""num_leaves"": 7, ""reg_alpha"": 0.01, ""reg_lambda"": 0.0, ""subsample"": 0.75}"
FILD or FILA ADJUDICATED,18,genomic,1304972087,0.6131779680846086,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.01, ""max_bin"": 63, ""max_depth"": 10, ""min_child_samples"": 10, ""min_split_gain"": 0.0, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_alpha"": 0.01, ""reg_lambda"": 0.0, ""subsample"": 0.6}"
FILD or FILA ADJUDICATED,18,combined,1304972087,0.7813889278861903,"{""colsample_bytree"": 0.4, ""learning_rate"": 0.01, ""max_bin"": 127, ""max_depth"": 5, ""min_child_samples"": 40, ""min_split_gain"": 0.1, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.6}"
FILD or FILA ADJUDICATED,19,genomic,1684921317,0.5517279704244467,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.12, ""max_bin"": 63, ""max_depth"": 3, ""min_child_samples"": 20, ""min_split_gain"": 0.01, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.6}"
FILD or FILA ADJUDICATED,19,combined,1684921317,0.7703331929430483,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.01, ""max_bin"": 511, ""max_depth"": -1, ""min_child_samples"": 20, ""min_split_gain"": 0.5, ""n_estimators"": 100, ""num_leaves"": 127, ""reg_alpha"": 0.01, ""reg_lambda"": 0.5, ""subsample"": 0.9}"
FILD or FILA ADJUDICATED,20,genomic,132959424,0.607351771257429,"{""colsample_bytree"": 0.4, ""learning_rate"": 0.08, ""max_bin"": 255, ""max_depth"": -1, ""min_child_samples"": 20, ""min_split_gain"": 0.5, ""n_estimators"": 200, ""num_leaves"": 31, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 0.9}"
FILD or FILA ADJUDICATED,20,combined,132959424,0.7986803313210725,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.03, ""max_bin"": 127, ""max_depth"": 14, ""min_child_samples"": 40, ""min_split_gain"": 0.0, ""n_estimators"": 50, ""num_leaves"": 63, ""reg_alpha"": 1.0, ""reg_lambda"": 0.5, ""subsample"": 0.9}"
FILD or FILA ADJUDICATED,21,genomic,2021057243,0.5847898825401282,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.03, ""max_bin"": 511, ""max_depth"": 14, ""min_child_samples"": 80, ""min_split_gain"": 0.0, ""n_estimators"": 700, ""num_leaves"": 127, ""reg_alpha"": 1.0, ""reg_lambda"": 0.5, ""subsample"": 0.9}"
