target_name,repeat,split_seed,model,bin,n,cases,mean_pred,obs_rate,obs_rate_lo,obs_rate_hi,prob_min,prob_max
FILD or FILA ADJUDICATED,1,793387248,zebra_raw,0,770,1,0.2313504822502002,0.0012987012987012987,0.00022928946639889794,0.007319361170123334,0.11052533634471677,0.2602557535887989
FILD or FILA ADJUDICATED,1,793387248,zebra_raw,1,769,2,0.2860783782032215,0.002600780234070221,0.0007135177289523901,0.009432753192718508,0.2603664779857897,0.3116554808373551
FILD or FILA ADJUDICATED,1,793387248,zebra_raw,2,770,4,0.3402866246936404,0.005194805194805195,0.0020219574690050306,0.013280219334419372,0.3116896678000052,0.3722326306867366
FILD or FILA ADJUDICATED,1,793387248,zebra_raw,3,769,6,0.40761843671448333,0.007802340702210663,0.003580646807040671,0.016917035660547395,0.37225914109998853,0.4431969209813423
FILD or FILA ADJUDICATED,1,793387248,zebra_raw,4,770,6,0.48711459923529293,0.007792207792207792,0.0035759904186376326,0.016895203829388215,0.4433135952597464,0.5375723485787793
FILD or FILA ADJUDICATED,1,793387248,zebra_raw,5,769,10,0.600290790483668,0.013003901170351105,0.007078545900378475,0.023770548113126753,0.5378456077283424,0.6617182496814681
FILD or FILA ADJUDICATED,1,793387248,zebra_raw,6,769,14,0.727245697137829,0.018205461638491547,0.010875078260352153,0.030325427299070243,0.6617424807598203,0.7863943136258027
FILD or FILA ADJUDICATED,1,793387248,zebra_raw,7,770,13,0.8415216490083315,0.016883116883116882,0.009892721428977881,0.028670033875153024,0.7864694522444148,0.8984329645210939
FILD or FILA ADJUDICATED,1,793387248,zebra_raw,8,769,19,0.9475806795884111,0.0247074122236671,0.01587360135768905,0.03826616863412981,0.8984497355800539,0.9851800129514333
FILD or FILA ADJUDICATED,1,793387248,zebra_raw,9,770,77,0.9965268145569255,0.1,0.08075559305709225,0.12321572047428499,0.9852913008258685,1.0
FILD or FILA ADJUDICATED,1,793387248,zebra_isotonic,0,770,2,0.0013555297656580418,0.0025974025974025974,0.0007125907061236786,0.009420568652699277,0.0,0.0024390243902439024
FILD or FILA ADJUDICATED,1,793387248,zebra_isotonic,1,769,2,0.002439024390243902,0.002600780234070221,0.0007135177289523901,0.009432753192718508,0.0024390243902439024,0.0024390243902439024
FILD or FILA ADJUDICATED,1,793387248,zebra_isotonic,2,770,3,0.0038210543608252615,0.003896103896103896,0.0013258926936253902,0.011391775387498288,0.0024390243902439024,0.00398406374501992
FILD or FILA ADJUDICATED,1,793387248,zebra_isotonic,3,769,6,0.005473619218116482,0.007802340702210663,0.003580646807040671,0.016917035660547395,0.00398406374501992,0.009009009009009009
FILD or FILA ADJUDICATED,1,793387248,zebra_isotonic,4,770,7,0.009190771585212566,0.00909090909090909,0.004410478976495486,0.01864522399383109,0.009009009009009009,0.009404388714733543
FILD or FILA ADJUDICATED,1,793387248,zebra_isotonic,5,769,14,0.00940438871473354,0.018205461638491547,0.010875078260352153,0.030325427299070243,0.009404388714733543,0.009404388714733543
FILD or FILA ADJUDICATED,1,793387248,zebra_isotonic,6,769,11,0.00940438871473354,0.014304291287386216,0.008005744470847457,0.025431202429137063,0.009404388714733543,0.009404388714733543
FILD or FILA ADJUDICATED,1,793387248,zebra_isotonic,7,770,12,0.015212909309043064,0.015584415584415584,0.008937040176158829,0.027041206405671363,0.009404388714733543,0.015432098765432098
FILD or FILA ADJUDICATED,1,793387248,zebra_isotonic,8,769,20,0.027178262758194197,0.02600780234070221,0.016898117575631134,0.03982950530266702,0.015432098765432098,0.04240282685512368
FILD or FILA ADJUDICATED,1,793387248,zebra_isotonic,9,770,75,0.1115972422183033,0.09740259740259741,0.07841500055802125,0.12038729552875452,0.04240282685512368,0.5961538461538461
FILD or FILA ADJUDICATED,1,793387248,genomic_raw,0,770,8,2.416919401107457e-06,0.01038961038961039,0.005273784940225151,0.020366426752402144,1.5903088894288717e-07,4.544343215976752e-06
FILD or FILA ADJUDICATED,1,793387248,genomic_raw,1,769,15,7.691195382536013e-06,0.01950585175552666,0.01185585151954993,0.03193250692635176,4.547870217779952e-06,1.1564732017467688e-05
FILD or FILA ADJUDICATED,1,793387248,genomic_raw,2,770,11,1.7431629693883668e-05,0.014285714285714285,0.007995323688185082,0.025398414171344384,1.1567589386699234e-05,2.439378408183235e-05
FILD or FILA ADJUDICATED,1,793387248,genomic_raw,3,769,15,3.446872444716075e-05,0.01950585175552666,0.01185585151954993,0.03193250692635176,2.4435780507656277e-05,4.714728585886169e-05
FILD or FILA ADJUDICATED,1,793387248,genomic_raw,4,770,15,7.172050980519168e-05,0.01948051948051948,0.011840409174050253,0.0318913635746821,4.717758357938879e-05,0.00010349489969711368
FILD or FILA ADJUDICATED,1,793387248,genomic_raw,5,769,12,0.00015202161140122182,0.015604681404421327,0.008948690331271528,0.027076109455192295,0.00010353790939603587,0.00021771751723539736
FILD or FILA ADJUDICATED,1,793387248,genomic_raw,6,769,16,0.00033941095029635236,0.02080624187256177,0.01284691135930053,0.033529299973080455,0.00021793673686672157,0.0004979015752003657
FILD or FILA ADJUDICATED,1,793387248,genomic_raw,7,770,16,0.0008351010956958487,0.02077922077922078,0.012830175613871217,0.033486105857161864,0.0004979985075378861,0.001308596999472623
FILD or FILA ADJUDICATED,1,793387248,genomic_raw,8,769,24,0.002270557222007828,0.031209362808842653,0.02106088189967261,0.0460181525245427,0.0013088236259787354,0.003971145368556392
FILD or FILA ADJUDICATED,1,793387248,genomic_raw,9,770,20,0.02335232406074212,0.025974025974025976,0.016876091691355087,0.03977822466888089,0.003978008849495338,0.6045759727092151
FILD or FILA ADJUDICATED,1,793387248,genomic_isotonic,0,770,10,0.01179748524830532,0.012987012987012988,0.007069333631553706,0.02373989550567504,0.0,0.016649323621227886
FILD or FILA ADJUDICATED,1,793387248,genomic_isotonic,1,769,9,0.01664932362122789,0.011703511053315995,0.006169270449727107,0.022091970677298834,0.016649323621227886,0.016649323621227886
FILD or FILA ADJUDICATED,1,793387248,genomic_isotonic,2,770,10,0.01664932362122789,0.012987012987012988,0.007069333631553706,0.02373989550567504,0.016649323621227886,0.016649323621227886
FILD or FILA ADJUDICATED,1,793387248,genomic_isotonic,3,769,18,0.01664932362122789,0.02340702210663199,0.014856495571086814,0.03669542153425275,0.016649323621227886,0.016649323621227886
FILD or FILA ADJUDICATED,1,793387248,genomic_isotonic,4,770,15,0.01664932362122789,0.01948051948051948,0.011840409174050253,0.0318913635746821,0.016649323621227886,0.016649323621227886
FILD or FILA ADJUDICATED,1,793387248,genomic_isotonic,5,769,14,0.016843318767349777,0.018205461638491547,0.010875078260352153,0.030325427299070243,0.016649323621227886,0.023809523809523808
FILD or FILA ADJUDICATED,1,793387248,genomic_isotonic,7,770,19,0.023809523809523808,0.024675324675324677,0.015852913748522608,0.03821689388941264,0.023809523809523808,0.023809523809523808
FILD or FILA ADJUDICATED,1,793387248,genomic_isotonic,6,769,15,0.02380952380952381,0.01950585175552666,0.01185585151954993,0.03193250692635176,0.023809523809523808,0.023809523809523808
FILD or FILA ADJUDICATED,1,793387248,genomic_isotonic,8,769,24,0.024860591009383013,0.031209362808842653,0.02106088189967261,0.0460181525245427,0.023809523809523808,0.028708133971291867
FILD or FILA ADJUDICATED,1,793387248,genomic_isotonic,9,770,18,0.031980342768581665,0.023376623376623377,0.014837136266102694,0.036648162649531836,0.028708133971291867,0.03278688524590164
FILD or FILA ADJUDICATED,1,793387248,combined_raw,0,770,3,0.0015741192642839002,0.003896103896103896,0.0013258926936253902,0.011391775387498288,0.0003324830575963269,0.0024645932537369114
FILD or FILA ADJUDICATED,1,793387248,combined_raw,1,769,6,0.0033693743853658027,0.007802340702210663,0.003580646807040671,0.016917035660547395,0.0024710781465770047,0.004334406638290743
FILD or FILA ADJUDICATED,1,793387248,combined_raw,2,770,1,0.005536921959188008,0.0012987012987012987,0.00022928946639889794,0.007319361170123334,0.004337718909543376,0.0068913027925539575
FILD or FILA ADJUDICATED,1,793387248,combined_raw,3,769,5,0.00859632161999128,0.006501950585175552,0.002780348414515579,0.015129481166593194,0.006897806954675466,0.01055574361049593
FILD or FILA ADJUDICATED,1,793387248,combined_raw,4,770,7,0.013064284436194512,0.00909090909090909,0.004410478976495486,0.01864522399383109,0.010559827622934165,0.01606654640290615
FILD or FILA ADJUDICATED,1,793387248,combined_raw,5,769,10,0.020230949334677673,0.013003901170351105,0.007078545900378475,0.023770548113126753,0.01608082989450075,0.025018179262263643
FILD or FILA ADJUDICATED,1,793387248,combined_raw,6,769,14,0.03227530217144118,0.018205461638491547,0.010875078260352153,0.030325427299070243,0.02503097539307166,0.04103022173694025
FILD or FILA ADJUDICATED,1,793387248,combined_raw,7,770,9,0.05453583850313254,0.011688311688311689,0.006161243000312308,0.022063477414615715,0.04103944266076572,0.0724582004955644
FILD or FILA ADJUDICATED,1,793387248,combined_raw,8,769,12,0.10800360906294554,0.015604681404421327,0.008948690331271528,0.027076109455192295,0.07254008853218392,0.15710781950173705
FILD or FILA ADJUDICATED,1,793387248,combined_raw,9,770,85,0.3591162459337678,0.11038961038961038,0.09015980224910894,0.13448758106067407,0.15713051877220546,0.9790954645645585
FILD or FILA ADJUDICATED,1,793387248,combined_isotonic,0,770,4,0.002994316515735893,0.005194805194805195,0.0020219574690050306,0.013280219334419372,0.0,0.0031512605042016808
FILD or FILA ADJUDICATED,1,793387248,combined_isotonic,1,769,5,0.003151260504201681,0.006501950585175552,0.002780348414515579,0.015129481166593194,0.0031512605042016808,0.0031512605042016808
FILD or FILA ADJUDICATED,1,793387248,combined_isotonic,2,770,2,0.004942762756575726,0.0025974025974025974,0.0007125907061236786,0.009420568652699277,0.0031512605042016808,0.00510204081632653
FILD or FILA ADJUDICATED,1,793387248,combined_isotonic,3,769,4,0.005322556422465254,0.005201560468140442,0.0020245891497467933,0.013297387544882687,0.00510204081632653,0.005780346820809248
FILD or FILA ADJUDICATED,1,793387248,combined_isotonic,4,770,5,0.005780346820809247,0.006493506493506494,0.0027767335367897463,0.01510995198893538,0.005780346820809248,0.005780346820809248
FILD or FILA ADJUDICATED,1,793387248,combined_isotonic,5,769,11,0.006216380998985612,0.014304291287386216,0.008005744470847457,0.025431202429137063,0.005780346820809248,0.00641025641025641
FILD or FILA ADJUDICATED,1,793387248,combined_isotonic,6,769,12,0.02010895608177895,0.015604681404421327,0.008948690331271528,0.027076109455192295,0.00641025641025641,0.024464831804281346
FILD or FILA ADJUDICATED,1,793387248,combined_isotonic,7,770,17,0.024464831804281346,0.02207792207792208,0.01382933715277743,0.03507145304055638,0.024464831804281346,0.024464831804281346
FILD or FILA ADJUDICATED,1,793387248,combined_isotonic,8,769,13,0.024464831804281346,0.016905071521456438,0.009905619514842359,0.028707033158100748,0.024464831804281346,0.024464831804281346
FILD or FILA ADJUDICATED,1,793387248,combined_isotonic,9,770,79,0.09974168123819552,0.1025974025974026,0.0831005084064421,0.12603982256953655,0.024464831804281346,1.0
FILD or FILA ADJUDICATED,2,2080380566,zebra_raw,0,770,2,0.2336769509192585,0.0025974025974025974,0.0007125907061236786,0.009420568652699277,0.11052533634471677,0.2630383751821159
