target_name,model,metric,n_repeats,mean,sd,median,q025,q975,min,max
FILD or FILA ADJUDICATED,combined_isotonic,brier_score,30,0.017465619751046754,0.0007883084373649835,0.017418575059579472,0.016159053375387266,0.018878107976673622,0.015664015787959538,0.01897695249269629
FILD or FILA ADJUDICATED,zebra_isotonic,brier_score,30,0.016179569561460747,0.00040849938018068846,0.01617096362310216,0.01565978697365866,0.017001250934430303,0.01563670417465031,0.01702824929770348
FILD or FILA ADJUDICATED,combined_isotonic,calibration_intercept,30,-1.2271364258996857,1.1119154977890753,-0.7740627484458784,-3.2636463968041847,-0.10266102761173788,-3.3721254637574765,0.01028238809494623
FILD or FILA ADJUDICATED,zebra_isotonic,calibration_intercept,30,-0.4972245165965622,0.599680681321076,-0.28778804567452265,-1.6780349321439052,0.3363944221406629,-2.543114794560859,0.5935365950338521
FILD or FILA ADJUDICATED,combined_isotonic,calibration_slope,30,0.7035842434786193,0.30752680549237843,0.8361314107388789,0.14709400454006777,1.0656377657409584,0.13957766647802283,1.0944062442935936
FILD or FILA ADJUDICATED,zebra_isotonic,calibration_slope,30,0.8490068328358478,0.17909724656082807,0.8883962503362709,0.49510502194657097,1.1005330033915375,0.266869156655296,1.1851650439396824
FILD or FILA ADJUDICATED,combined_isotonic,expected_calibration_error,30,0.006574831765142472,0.0021722937940580546,0.006810719516878061,0.003283207070725628,0.00995721141720236,0.002974345879920878,0.010605527917890446
FILD or FILA ADJUDICATED,zebra_isotonic,expected_calibration_error,30,0.004215783603361428,0.0018403050504685926,0.003910585720889252,0.0019298193236115461,0.008448253062710956,0.0016225894215052279,0.009467937037058987
FILD or FILA ADJUDICATED,combined_isotonic,observed_to_expected_ratio,30,0.8497752806481607,0.10318402963681354,0.8295291947274779,0.6987095416887409,1.03815898285818,0.6959029148839817,1.067028242066094
FILD or FILA ADJUDICATED,zebra_isotonic,observed_to_expected_ratio,30,0.9911953027565326,0.05449380123908293,0.991111144665088,0.8973854360139285,1.0945056670390887,0.8921769583478119,1.0986262671240417
FILD or FILA ADJUDICATED,combined_isotonic,zedstat_auc,30,0.7834756918858443,0.01854671791775925,0.7877426174271323,0.7452243087102904,0.8146503186225081,0.7425425462704791,0.8208123049601055
FILD or FILA ADJUDICATED,zebra_isotonic,zedstat_auc,30,0.8088139324268843,0.01393774156265963,0.8084205049121047,0.7817549124237675,0.8316691920365324,0.7758280946013788,0.838695726529062
NON FIBROTIC ILA ADJUDICATED,combined_isotonic,brier_score,30,0.005685631268013756,2.6021269624221323e-05,0.005682277954034306,0.005648286938194373,0.005741292908258276,0.0056480947530850355,0.005757368030809654
NON FIBROTIC ILA ADJUDICATED,zebra_isotonic,brier_score,30,0.005614937739281772,4.137373556684379e-05,0.005604045072978474,0.005570905549463976,0.005692135844113428,0.0055694999353907565,0.005759357317386528
NON FIBROTIC ILA ADJUDICATED,combined_isotonic,calibration_intercept,30,-3.18564729426711,2.156307861947997,-4.2757970095878655,-5.32084703384118,1.4320828893833952,-5.940281539813576,2.85214005561762
NON FIBROTIC ILA ADJUDICATED,zebra_isotonic,calibration_intercept,30,-1.9131959188448227,1.8617890716702006,-2.0271490070450433,-4.1661138462784635,1.3372958514988909,-4.188192547520404,1.4319545354975654
NON FIBROTIC ILA ADJUDICATED,combined_isotonic,calibration_slope,30,0.3694478221133915,0.4436591760779122,0.12206213829704958,-0.03095761140836177,1.3209399740058834,-0.1431738406257889,1.643792155683883
NON FIBROTIC ILA ADJUDICATED,zebra_isotonic,calibration_slope,30,0.5767616509887097,0.41338310282808166,0.539130061285142,0.0891797124757917,1.3091251307450877,0.08432851746441168,1.335920182737513
NON FIBROTIC ILA ADJUDICATED,combined_isotonic,expected_calibration_error,30,0.0027675919051399055,0.0009066234291206243,0.00268153484020491,0.0018785991645321244,0.004599348002514618,0.0018526776627973407,0.006286764765818382
NON FIBROTIC ILA ADJUDICATED,zebra_isotonic,expected_calibration_error,30,0.001968687963200261,0.0008598314777376207,0.0018047437913300442,0.0008655027697053405,0.00392540440270632,0.0007921385024797983,0.004123484104131341
NON FIBROTIC ILA ADJUDICATED,combined_isotonic,observed_to_expected_ratio,30,0.9131251602210372,0.08522489145619963,0.926863335631035,0.7451823437302205,1.065312626214689,0.730150547971553,1.076410846187957
NON FIBROTIC ILA ADJUDICATED,zebra_isotonic,observed_to_expected_ratio,30,0.9870916495048573,0.03583819729412995,0.9900937545417692,0.9234559142161415,1.0470506622560427,0.8901289690012858,1.0863016522056448
NON FIBROTIC ILA ADJUDICATED,combined_isotonic,zedstat_auc,30,0.6833550069118078,0.07000584895873063,0.6884399452086435,0.5078695216469051,0.7656635268999936,0.47921255963127035,0.7857554091750403
NON FIBROTIC ILA ADJUDICATED,zebra_isotonic,zedstat_auc,30,0.8113313837361846,0.02543379092137996,0.8203795185946763,0.7673807210483417,0.8503563566793652,0.7601116015800072,0.8514067162771117
NONFIBROTIC ILD ADJUDICATED,combined_isotonic,brier_score,30,0.002149881679594784,0.00031493002683898074,0.002075323581653577,0.0020720051242908858,0.0028078384572890933,0.0020719434661771543,0.0037790447001359584
NONFIBROTIC ILD ADJUDICATED,zebra_isotonic,brier_score,30,0.002074473736130504,2.1317309633197245e-05,0.002065360970992031,0.0020571020832887595,0.0021311067836964066,0.002056536697206734,0.002131181849782918
NONFIBROTIC ILD ADJUDICATED,combined_isotonic,calibration_intercept,30,-3.325732128944618,2.709959532070363,-4.699199495354351,-6.978583521913873,-0.10601924358655758,-7.48249716233875,-0.09586241271874524
NONFIBROTIC ILD ADJUDICATED,zebra_isotonic,calibration_intercept,30,-3.016607743025451,1.9435013773619005,-3.6381286824910326,-4.932428080746153,-0.05837484123429973,-4.945267633248394,-0.05822537313621144
NONFIBROTIC ILD ADJUDICATED,combined_isotonic,calibration_slope,30,0.431999667430375,0.4591426585629659,0.07963672387481487,-0.05625282711735004,0.9959427037230356,-0.07098418687851005,0.9998068147512086
NONFIBROTIC ILD ADJUDICATED,zebra_isotonic,calibration_slope,30,0.4402867727103376,0.3558072387352543,0.312301662063695,0.08173020212788641,0.9980824616171536,0.08086031814383414,1.0088757746704569
NONFIBROTIC ILD ADJUDICATED,combined_isotonic,expected_calibration_error,30,0.001639414085980235,0.0007141005126177205,0.00152046193475453,0.0008167197559306209,0.003496649038546875,0.0006907472961546566,0.003788871545009398
NONFIBROTIC ILD ADJUDICATED,zebra_isotonic,expected_calibration_error,30,0.0011321878129749656,0.0004401219426964985,0.0010329614821965921,0.0004624139813167798,0.0020547361451577744,0.000421739812885321,0.0021723246118636463
NONFIBROTIC ILD ADJUDICATED,combined_isotonic,observed_to_expected_ratio,30,1.8041638722327669,3.816954617150463,1.0393502481551682,0.7137974187160513,8.657696305880998,0.6985598160351669,21.824416536307737
NONFIBROTIC ILD ADJUDICATED,zebra_isotonic,observed_to_expected_ratio,30,0.9758292962034273,0.05543498908239422,0.9751015147376574,0.8433376411269733,1.0672916782512663,0.8056441947741185,1.068246310628125
NONFIBROTIC ILD ADJUDICATED,combined_isotonic,zedstat_auc,30,0.6104830180771296,0.097449369680694,0.6298020256474248,0.403133324094377,0.7630250140237459,0.3495655312854713,0.7783318356233244
NONFIBROTIC ILD ADJUDICATED,zebra_isotonic,zedstat_auc,30,0.7937125267642737,0.03489377542588707,0.8025960375553642,0.729055478705999,0.8481805581346222,0.7276986709515094,0.8519471370847864
