target_name,repeat,split_seed,model,n_test,n_positive,n_negative,observed_prevalence,performance_prevalence,zedstat_auc,zedstat_auc_ci_low,zedstat_auc_ci_high,brier_score,calibration_intercept,calibration_slope,expected_calibration_error,max_calibration_error,mean_predicted_risk,observed_to_expected_ratio,sklearn_auc_check,auc_zedstat_minus_sklearn
NONFIBROTIC ILD ADJUDICATED,1,1548941013,zebra,7730,18,7712,0.002328589909443726,0.002328589909443726,0.8544733952180028,0.7438527608526333,0.9650940295833723,0.42399131557327807,-6.391846171384097,0.11345805703031267,0.5931419145647151,0.9855567667464787,0.595470504474159,0.003910504201211493,0.85449443868142,-2.1043463417247388e-05
NONFIBROTIC ILD ADJUDICATED,1,1548941013,genomic,7730,18,7712,0.002328589909443726,0.002328589909443726,0.593988,0.4553653001518677,0.7326106998481322,0.03372855491718118,-5.592311668997783,0.0628810862859712,0.0702867395507889,0.4738429758323821,0.07031848581508494,0.033114904032023246,0.5938652604887045,0.00012273951129548877
NONFIBROTIC ILD ADJUDICATED,1,1548941013,combined,7730,18,7712,0.002328589909443726,0.002328589909443726,0.5737875555555556,0.43570336875368443,0.7118717423574268,0.003011271583192174,-4.9155205037301295,0.14057200169073786,0.004518319238439293,0.030786315740891936,0.004057457255189569,0.5739037438941379,0.5737595089903181,2.8046565237471732e-05
NONFIBROTIC ILD ADJUDICATED,2,458881722,zebra,7730,18,7712,0.002328589909443726,0.002328589909443726,0.8502388967320261,0.7384478171139447,0.9620299763501076,0.4142877997615194,-6.334829017644056,0.1090042074788117,0.5851956486590275,0.9866911768439884,0.5875242385684712,0.003963393774386974,0.8500641136468419,0.00017478308518426022
NONFIBROTIC ILD ADJUDICATED,2,458881722,genomic,7730,18,7712,0.002328589909443726,0.002328589909443726,0.4718786666666666,0.3411267856332198,0.6026305477001135,0.017055461176694837,-5.7243553629809005,0.012543947291526645,0.016979871337586765,0.1491001364030345,0.015168745852463866,0.15351235574070166,0.4717323651452282,0.0001463015214384078
NONFIBROTIC ILD ADJUDICATED,2,458881722,combined,7730,18,7712,0.002328589909443726,0.002328589909443726,0.6827751111111111,0.5457231620334545,0.8198270601887677,0.01012730723086469,-4.662240405805417,0.1582430170108139,0.01564766299536575,0.13967823922431608,0.015320626557724095,0.15199051426977944,0.6827310972798525,4.40138312586269e-05
NONFIBROTIC ILD ADJUDICATED,3,1748078737,zebra,7730,18,7712,0.002328589909443726,0.002328589909443726,0.8484271690821256,0.7361461621162108,0.9607081760480404,0.4208915843865632,-6.479100950973999,0.12235190325847224,0.5906082543971136,0.9843623930046193,0.5929368443065574,0.003927214056274448,0.8482667704011064,0.000160398681019136
NONFIBROTIC ILD ADJUDICATED,3,1748078737,genomic,7730,18,7712,0.002328589909443726,0.002328589909443726,0.45455466666666655,0.3257859811523784,0.5833233521809547,0.011452356259425561,-9.502945293152985,-0.12507873297179464,0.011550826859386914,0.09222236949943188,0.009222236949943188,0.2524972977904315,0.4544649031811895,8.976348547706792e-05
NONFIBROTIC ILD ADJUDICATED,3,1748078737,combined,7730,18,7712,0.002328589909443726,0.002328589909443726,0.6839275555555557,0.5469411312878856,0.8209139798232259,0.006018257960660389,-4.811447084459031,0.2435177269928451,0.018177167625152774,0.14725829131125978,0.019850466308811224,0.11730655961518202,0.6838260719225449,0.00010148363301087926
NONFIBROTIC ILD ADJUDICATED,4,1228479378,zebra,7730,18,7712,0.002328589909443726,0.002328589909443726,0.8962406157965195,0.7993615337886095,0.9931196978044294,0.42095545474207186,-6.603903405304918,0.139315099173825,0.5902633814915305,0.9830424705201747,0.5925919714009742,0.003929499591326893,0.8961827166897186,5.7899106800873845e-05
NONFIBROTIC ILD ADJUDICATED,4,1228479378,genomic,7730,18,7712,0.002328589909443726,0.002328589909443726,0.5847266666666666,0.44631172815385967,0.7231416051794736,0.01279568691338953,-5.575378820349171,0.04202600649535347,0.016200428670463996,0.14265851128890453,0.014660314496570202,0.1588362862194056,0.5846300138312587,9.66528354079399e-05
