target_name,repeat,split_seed,model,bin,n,cases,mean_pred,obs_rate,obs_rate_lo,obs_rate_hi,prob_min,prob_max
NONFIBROTIC ILD ADJUDICATED,1,1548941013,zebra,0,773,0,0.23374235756223596,0.0,0.0,0.004944971431527044,0.11052533634471677,0.2622192308817283
NONFIBROTIC ILD ADJUDICATED,1,1548941013,zebra,1,773,0,0.28833659688769664,0.0,0.0,0.004944971431527044,0.26232763991401864,0.31622679639729456
NONFIBROTIC ILD ADJUDICATED,1,1548941013,zebra,2,773,0,0.3483702600873395,0.0,0.0,0.004944971431527044,0.31633018059316914,0.38206929416985735
NONFIBROTIC ILD ADJUDICATED,1,1548941013,zebra,3,773,0,0.41773508920722474,0.0,0.0,0.004944971431527044,0.38217628475821613,0.45523631497130346
NONFIBROTIC ILD ADJUDICATED,1,1548941013,zebra,4,773,0,0.50162007859594,0.0,0.0,0.004944971431527044,0.45534099750388085,0.551842957308055
NONFIBROTIC ILD ADJUDICATED,1,1548941013,zebra,5,773,1,0.6139914387300183,0.00129366106080207,0.00022839945553284995,0.007291099863622844,0.5520163428413096,0.6790587736148415
NONFIBROTIC ILD ADJUDICATED,1,1548941013,zebra,6,773,2,0.7425252771518928,0.00258732212160414,0.000709824034503437,0.009384203172280906,0.6791574956826509,0.7998723836839025
NONFIBROTIC ILD ADJUDICATED,1,1548941013,zebra,7,773,3,0.8555021465375616,0.0038809831824062097,0.001320743574721569,0.011347811519691425,0.8000535993388447,0.9110992120818006
NONFIBROTIC ILD ADJUDICATED,1,1548941013,zebra,8,773,3,0.9556820836879822,0.0038809831824062097,0.001320743574721569,0.011347811519691425,0.9111170230460509,0.9881652059177519
NONFIBROTIC ILD ADJUDICATED,1,1548941013,zebra,9,773,9,0.9971997162936974,0.01164294954721863,0.006137285509035919,0.021978436911148973,0.9881706618127775,1.0
NONFIBROTIC ILD ADJUDICATED,1,1548941013,genomic,0,773,0,6.638756213532538e-06,0.0,0.0,0.004944971431527044,2.8139421850045324e-06,8.759901576187556e-06
NONFIBROTIC ILD ADJUDICATED,1,1548941013,genomic,1,773,2,1.0544724462947057e-05,0.00258732212160414,0.000709824034503437,0.009384203172280906,8.762965466863058e-06,1.2589764831623132e-05
NONFIBROTIC ILD ADJUDICATED,1,1548941013,genomic,2,773,2,1.4851621515739958e-05,0.00258732212160414,0.000709824034503437,0.009384203172280906,1.2592850973632151e-05,1.714910282693937e-05
NONFIBROTIC ILD ADJUDICATED,1,1548941013,genomic,3,773,1,1.9891414587194876e-05,0.00129366106080207,0.00022839945553284995,0.007291099863622844,1.717002983820946e-05,2.275856100493129e-05
NONFIBROTIC ILD ADJUDICATED,1,1548941013,genomic,4,773,1,2.641943034688983e-05,0.00129366106080207,0.00022839945553284995,0.007291099863622844,2.277818549963458e-05,3.0378299631389757e-05
NONFIBROTIC ILD ADJUDICATED,1,1548941013,genomic,5,773,2,3.5636088521187934e-05,0.00258732212160414,0.000709824034503437,0.009384203172280906,3.0385946276748763e-05,4.1231757941259816e-05
NONFIBROTIC ILD ADJUDICATED,1,1548941013,genomic,6,773,1,5.1388042046185256e-05,0.00129366106080207,0.00022839945553284995,0.007291099863622844,4.124319577865679e-05,6.732435618553439e-05
NONFIBROTIC ILD ADJUDICATED,1,1548941013,genomic,7,773,2,0.03672390487152724,0.00258732212160414,0.000709824034503437,0.009384203172280906,6.742973904287094e-05,0.1389165086944089
NONFIBROTIC ILD ADJUDICATED,1,1548941013,genomic,8,773,7,0.19245260736924633,0.009055627425614488,0.004393335756911343,0.01857333088801625,0.13892951294322206,0.2571254716526421
NONFIBROTIC ILD ADJUDICATED,1,1548941013,genomic,9,773,0,0.4738429758323821,0.0,0.0,0.004944971431527044,0.2575366256348684,0.9999861484933629
NONFIBROTIC ILD ADJUDICATED,1,1548941013,combined,0,773,2,2.0097895144979192e-05,0.00258732212160414,0.000709824034503437,0.009384203172280906,7.07907823550352e-06,2.78337632689235e-05
NONFIBROTIC ILD ADJUDICATED,1,1548941013,combined,1,773,0,3.5533649366570756e-05,0.0,0.0,0.004944971431527044,2.7835908736811742e-05,4.3611794858271e-05
NONFIBROTIC ILD ADJUDICATED,1,1548941013,combined,2,773,4,5.296916917154333e-05,0.00517464424320828,0.0020141033171344287,0.013228979664907214,4.3616576287109644e-05,6.357707924878355e-05
NONFIBROTIC ILD ADJUDICATED,1,1548941013,combined,3,773,1,7.69162339421157e-05,0.00129366106080207,0.00022839945553284995,0.007291099863622844,6.358560939609941e-05,9.098174018261763e-05
NONFIBROTIC ILD ADJUDICATED,1,1548941013,combined,4,773,0,0.00011202217424304277,0.0,0.0,0.004944971431527044,9.103186720899905e-05,0.00013751864219824138
NONFIBROTIC ILD ADJUDICATED,1,1548941013,combined,5,773,2,0.00017574898921117054,0.00258732212160414,0.000709824034503437,0.009384203172280906,0.00013771134792142441,0.0002260516618823924
NONFIBROTIC ILD ADJUDICATED,1,1548941013,combined,6,773,0,0.0003020613564241275,0.0,0.0,0.004944971431527044,0.00022611219957976381,0.0003995426633705502
NONFIBROTIC ILD ADJUDICATED,1,1548941013,combined,7,773,2,0.0006141353278686511,0.00258732212160414,0.000709824034503437,0.009384203172280906,0.00039958908548171226,0.0009637667485088504
NONFIBROTIC ILD ADJUDICATED,1,1548941013,combined,8,773,2,0.001930466711621199,0.00258732212160414,0.000709824034503437,0.009384203172280906,0.0009643940295429734,0.003745891243066006
NONFIBROTIC ILD ADJUDICATED,1,1548941013,combined,9,773,5,0.037254621044902285,0.00646830530401035,0.002765945083291181,0.01505166578637911,0.003747952538891244,0.7652579309089639
NONFIBROTIC ILD ADJUDICATED,2,458881722,zebra,0,773,0,0.23238454559959987,0.0,0.0,0.004944971431527044,0.11693488945217027,0.2612387411577535
NONFIBROTIC ILD ADJUDICATED,2,458881722,zebra,1,773,0,0.2868720914468656,0.0,0.0,0.004944971431527044,0.2612672167631389,0.3116540483720635
NONFIBROTIC ILD ADJUDICATED,2,458881722,zebra,2,773,0,0.34143014349239525,0.0,0.0,0.004944971431527044,0.3116554808373551,0.37432903714209376
NONFIBROTIC ILD ADJUDICATED,2,458881722,zebra,3,773,0,0.40913004346570947,0.0,0.0,0.004944971431527044,0.37433366649978267,0.4444683497373484
NONFIBROTIC ILD ADJUDICATED,2,458881722,zebra,4,773,0,0.48834023943053545,0.0,0.0,0.004944971431527044,0.44448296297374135,0.5378364491076745
NONFIBROTIC ILD ADJUDICATED,2,458881722,zebra,5,773,2,0.5991377203405506,0.00258732212160414,0.000709824034503437,0.009384203172280906,0.5378456077283424,0.6609998749213049
NONFIBROTIC ILD ADJUDICATED,2,458881722,zebra,6,773,1,0.7262812909956297,0.00129366106080207,0.00022839945553284995,0.007291099863622844,0.6610940218280053,0.7852573727645944
NONFIBROTIC ILD ADJUDICATED,2,458881722,zebra,7,773,3,0.8428296141851906,0.0038809831824062097,0.001320743574721569,0.011347811519691425,0.7852958248408387,0.8995130441101881
NONFIBROTIC ILD ADJUDICATED,2,458881722,zebra,8,773,4,0.9517962313978312,0.00517464424320828,0.0020141033171344287,0.013228979664907214,0.8995976361619833,0.9873223112814441
NONFIBROTIC ILD ADJUDICATED,2,458881722,zebra,9,773,8,0.997040465330405,0.01034928848641656,0.0052532821048726815,0.02028791242768356,0.987409632064058,1.0
NONFIBROTIC ILD ADJUDICATED,2,458881722,genomic,0,773,2,3.79805397303496e-161,0.00258732212160414,0.000709824034503437,0.009384203172280906,6.013576355360459e-258,1.3665265446764785e-159
NONFIBROTIC ILD ADJUDICATED,2,458881722,genomic,1,773,2,5.104701930676948e-145,0.00258732212160414,0.000709824034503437,0.009384203172280906,1.3856202485648518e-159,1.4133312203404667e-143
NONFIBROTIC ILD ADJUDICATED,2,458881722,genomic,2,773,2,2.182275446275027e-125,0.00258732212160414,0.000709824034503437,0.009384203172280906,1.457809652813834e-143,8.202808139354592e-124
NONFIBROTIC ILD ADJUDICATED,2,458881722,genomic,3,773,2,5.8295331427222515e-108,0.00258732212160414,0.000709824034503437,0.009384203172280906,8.361530089706495e-124,2.6061160419204195e-106
NONFIBROTIC ILD ADJUDICATED,2,458881722,genomic,4,773,3,2.0361754871662972e-86,0.0038809831824062097,0.001320743574721569,0.011347811519691425,2.701424936031498e-106,1.1425083692313618e-84
NONFIBROTIC ILD ADJUDICATED,2,458881722,genomic,5,773,0,1.5562211119503995e-62,0.0,0.0,0.004944971431527044,1.1450233279704406e-84,7.731132242896368e-61
NONFIBROTIC ILD ADJUDICATED,2,458881722,genomic,6,773,2,1.3027120312044892e-49,0.00258732212160414,0.000709824034503437,0.009384203172280906,8.74784130191881e-61,2.5476890053573965e-48
