target_name,repeat,split_seed,model,calibration_source,n_calibration,n_positive_calibration,raw_auc_calibration_data,calibrated_auc_calibration_data,raw_brier_calibration_data,calibrated_brier_calibration_data,n_unique_raw_scores,n_unique_calibrated_scores
FILD or FILA ADJUDICATED,13,1565610880,zebra,outer_train_fixed_score,5130,102,0.8079675386463256,0.8194220209961471,0.40110254337152945,0.01672719130345366,5086,16
FILD or FILA ADJUDICATED,13,1565610880,genomic,outer_train_oof_predictions,5130,102,0.5457945310184535,0.5750366574633035,0.06184368875157333,0.01942439220913635,5130,9
FILD or FILA ADJUDICATED,13,1565610880,combined,outer_train_oof_predictions,5130,102,0.7540030729873493,0.7727412763036797,0.01990642777734985,0.018278359157642282,5130,14
FILD or FILA ADJUDICATED,14,873591530,zebra,outer_train_fixed_score,5130,102,0.8238784376121173,0.8355620291075857,0.4048031074495878,0.01617906433953707,5069,13
FILD or FILA ADJUDICATED,14,873591530,genomic,outer_train_oof_predictions,5130,102,0.5224292978925857,0.5623937323537211,0.038485370050805254,0.01941605178006662,5130,10
FILD or FILA ADJUDICATED,14,873591530,combined,outer_train_oof_predictions,5130,102,0.7478044519319264,0.7643978036719858,0.03345816447705521,0.015960289582673398,5130,17
FILD or FILA ADJUDICATED,15,2100384433,zebra,outer_train_fixed_score,5130,102,0.7946528850203566,0.8075590419142995,0.40567948660363856,0.016545952213251666,5075,12
FILD or FILA ADJUDICATED,15,2100384433,genomic,outer_train_oof_predictions,5130,102,0.511287768886393,0.5473856209150326,0.04621934348066543,0.01947518820977941,5130,4
FILD or FILA ADJUDICATED,15,2100384433,combined,outer_train_oof_predictions,5130,102,0.7454080677617109,0.7636217573743896,0.03487219643852371,0.017104426293823236,5130,18
FILD or FILA ADJUDICATED,16,341865912,zebra,outer_train_fixed_score,5130,102,0.8068717144773582,0.8215736971001607,0.4075538549525871,0.016106000539592744,5070,12
FILD or FILA ADJUDICATED,16,341865912,genomic,outer_train_oof_predictions,5130,102,0.5289730450652815,0.5616079367307782,0.04264272845667279,0.019426922202218064,5130,7
FILD or FILA ADJUDICATED,16,341865912,combined,outer_train_oof_predictions,5130,102,0.7704579843074859,0.7858326703792098,0.026682667199401322,0.016459841803963555,5130,12
FILD or FILA ADJUDICATED,17,1512530950,zebra,outer_train_fixed_score,5130,102,0.8119569625781896,0.823584982919182,0.39843291111153245,0.01601428070055844,5079,16
FILD or FILA ADJUDICATED,17,1512530950,genomic,outer_train_oof_predictions,5130,102,0.5970213861200805,0.6189524934874505,0.02932233794556972,0.01935088185882977,5130,9
FILD or FILA ADJUDICATED,17,1512530950,combined,outer_train_oof_predictions,5130,102,0.81622131748483,0.8275617327280952,0.04778753935084941,0.016304968993318913,5130,18
FILD or FILA ADJUDICATED,18,1304972087,zebra,outer_train_fixed_score,5130,102,0.7836761196125228,0.7971789352176829,0.40539268121030037,0.016903791441051703,5084,12
FILD or FILA ADJUDICATED,18,1304972087,genomic,outer_train_oof_predictions,5130,102,0.5951670644391408,0.6221804951097384,0.025536055691918857,0.01935251462692535,5130,9
FILD or FILA ADJUDICATED,18,1304972087,combined,outer_train_oof_predictions,5130,102,0.7895257148205344,0.8036651613708332,0.03138953000210119,0.0185800004667311,5130,17
FILD or FILA ADJUDICATED,19,1684921317,zebra,outer_train_fixed_score,5130,102,0.810311276459669,0.8248065733851218,0.4102505366145693,0.016569242793565808,5084,12
FILD or FILA ADJUDICATED,19,1684921317,genomic,outer_train_oof_predictions,5130,102,0.5163613177968085,0.559166705663968,0.05616371042298256,0.01946538209479637,5130,4
FILD or FILA ADJUDICATED,19,1684921317,combined,outer_train_oof_predictions,5130,102,0.7635593616921709,0.7795736035066373,0.021250828090079374,0.017820620177993282,5130,18
FILD or FILA ADJUDICATED,20,132959424,zebra,outer_train_fixed_score,5130,102,0.824426349696601,0.8336677351927246,0.4070150280060811,0.01724048533389145,5082,15
FILD or FILA ADJUDICATED,20,132959424,genomic,outer_train_oof_predictions,5130,102,0.5664280031821798,0.5908715116913908,0.02470821812746564,0.019426569571019292,5130,11
FILD or FILA ADJUDICATED,20,132959424,combined,outer_train_oof_predictions,5130,102,0.7937120751244015,0.80679274494205,0.030324777872836814,0.01811732685242789,5130,15
FILD or FILA ADJUDICATED,21,2021057243,zebra,outer_train_fixed_score,5130,102,0.8205812157798679,0.8337447548629635,0.3945323068985737,0.015857319441202167,5081,13
FILD or FILA ADJUDICATED,21,2021057243,genomic,outer_train_oof_predictions,5130,102,0.5675413761367714,0.5882099458717457,0.020965176199295398,0.01935494300940816,5130,11
FILD or FILA ADJUDICATED,21,2021057243,combined,outer_train_oof_predictions,5130,102,0.7994622272138767,0.8160877517275804,0.038553095407693645,0.01704691934538279,5130,17
FILD or FILA ADJUDICATED,22,1908475031,zebra,outer_train_fixed_score,5130,102,0.8352003291372238,0.8457042522657432,0.4013703906980673,0.014931182150785772,5077,14
FILD or FILA ADJUDICATED,22,1908475031,genomic,outer_train_oof_predictions,5130,102,0.5938333567317142,0.6218529177780898,0.08827444031060895,0.019369408201317537,5130,13
FILD or FILA ADJUDICATED,22,1908475031,combined,outer_train_oof_predictions,5130,102,0.8032683638292228,0.8248436208214392,0.025561420429472525,0.017126373383487343,5130,17
FILD or FILA ADJUDICATED,23,888867494,zebra,outer_train_fixed_score,5130,102,0.8544191741931457,0.8670981718065109,0.4019707597338726,0.014921059970021735,5070,12
FILD or FILA ADJUDICATED,23,888867494,genomic,outer_train_oof_predictions,5130,102,0.5827951705741963,0.6096526120392468,0.028100438780553745,0.019335911978075358,5130,9
FILD or FILA ADJUDICATED,23,888867494,combined,outer_train_oof_predictions,5130,102,0.8416339089335019,0.8538215405493939,0.02408861252705038,0.015968187937860815,5130,17
FILD or FILA ADJUDICATED,24,1749589912,zebra,outer_train_fixed_score,5130,102,0.8166122654312322,0.8315550563900979,0.40259661611066067,0.01597231648636971,5089,14
FILD or FILA ADJUDICATED,24,1749589912,genomic,outer_train_oof_predictions,5130,102,0.5686449997660162,0.605307337732229,0.02788612436205567,0.019423379125956163,5130,7
FILD or FILA ADJUDICATED,24,1749589912,combined,outer_train_oof_predictions,5130,102,0.7814864211396572,0.7986627825354485,0.030770233762189524,0.017897879491097425,5130,17
FILD or FILA ADJUDICATED,25,638724288,zebra,outer_train_fixed_score,5130,102,0.7710000467967617,0.785096596315535,0.40468517495574174,0.017074297362607307,5078,13
FILD or FILA ADJUDICATED,25,638724288,genomic,outer_train_oof_predictions,5130,102,0.536123200274541,0.5784021245729796,0.04638443297831304,0.019368659245641132,5130,11
FILD or FILA ADJUDICATED,25,638724288,combined,outer_train_oof_predictions,5130,102,0.760605316112125,0.7742368228118615,0.024434031354908146,0.01752781522357756,5130,17
FILD or FILA ADJUDICATED,26,1194267614,zebra,outer_train_fixed_score,5130,102,0.796575451978723,0.8109128098335595,0.40853911007974864,0.01654178860356473,5079,13
FILD or FILA ADJUDICATED,26,1194267614,genomic,outer_train_oof_predictions,5130,102,0.6349072644173024,0.6540783377790257,0.06141541262465155,0.019104290530085007,5130,12
FILD or FILA ADJUDICATED,26,1194267614,combined,outer_train_oof_predictions,5130,102,0.7855187421030466,0.7995782441855024,0.05748692234237933,0.017872240893126962,5130,17
FILD or FILA ADJUDICATED,27,1279322305,zebra,outer_train_fixed_score,5130,102,0.8212412451058387,0.835011192225498,0.4064470981836891,0.015515891888431662,5075,11
FILD or FILA ADJUDICATED,27,1279322305,genomic,outer_train_oof_predictions,5130,102,0.5650163008719796,0.5865018640710062,0.021735615079667387,0.01942717530993808,5130,10
FILD or FILA ADJUDICATED,27,1279322305,combined,outer_train_oof_predictions,5130,102,0.7881588594069291,0.8011985820581216,0.06605183418567534,0.01720360734639585,5130,21
FILD or FILA ADJUDICATED,28,1530328090,zebra,outer_train_fixed_score,5130,102,0.8354694105167922,0.8481172102890479,0.4019200653225753,0.016053148865492355,5085,12
FILD or FILA ADJUDICATED,28,1530328090,genomic,outer_train_oof_predictions,5130,102,0.5390031509819521,0.5685455566474801,0.025183127597916452,0.019459613848860607,5130,7
FILD or FILA ADJUDICATED,28,1530328090,combined,outer_train_oof_predictions,5130,102,0.8058655841015802,0.8221791302041899,0.04765533883696214,0.01782330511813748,5130,18
FILD or FILA ADJUDICATED,29,707474276,zebra,outer_train_fixed_score,5130,102,0.8044831297674202,0.816365607499961,0.4028236813820699,0.01691711842946611,5083,14
FILD or FILA ADJUDICATED,29,707474276,genomic,outer_train_oof_predictions,5130,102,0.4960437237743148,0.5334509101970143,0.04198231563050333,0.019475910624020074,5130,7
FILD or FILA ADJUDICATED,29,707474276,combined,outer_train_oof_predictions,5130,102,0.7623241221707457,0.7771255479120845,0.03194334270338201,0.01828732849710896,5073,15
FILD or FILA ADJUDICATED,30,1746433158,zebra,outer_train_fixed_score,5130,102,0.8278083906593664,0.8391702544183942,0.40102503162354824,0.015250653006559516,5081,15
FILD or FILA ADJUDICATED,30,1746433158,genomic,outer_train_oof_predictions,5130,102,0.5345204111875458,0.5803861122810302,0.029536883121632072,0.019356845978294544,5130,8
FILD or FILA ADJUDICATED,30,1746433158,combined,outer_train_oof_predictions,5130,102,0.7940318529957726,0.8068395417037141,0.05541663038774531,0.01680395687627242,5130,20
