target_name,model,count,mean,std,median,min,max,q025,q975
FILD or FILA ADJUDICATED,combined,30,0.5862722403776325,0.02694061446574659,0.59375,0.5066040305010893,0.6222086056644881,0.537848924291939,0.6191482843137256
FILD or FILA ADJUDICATED,genomic,30,0.5440654502541757,0.02803354879965711,0.5433346949891067,0.4791666666666667,0.5986519607843137,0.48587962962962966,0.5917909177559914
FILD or FILA ADJUDICATED,zebra,30,0.563390749818446,0.02964165928001724,0.567521105664488,0.49244281045751637,0.6176470588235294,0.49989617374727674,0.6081452546296297
NON FIBROTIC ILA ADJUDICATED,combined,30,0.4528238607270865,0.04021956923741788,0.4493855606758832,0.37849462365591396,0.510752688172043,0.3817242703533026,0.5054627496159754
NON FIBROTIC ILA ADJUDICATED,genomic,30,0.44333845366103425,0.04926443805181367,0.4513056835637481,0.35622119815668196,0.5095238095238096,0.3575576036866359,0.508410138248848
NON FIBROTIC ILA ADJUDICATED,zebra,30,0.5058550947260625,0.04547525891852343,0.5038402457757296,0.41013824884792627,0.6021505376344085,0.41492703533026115,0.5836635944700461
NONFIBROTIC ILD ADJUDICATED,combined,30,0.5793686868686869,0.07964905512370464,0.5782196969696969,0.42651515151515157,0.7518939393939394,0.4542518939393939,0.7323958333333334
NONFIBROTIC ILD ADJUDICATED,genomic,30,0.5531186868686869,0.06848704489724357,0.5518939393939394,0.4049242424242424,0.6776515151515151,0.4290909090909091,0.6699621212121212
NONFIBROTIC ILD ADJUDICATED,zebra,30,0.5108585858585858,0.061112154594981316,0.5163825757575757,0.36742424242424243,0.6087121212121211,0.38609848484848486,0.6021212121212121
