repeat,split_seed,main_target_fpr,lower_target_fpr,main_threshold,lower_threshold,matched_zebra_threshold,explicit_negative_N,baseline_explicit_negative_FP,rescued_explicit_negative_FP,matched_zebra_explicit_negative_FP,baseline_explicit_negative_FPR,rescued_explicit_negative_FPR,matched_zebra_explicit_negative_FPR,rescue_minus_baseline_explicit_negative_FPR,matched_minus_baseline_explicit_negative_FPR,rescue_minus_matched_explicit_negative_FPR,rescue_minus_matched_explicit_negative_FP
22,106120320,0.01,0.1,0.9999929562828902,0.9820748783347828,0.9995713631392912,199,34,49,56,0.1708542713567839,0.24623115577889448,0.2814070351758794,0.07537688442211057,0.11055276381909548,-0.03517587939698491,-7
23,339225047,0.005,0.02,1.0,0.9998768348595432,0.9999992205979312,210,25,29,29,0.11904761904761904,0.1380952380952381,0.1380952380952381,0.019047619047619063,0.019047619047619063,0.0,0
23,339225047,0.005,0.05,1.0,0.9972810824493704,0.9999817789845564,210,25,35,36,0.11904761904761904,0.16666666666666666,0.17142857142857143,0.047619047619047616,0.05238095238095239,-0.004761904761904773,-1
23,339225047,0.005,0.1,1.0,0.981203851255034,0.9998032532742824,210,25,41,45,0.11904761904761904,0.19523809523809524,0.21428571428571427,0.0761904761904762,0.09523809523809523,-0.019047619047619035,-4
23,339225047,0.01,0.02,0.9999933791890818,0.9998768348595432,0.9999919984462264,210,33,35,33,0.15714285714285714,0.16666666666666666,0.15714285714285714,0.009523809523809518,0.0,0.009523809523809518,2
23,339225047,0.01,0.05,0.9999933791890818,0.9972810824493704,0.999935097608464,210,33,41,39,0.15714285714285714,0.19523809523809524,0.18571428571428572,0.0380952380952381,0.02857142857142858,0.009523809523809518,2
23,339225047,0.01,0.1,0.9999933791890818,0.981203851255034,0.9995847103661398,210,33,47,53,0.15714285714285714,0.22380952380952382,0.2523809523809524,0.06666666666666668,0.09523809523809523,-0.028571428571428553,-6
24,1706840222,0.005,0.02,0.999999959163491,0.999877215165595,0.9999970922046212,211,25,28,32,0.11848341232227488,0.13270142180094788,0.15165876777251186,0.014218009478672994,0.033175355450236976,-0.018957345971563982,-4
24,1706840222,0.005,0.05,0.999999959163491,0.9979189427421492,0.9999664024835376,211,25,33,37,0.11848341232227488,0.15639810426540285,0.17535545023696683,0.037914691943127965,0.05687203791469195,-0.018957345971563982,-4
24,1706840222,0.005,0.1,0.999999959163491,0.9814686932598596,0.9997913808557036,211,25,40,43,0.11848341232227488,0.1895734597156398,0.2037914691943128,0.07109004739336491,0.08530805687203791,-0.014218009478672994,-3
24,1706840222,0.01,0.02,0.9999868735615032,0.999877215165595,0.9999793072434742,211,34,36,36,0.16113744075829384,0.17061611374407584,0.17061611374407584,0.009478672985782005,0.009478672985782005,0.0,0
24,1706840222,0.01,0.05,0.9999868735615032,0.9979189427421492,0.9998973021146108,211,34,41,40,0.16113744075829384,0.1943127962085308,0.1895734597156398,0.033175355450236976,0.02843601895734596,0.0047393364928910164,1
24,1706840222,0.01,0.1,0.9999868735615032,0.9814686932598596,0.9996058405107088,211,34,48,48,0.16113744075829384,0.22748815165876776,0.22748815165876776,0.06635071090047392,0.06635071090047392,0.0,0
25,1579585662,0.005,0.02,0.9999993580312254,0.9998891163113128,0.999994451600871,229,30,32,34,0.13100436681222707,0.13973799126637554,0.14847161572052403,0.008733624454148464,0.017467248908296956,-0.008733624454148492,-2
25,1579585662,0.005,0.05,0.9999993580312254,0.9980711602766614,0.9999613680353744,229,30,36,40,0.13100436681222707,0.1572052401746725,0.17467248908296942,0.02620087336244542,0.04366812227074235,-0.01746724890829693,-4
25,1579585662,0.005,0.1,0.9999993580312254,0.9834082254930928,0.9998205279457496,229,30,45,50,0.13100436681222707,0.1965065502183406,0.2183406113537118,0.06550218340611352,0.08733624454148473,-0.021834061135371202,-5
25,1579585662,0.01,0.02,0.999990287759024,0.9998891163113128,0.9999767665490592,229,35,37,39,0.15283842794759825,0.1615720524017467,0.1703056768558952,0.008733624454148464,0.017467248908296956,-0.008733624454148492,-2
25,1579585662,0.01,0.05,0.999990287759024,0.9980711602766614,0.9999194426175464,229,35,41,45,0.15283842794759825,0.17903930131004367,0.1965065502183406,0.02620087336244542,0.04366812227074235,-0.01746724890829693,-4
25,1579585662,0.01,0.1,0.999990287759024,0.9834082254930928,0.9997162558346648,229,35,50,53,0.15283842794759825,0.2183406113537118,0.2314410480349345,0.06550218340611355,0.07860262008733626,-0.01310043668122271,-3
26,1802398527,0.005,0.02,0.999999854228829,0.9998605067500644,0.9999970922046212,202,29,30,34,0.14356435643564355,0.1485148514851485,0.16831683168316833,0.004950495049504955,0.024752475247524774,-0.01980198019801982,-4
26,1802398527,0.005,0.05,0.999999854228829,0.9974694573177926,0.9999613680353744,202,29,32,37,0.14356435643564355,0.15841584158415842,0.18316831683168316,0.014851485148514865,0.03960396039603961,-0.024752475247524747,-5
26,1802398527,0.005,0.1,0.999999854228829,0.980093138739822,0.9997560668431924,202,29,41,47,0.14356435643564355,0.20297029702970298,0.23267326732673269,0.05940594059405943,0.08910891089108913,-0.0297029702970297,-6
26,1802398527,0.01,0.02,0.9999877880086248,0.9998605067500644,0.999972144548206,202,35,36,37,0.17326732673267325,0.1782178217821782,0.18316831683168316,0.004950495049504955,0.00990099009900991,-0.004950495049504955,-1
26,1802398527,0.01,0.05,0.9999877880086248,0.9974694573177926,0.9998883762728012,202,35,38,43,0.17326732673267325,0.18811881188118812,0.21287128712871287,0.014851485148514865,0.03960396039603961,-0.024752475247524747,-5
26,1802398527,0.01,0.1,0.9999877880086248,0.980093138739822,0.9995713631392912,202,35,47,54,0.17326732673267325,0.23267326732673269,0.26732673267326734,0.05940594059405943,0.09405940594059409,-0.034653465346534656,-7
27,1272650835,0.005,0.02,0.9999991102135704,0.9998768150053636,0.9999954343008,222,34,36,38,0.15315315315315314,0.16216216216216217,0.17117117117117117,0.009009009009009028,0.01801801801801803,-0.009009009009009,-2
27,1272650835,0.005,0.05,0.9999991102135704,0.9975167759215512,0.9999676729680808,222,34,42,41,0.15315315315315314,0.1891891891891892,0.18468468468468469,0.03603603603603606,0.03153153153153154,0.004504504504504514,1
27,1272650835,0.005,0.1,0.9999991102135704,0.9833823923879152,0.999787759265108,222,34,46,50,0.15315315315315314,0.2072072072072072,0.22522522522522523,0.05405405405405406,0.07207207207207209,-0.01801801801801803,-4
27,1272650835,0.01,0.02,0.999986565783974,0.9998768150053636,0.9999793072434742,222,39,40,39,0.17567567567567569,0.18018018018018017,0.17567567567567569,0.004504504504504486,0.0,0.004504504504504486,1
27,1272650835,0.01,0.05,0.999986565783974,0.9975167759215512,0.9999247991327248,222,39,46,44,0.17567567567567569,0.2072072072072072,0.1981981981981982,0.031531531531531515,0.022522522522522515,0.009009009009009,2
27,1272650835,0.01,0.1,0.999986565783974,0.9833823923879152,0.9996687740589284,222,39,50,53,0.17567567567567569,0.22522522522522523,0.23873873873873874,0.04954954954954954,0.06306306306306306,-0.013513513513513514,-3
28,1829120060,0.005,0.02,0.9999999180197588,0.9999030095039748,0.9999979068800242,223,25,27,28,0.11210762331838565,0.1210762331838565,0.12556053811659193,0.00896860986547085,0.013452914798206275,-0.004484304932735425,-1
28,1829120060,0.005,0.05,0.9999999180197588,0.9982055521636392,0.9999735833401958,223,25,32,34,0.11210762331838565,0.14349775784753363,0.15246636771300448,0.031390134529147976,0.040358744394618826,-0.00896860986547085,-2
28,1829120060,0.005,0.1,0.9999999180197588,0.9859988523659692,0.9998559527307987,223,25,41,43,0.11210762331838565,0.18385650224215247,0.19282511210762332,0.07174887892376682,0.08071748878923767,-0.00896860986547085,-2
28,1829120060,0.01,0.02,0.9999929791081557,0.9999030095039748,0.9999837716416384,223,31,33,34,0.13901345291479822,0.14798206278026907,0.15246636771300448,0.00896860986547085,0.013452914798206261,-0.004484304932735411,-1
28,1829120060,0.01,0.05,0.9999929791081557,0.9982055521636392,0.9999194426175464,223,31,38,39,0.13901345291479822,0.17040358744394618,0.17488789237668162,0.03139013452914796,0.0358744394618834,-0.004484304932735439,-1
28,1829120060,0.01,0.1,0.9999929791081557,0.9859988523659692,0.999720878822048,223,31,47,47,0.13901345291479822,0.21076233183856502,0.21076233183856502,0.0717488789237668,0.0717488789237668,0.0,0
29,1110551650,0.005,0.02,1.0,0.9998901474978722,0.999997347953007,206,24,25,28,0.11650485436893204,0.12135922330097088,0.13592233009708737,0.004854368932038833,0.01941747572815533,-0.014563106796116498,-3
29,1110551650,0.005,0.05,1.0,0.9970576935709308,0.9999704959565018,206,24,30,31,0.11650485436893204,0.14563106796116504,0.15048543689320387,0.029126213592232997,0.03398058252427183,-0.004854368932038833,-1
29,1110551650,0.005,0.1,1.0,0.9808290200953048,0.9997890438630456,206,24,34,42,0.11650485436893204,0.1650485436893204,0.20388349514563106,0.048543689320388356,0.08737864077669902,-0.03883495145631066,-8
29,1110551650,0.01,0.02,0.9999933791890818,0.9998901474978722,0.9999864263386395,206,30,31,31,0.14563106796116504,0.15048543689320387,0.15048543689320387,0.004854368932038833,0.004854368932038833,0.0,0
29,1110551650,0.01,0.05,0.9999933791890818,0.9970576935709308,0.9999259997709004,206,30,36,35,0.14563106796116504,0.17475728155339806,0.16990291262135923,0.029126213592233025,0.02427184466019419,0.004854368932038833,1
29,1110551650,0.01,0.1,0.9999933791890818,0.9808290200953048,0.9996733578699404,206,30,40,44,0.14563106796116504,0.1941747572815534,0.21359223300970873,0.048543689320388356,0.06796116504854369,-0.01941747572815533,-4
30,149814670,0.005,0.02,1.0,0.999868863665675,0.9999983244669518,208,21,23,24,0.10096153846153846,0.11057692307692307,0.11538461538461539,0.009615384615384609,0.014423076923076927,-0.004807692307692318,-1
30,149814670,0.005,0.05,1.0,0.99756778237015,0.999958471602496,208,21,26,31,0.10096153846153846,0.125,0.14903846153846154,0.024038461538461536,0.04807692307692307,-0.024038461538461536,-5
30,149814670,0.005,0.1,1.0,0.9777730572205352,0.9997486623803514,208,21,34,40,0.10096153846153846,0.16346153846153846,0.19230769230769232,0.0625,0.09134615384615385,-0.028846153846153855,-6
30,149814670,0.01,0.02,0.9999951745041428,0.999868863665675,0.9999861978578564,208,27,28,30,0.12980769230769232,0.1346153846153846,0.14423076923076922,0.004807692307692291,0.0144230769230769,-0.009615384615384609,-2
30,149814670,0.01,0.05,0.9999951745041428,0.99756778237015,0.9998880399989368,208,27,31,37,0.12980769230769232,0.14903846153846154,0.1778846153846154,0.019230769230769218,0.04807692307692307,-0.028846153846153855,-6
30,149814670,0.01,0.1,0.9999951745041428,0.9777730572205352,0.99962411746681,208,27,39,44,0.12980769230769232,0.1875,0.21153846153846154,0.05769230769230768,0.08173076923076922,-0.024038461538461536,-5
31,565975308,0.005,0.02,0.9999993580312254,0.9998148661037372,0.9999929791081557,218,36,39,40,0.1651376146788991,0.17889908256880735,0.1834862385321101,0.013761467889908258,0.01834862385321101,-0.0045871559633027525,-1
31,565975308,0.005,0.05,0.9999993580312254,0.9970453651865387,0.9999546429679752,218,36,43,46,0.1651376146788991,0.19724770642201836,0.21100917431192662,0.03211009174311927,0.045871559633027525,-0.013761467889908258,-3
31,565975308,0.005,0.1,0.9999993580312254,0.9790311196136012,0.9997560668431924,218,36,47,53,0.1651376146788991,0.21559633027522937,0.24311926605504589,0.05045871559633028,0.0779816513761468,-0.027522935779816515,-6
31,565975308,0.01,0.02,0.9999820616457842,0.9998148661037372,0.9999628901301856,218,42,44,44,0.1926605504587156,0.2018348623853211,0.2018348623853211,0.009174311926605505,0.009174311926605505,0.0,0
31,565975308,0.01,0.05,0.9999820616457842,0.9970453651865387,0.9998937272627708,218,42,48,48,0.1926605504587156,0.22018348623853212,0.22018348623853212,0.027522935779816515,0.027522935779816515,0.0,0
31,565975308,0.01,0.1,0.9999820616457842,0.9790311196136012,0.9995611932925184,218,42,52,61,0.1926605504587156,0.23853211009174313,0.2798165137614679,0.045871559633027525,0.08715596330275227,-0.041284403669724745,-9
32,2061853338,0.005,0.02,0.9999994461491432,0.9998715935359966,0.9999967463769356,224,33,35,37,0.14732142857142858,0.15625,0.16517857142857142,0.008928571428571425,0.01785714285714285,-0.008928571428571425,-2
32,2061853338,0.005,0.05,0.9999994461491432,0.997573690195281,0.9999577829640648,224,33,42,43,0.14732142857142858,0.1875,0.19196428571428573,0.040178571428571425,0.04464285714285715,-0.004464285714285726,-1
32,2061853338,0.005,0.1,0.9999994461491432,0.9831893942584684,0.9997890438630456,224,33,49,54,0.14732142857142858,0.21875,0.24107142857142858,0.07142857142857142,0.09375,-0.022321428571428575,-5
32,2061853338,0.01,0.02,0.999990287759024,0.9998715935359966,0.999970298745982,224,38,39,42,0.16964285714285715,0.17410714285714285,0.1875,0.004464285714285698,0.01785714285714285,-0.01339285714285715,-3
32,2061853338,0.01,0.05,0.999990287759024,0.997573690195281,0.9998901474978722,224,38,46,47,0.16964285714285715,0.20535714285714285,0.20982142857142858,0.0357142857142857,0.040178571428571425,-0.004464285714285726,-1
32,2061853338,0.01,0.1,0.999990287759024,0.9831893942584684,0.999629708218614,224,38,53,60,0.16964285714285715,0.23660714285714285,0.26785714285714285,0.0669642857142857,0.0982142857142857,-0.03125,-7
33,1361809320,0.005,0.02,1.0,0.9998891163113128,0.9999985499504616,216,23,25,25,0.10648148148148148,0.11574074074074074,0.11574074074074074,0.009259259259259259,0.009259259259259259,0.0,0
33,1361809320,0.005,0.05,1.0,0.997573690195281,0.9999824879059008,216,23,28,30,0.10648148148148148,0.12962962962962962,0.1388888888888889,0.02314814814814814,0.03240740740740741,-0.009259259259259273,-2
33,1361809320,0.005,0.1,1.0,0.9839635249329368,0.999845669759881,216,23,36,37,0.10648148148148148,0.16666666666666666,0.1712962962962963,0.060185185185185175,0.06481481481481483,-0.00462962962962965,-1
33,1361809320,0.01,0.02,0.9999924155765956,0.9998891163113128,0.9999846412417004,216,28,29,30,0.12962962962962962,0.13425925925925927,0.1388888888888889,0.00462962962962965,0.009259259259259273,-0.0046296296296296224,-1
33,1361809320,0.01,0.05,0.9999924155765956,0.997573690195281,0.9999537292266458,216,28,32,32,0.12962962962962962,0.14814814814814814,0.14814814814814814,0.018518518518518517,0.018518518518518517,0.0,0
33,1361809320,0.01,0.1,0.9999924155765956,0.9839635249329368,0.9996584050140284,216,28,40,45,0.12962962962962962,0.18518518518518517,0.20833333333333334,0.05555555555555555,0.07870370370370372,-0.023148148148148168,-5
34,957399683,0.005,0.02,0.999999959163491,0.9998750713798488,0.9999981361073572,205,26,29,28,0.12682926829268293,0.14146341463414633,0.13658536585365855,0.0146341463414634,0.009756097560975618,0.0048780487804877815,1
34,957399683,0.005,0.05,0.999999959163491,0.9974804475769272,0.999970298745982,205,26,32,35,0.12682926829268293,0.15609756097560976,0.17073170731707318,0.029268292682926828,0.043902439024390255,-0.014634146341463428,-3
34,957399683,0.005,0.1,0.999999959163491,0.9833823923879152,0.9998127027599218,205,26,38,44,0.12682926829268293,0.18536585365853658,0.2146341463414634,0.058536585365853655,0.08780487804878048,-0.029268292682926828,-6
34,957399683,0.01,0.02,0.9999946160292668,0.9998750713798488,0.9999867865381666,205,29,31,31,0.14146341463414633,0.15121951219512195,0.15121951219512195,0.009756097560975618,0.009756097560975618,0.0,0
34,957399683,0.01,0.05,0.9999946160292668,0.9974804475769272,0.9999098612206986,205,29,34,37,0.14146341463414633,0.16585365853658537,0.18048780487804877,0.024390243902439046,0.039024390243902446,-0.0146341463414634,-3
34,957399683,0.01,0.1,0.9999946160292668,0.9833823923879152,0.9996584050140284,205,29,40,49,0.14146341463414633,0.1951219512195122,0.23902439024390243,0.053658536585365874,0.0975609756097561,-0.04390243902439023,-9
35,301307101,0.005,0.02,0.9999994461491432,0.9998699359077484,0.9999954343008,232,31,34,34,0.1336206896551724,0.14655172413793102,0.14655172413793102,0.012931034482758619,0.012931034482758619,0.0,0
35,301307101,0.005,0.05,0.9999994461491432,0.9974804475769272,0.9999503215515664,232,31,38,39,0.1336206896551724,0.16379310344827586,0.16810344827586207,0.030172413793103453,0.03448275862068967,-0.0043103448275862155,-1
35,301307101,0.005,0.1,0.9999994461491432,0.9801843093279604,0.9997530846300876,232,31,46,50,0.1336206896551724,0.19827586206896552,0.21551724137931033,0.06465517241379312,0.08189655172413793,-0.017241379310344807,-4
35,301307101,0.01,0.02,0.9999896355986968,0.9998699359077484,0.9999817789845564,232,35,37,36,0.15086206896551724,0.15948275862068967,0.15517241379310345,0.008620689655172431,0.0043103448275862155,0.0043103448275862155,1
35,301307101,0.01,0.05,0.9999896355986968,0.9974804475769272,0.9998901474978722,232,35,41,43,0.15086206896551724,0.17672413793103448,0.1853448275862069,0.025862068965517238,0.03448275862068967,-0.008620689655172431,-2
35,301307101,0.01,0.1,0.9999896355986968,0.9801843093279604,0.9996111864347784,232,35,49,53,0.15086206896551724,0.21120689655172414,0.22844827586206898,0.060344827586206906,0.07758620689655174,-0.017241379310344834,-4
36,730690229,0.005,0.02,0.9999979137735362,0.9998571130886283,0.9999918433134992,201,36,37,39,0.1791044776119403,0.18407960199004975,0.19402985074626866,0.004975124378109458,0.014925373134328374,-0.009950248756218916,-2
36,730690229,0.005,0.05,0.9999979137735362,0.9973009839612624,0.999945618796042,201,36,40,44,0.1791044776119403,0.19900497512437812,0.21890547263681592,0.01990049751243783,0.039800995024875635,-0.019900497512437804,-4
36,730690229,0.005,0.1,0.9999979137735362,0.9829213079561552,0.9997560668431924,201,36,47,51,0.1791044776119403,0.23383084577114427,0.2537313432835821,0.05472636815920398,0.07462686567164181,-0.01990049751243783,-4
36,730690229,0.01,0.02,0.9999846412417004,0.9998571130886283,0.9999676729680808,201,40,41,41,0.19900497512437812,0.20398009950248755,0.20398009950248755,0.00497512437810943,0.00497512437810943,0.0,0
36,730690229,0.01,0.05,0.9999846412417004,0.9973009839612624,0.9998852001390648,201,40,44,47,0.19900497512437812,0.21890547263681592,0.23383084577114427,0.019900497512437804,0.03482587064676615,-0.014925373134328346,-3
36,730690229,0.01,0.1,0.9999846412417004,0.9829213079561552,0.9996515587908352,201,40,51,53,0.19900497512437812,0.2537313432835821,0.263681592039801,0.05472636815920398,0.0646766169154229,-0.009950248756218916,-2
37,838392883,0.005,0.02,1.0,0.9998559527307987,0.999995802861222,222,22,25,31,0.0990990990990991,0.11261261261261261,0.13963963963963963,0.013513513513513514,0.04054054054054053,-0.027027027027027015,-6
37,838392883,0.005,0.05,1.0,0.9968486688371436,0.9999660333513092,222,22,31,36,0.0990990990990991,0.13963963963963963,0.16216216216216217,0.04054054054054053,0.06306306306306307,-0.022522522522522542,-5
37,838392883,0.005,0.1,1.0,0.9795735499512724,0.9997698215105916,222,22,41,49,0.0990990990990991,0.18468468468468469,0.22072072072072071,0.08558558558558559,0.12162162162162161,-0.03603603603603603,-8
37,838392883,0.01,0.02,0.9999922547927655,0.9998559527307987,0.9999782534996112,222,31,32,35,0.13963963963963963,0.14414414414414414,0.15765765765765766,0.004504504504504514,0.01801801801801803,-0.013513513513513514,-3
37,838392883,0.01,0.05,0.9999922547927655,0.9968486688371436,0.9998891163113128,222,31,38,43,0.13963963963963963,0.17117117117117117,0.19369369369369369,0.03153153153153154,0.05405405405405406,-0.022522522522522515,-5
37,838392883,0.01,0.1,0.9999922547927655,0.9795735499512724,0.99947002406576,222,31,48,59,0.13963963963963963,0.21621621621621623,0.26576576576576577,0.0765765765765766,0.12612612612612614,-0.04954954954954954,-11
38,64993008,0.005,0.02,0.999999681900042,0.9998699359077484,0.9999979068800242,217,26,30,28,0.11981566820276497,0.1382488479262673,0.12903225806451613,0.01843317972350232,0.009216589861751154,0.009216589861751168,2
38,64993008,0.005,0.05,0.999999681900042,0.9975167759215512,0.9999781610593972,217,26,37,32,0.11981566820276497,0.17050691244239632,0.14746543778801843,0.05069124423963135,0.02764976958525346,0.02304147465437789,5
38,64993008,0.005,0.1,0.999999681900042,0.9805850400724508,0.9997837761490356,217,26,44,44,0.11981566820276497,0.20276497695852536,0.20276497695852536,0.08294930875576038,0.08294930875576038,0.0,0
38,64993008,0.01,0.02,0.999992744128468,0.9998699359077484,0.999984488903948,217,29,32,32,0.1336405529953917,0.14746543778801843,0.14746543778801843,0.013824884792626724,0.013824884792626724,0.0,0
38,64993008,0.01,0.05,0.999992744128468,0.9975167759215512,0.9999134989027836,217,29,39,36,0.1336405529953917,0.17972350230414746,0.16589861751152074,0.046082949308755755,0.03225806451612903,0.013824884792626724,3
38,64993008,0.01,0.1,0.999992744128468,0.9805850400724508,0.99962411746681,217,29,46,49,0.1336405529953917,0.2119815668202765,0.22580645161290322,0.07834101382488479,0.09216589861751151,-0.013824884792626724,-3
39,1096506457,0.005,0.02,0.9999979068800242,0.9998032532742824,0.9999924155765956,214,36,39,37,0.16822429906542055,0.1822429906542056,0.17289719626168223,0.014018691588785048,0.004672897196261683,0.009345794392523366,2
39,1096506457,0.005,0.05,0.9999979068800242,0.9968446016600588,0.999955723308548,214,36,43,42,0.16822429906542055,0.20093457943925233,0.19626168224299065,0.03271028037383178,0.028037383177570097,0.004672897196261683,1
39,1096506457,0.005,0.1,0.9999979068800242,0.9804356060463956,0.999737178590786,214,36,51,51,0.16822429906542055,0.2383177570093458,0.2383177570093458,0.07009345794392524,0.07009345794392524,0.0,0
39,1096506457,0.01,0.02,0.9999793072434742,0.9998032532742824,0.9999605474978028,214,40,43,42,0.18691588785046728,0.20093457943925233,0.19626168224299065,0.014018691588785048,0.009345794392523366,0.004672897196261683,1
39,1096506457,0.01,0.05,0.9999793072434742,0.9968446016600588,0.9998750713798488,214,40,47,48,0.18691588785046728,0.21962616822429906,0.22429906542056074,0.03271028037383178,0.03738317757009346,-0.004672897196261683,-1
39,1096506457,0.01,0.1,0.9999793072434742,0.9804356060463956,0.9995311479193244,214,40,55,59,0.18691588785046728,0.2570093457943925,0.2757009345794392,0.07009345794392521,0.08878504672897194,-0.01869158878504673,-4
40,25644427,0.005,0.02,0.9999986392159208,0.9998728198433432,0.9999933791890818,225,35,38,38,0.15555555555555556,0.1688888888888889,0.1688888888888889,0.013333333333333336,0.013333333333333336,0.0,0
40,25644427,0.005,0.05,0.9999986392159208,0.9979519961428016,0.9999605474978028,225,35,43,42,0.15555555555555556,0.19111111111111112,0.18666666666666668,0.03555555555555556,0.031111111111111117,0.004444444444444445,1
40,25644427,0.005,0.1,0.9999986392159208,0.9821032216645428,0.9997837761490356,225,35,52,54,0.15555555555555556,0.2311111111111111,0.24,0.07555555555555554,0.08444444444444443,-0.00888888888888889,-2
40,25644427,0.01,0.02,0.999987441920449,0.9998728198433432,0.9999782534996112,225,39,42,40,0.17333333333333334,0.18666666666666668,0.17777777777777778,0.013333333333333336,0.004444444444444445,0.00888888888888889,2
40,25644427,0.01,0.05,0.999987441920449,0.9979519961428016,0.9999101705511452,225,39,47,46,0.17333333333333334,0.2088888888888889,0.20444444444444446,0.03555555555555556,0.031111111111111117,0.004444444444444445,1
40,25644427,0.01,0.1,0.999987441920449,0.9821032216645428,0.9996794309578616,225,39,56,56,0.17333333333333334,0.24888888888888888,0.24888888888888888,0.07555555555555554,0.07555555555555554,0.0,0
41,180922275,0.005,0.02,0.9999990152465128,0.9998427098349608,0.9999963014112456,219,32,37,35,0.1461187214611872,0.1689497716894977,0.1598173515981735,0.0228310502283105,0.0136986301369863,0.0091324200913242,2
41,180922275,0.005,0.05,0.9999990152465128,0.996955350739054,0.9999668814870548,219,32,43,39,0.1461187214611872,0.1963470319634703,0.1780821917808219,0.0502283105022831,0.0319634703196347,0.0182648401826484,4
41,180922275,0.005,0.1,0.9999990152465128,0.9805538997115526,0.99968606291408,219,32,50,55,0.1461187214611872,0.228310502283105,0.2511415525114155,0.0821917808219178,0.1050228310502283,-0.0228310502283105,-5
41,180922275,0.01,0.02,0.9999867865381666,0.9998427098349608,0.9999782534996112,219,36,40,38,0.1643835616438356,0.182648401826484,0.1735159817351598,0.0182648401826484,0.0091324200913242,0.0091324200913242,2
41,180922275,0.01,0.05,0.9999867865381666,0.996955350739054,0.9998944180986076,219,36,46,46,0.1643835616438356,0.2100456621004566,0.2100456621004566,0.045662100456621,0.045662100456621,0.0,0
41,180922275,0.01,0.1,0.9999867865381666,0.9805538997115526,0.9994400020100236,219,36,53,61,0.1643835616438356,0.2420091324200913,0.2785388127853881,0.0776255707762557,0.1141552511415525,-0.0365296803652968,-8
42,1712801292,0.005,0.02,1.0,0.9999194426175464,0.9999990085597928,222,22,26,26,0.0990990990990991,0.11711711711711711,0.11711711711711711,0.018018018018018014,0.018018018018018014,0.0,0
42,1712801292,0.005,0.05,1.0,0.9975987778400656,0.9999867865381666,222,22,30,32,0.0990990990990991,0.13513513513513514,0.14414414414414414,0.03603603603603604,0.04504504504504504,-0.009009009009009,-2
42,1712801292,0.005,0.1,1.0,0.9829310009076384,0.9998944180986076,222,22,37,40,0.0990990990990991,0.16666666666666666,0.18018018018018017,0.06756756756756756,0.08108108108108107,-0.013513513513513514,-3
42,1712801292,0.01,0.02,0.9999954343008,0.9999194426175464,0.9999884265003892,222,30,32,32,0.13513513513513514,0.14414414414414414,0.14414414414414414,0.009009009009009,0.009009009009009,0.0,0
42,1712801292,0.01,0.05,0.9999954343008,0.9975987778400656,0.999955723308548,222,30,36,36,0.13513513513513514,0.16216216216216217,0.16216216216216217,0.02702702702702703,0.02702702702702703,0.0,0
42,1712801292,0.01,0.1,0.9999954343008,0.9829310009076384,0.9997725043556144,222,30,43,45,0.13513513513513514,0.19369369369369369,0.20270270270270271,0.05855855855855854,0.06756756756756757,-0.009009009009009028,-2
43,772838079,0.005,0.02,1.0,0.9998945300611184,0.9999988484929496,211,22,26,24,0.10426540284360189,0.12322274881516587,0.11374407582938388,0.018957345971563982,0.009478672985781991,0.009478672985781991,2
43,772838079,0.005,0.05,1.0,0.9981069352267824,0.9999605474978028,211,22,30,31,0.10426540284360189,0.14218009478672985,0.14691943127962084,0.037914691943127965,0.042654028436018954,-0.004739336492890989,-1
43,772838079,0.005,0.1,1.0,0.98489233075863,0.9997698215105916,211,22,39,42,0.10426540284360189,0.1848341232227488,0.1990521327014218,0.08056872037914692,0.09478672985781991,-0.014218009478672994,-3
43,772838079,0.01,0.02,0.9999946160292668,0.9998945300611184,0.9999918433134992,211,28,30,28,0.13270142180094788,0.14218009478672985,0.13270142180094788,0.009478672985781977,0.0,0.009478672985781977,2
43,772838079,0.01,0.05,0.9999946160292668,0.9981069352267824,0.9999148262649552,211,28,34,36,0.13270142180094788,0.16113744075829384,0.17061611374407584,0.02843601895734596,0.037914691943127965,-0.009478672985782005,-2
43,772838079,0.01,0.1,0.9999946160292668,0.98489233075863,0.9996496079538412,211,28,43,44,0.13270142180094788,0.2037914691943128,0.20853080568720378,0.07109004739336491,0.0758293838862559,-0.004739336492890989,-1
44,671120558,0.005,0.02,0.9999999413113496,0.9998655968097284,0.9999993580312254,202,25,29,27,0.12376237623762376,0.14356435643564355,0.13366336633663367,0.019801980198019792,0.00990099009900991,0.009900990099009882,2
44,671120558,0.005,0.05,0.9999999413113496,0.9978723776357648,0.9999797929058492,202,25,32,32,0.12376237623762376,0.15841584158415842,0.15841584158415842,0.034653465346534656,0.034653465346534656,0.0,0
44,671120558,0.005,0.1,0.9999999413113496,0.980961032876446,0.9997735087197832,202,25,40,45,0.12376237623762376,0.19801980198019803,0.22277227722772278,0.07425742574257427,0.09900990099009901,-0.024752475247524747,-5
44,671120558,0.01,0.02,0.9999929791081557,0.9998655968097284,0.9999868735615032,202,31,33,32,0.15346534653465346,0.16336633663366337,0.15841584158415842,0.00990099009900991,0.004950495049504955,0.004950495049504955,1
44,671120558,0.01,0.05,0.9999929791081557,0.9978723776357648,0.9999004337183612,202,31,36,39,0.15346534653465346,0.1782178217821782,0.19306930693069307,0.024752475247524747,0.03960396039603961,-0.014851485148514865,-3
