fpr,tpr,threshold
0.0,0.0,inf
0.20833333333333334,0.125,1.0
0.2111111111111111,0.125,0.9999999953344358
0.2111111111111111,0.1875,0.9999999413113497
0.3333333333333333,0.1875,0.9993354007298401
0.3333333333333333,0.25,0.9992862249531513
0.4361111111111111,0.25,0.9944461124938432
0.4361111111111111,0.3125,0.9943724944330681
0.44722222222222224,0.3125,0.9932674315727082
0.44722222222222224,0.375,0.9926743662936276
0.45555555555555555,0.375,0.9919712912871075
0.45555555555555555,0.4375,0.9916197403075158
0.48333333333333334,0.4375,0.9877882639432756
0.48333333333333334,0.5,0.9873146936561858
0.6027777777777777,0.5,0.9430532415329165
0.6027777777777777,0.5625,0.9407364136437945
0.7055555555555556,0.5625,0.8558451787692185
0.7055555555555556,0.625,0.8529061192320074
0.7222222222222222,0.625,0.8342320122973139
0.7222222222222222,0.6875,0.82228670409008
0.7388888888888889,0.6875,0.8037022689131177
0.7388888888888889,0.75,0.8029448839742711
0.7722222222222223,0.75,0.7654412129550244
0.7722222222222223,0.8125,0.76534478975613
0.7833333333333333,0.8125,0.7475490395785549
0.7833333333333333,0.9375,0.7400076776067844
0.8722222222222222,0.9375,0.5531002994954102
0.8722222222222222,1.0,0.5513841905924007
1.0,1.0,0.23701408145279612
