fpr,tpr,threshold
0.0,0.0,inf
0.002777777777777778,0.0,0.3889073782389047
0.011111111111111112,0.0,0.36000105260362547
0.011111111111111112,0.0625,0.3566836086214235
0.11944444444444445,0.0625,0.27396920344848325
0.11944444444444445,0.125,0.27006030926279423
0.21388888888888888,0.125,0.24136436031283717
0.21388888888888888,0.1875,0.24111294091137794
0.24722222222222223,0.1875,0.23542861172863452
0.24722222222222223,0.25,0.23538171091594925
0.31666666666666665,0.25,0.22323947560870713
0.31666666666666665,0.3125,0.22311549975471048
0.325,0.3125,0.22224660472877422
0.325,0.375,0.2210562323604778
0.36666666666666664,0.375,0.2133998524991356
0.36666666666666664,0.4375,0.21294573451143708
0.4083333333333333,0.4375,0.20818623233667768
0.4083333333333333,0.5,0.20798205434691405
0.43333333333333335,0.5,0.20490623183672976
0.43333333333333335,0.5625,0.20441963839918675
0.45,0.5625,0.2014722925067104
0.45,0.625,0.20004889401298173
0.46111111111111114,0.625,0.19798867279245028
0.46111111111111114,0.6875,0.19787548734428814
0.6055555555555555,0.6875,0.17188931867518562
0.6055555555555555,0.75,0.17140101231634716
0.6888888888888889,0.75,0.160800468702811
0.6888888888888889,0.875,0.16050798726985532
0.7083333333333334,0.875,0.15772700225804187
0.7083333333333334,0.9375,0.15771188551760124
0.8833333333333333,0.9375,0.12321322524110671
0.8833333333333333,1.0,0.1213910681108131
1.0,1.0,0.07411014931573678
