target_name,repeat,split_seed,model,requested_fpr,actual_fpr,sensitivity,specificity,ppv
FILD or FILA ADJUDICATED,1,462275793,zebra_raw,0.005,0.0058147218184221305,0.2822085889570552,0.9941852781815779,0.5111111111111111
FILD or FILA ADJUDICATED,1,462275793,zebra_raw,0.01,0.010043610413638215,0.2883435582822086,0.9899563895863618,0.3821138211382114
FILD or FILA ADJUDICATED,1,462275793,zebra_raw,0.05,0.04995374653098983,0.44171779141104295,0.9500462534690102,0.16
FILD or FILA ADJUDICATED,1,462275793,zebra_logistic,0.005,0.0058147218184221305,0.2822085889570552,0.9941852781815779,0.5111111111111111
FILD or FILA ADJUDICATED,1,462275793,zebra_logistic,0.01,0.010043610413638215,0.2883435582822086,0.9899563895863618,0.3821138211382114
FILD or FILA ADJUDICATED,1,462275793,zebra_logistic,0.05,0.04995374653098983,0.44171779141104295,0.9500462534690102,0.16
FILD or FILA ADJUDICATED,1,462275793,zebra_plus_genomics_elasticnet,0.005,0.005021805206819052,0.13496932515337423,0.994978194793181,0.36666666666666664
FILD or FILA ADJUDICATED,1,462275793,zebra_plus_genomics_elasticnet,0.01,0.010043610413638215,0.1656441717791411,0.9899563895863618,0.2621359223300971
FILD or FILA ADJUDICATED,1,462275793,zebra_plus_genomics_elasticnet,0.05,0.04995374653098983,0.49079754601226994,0.9500462534690102,0.17467248908296942
FILD or FILA ADJUDICATED,1,462275793,zebra_plus_MUC5B_ridge,0.005,0.005021805206819052,0.1165644171779141,0.994978194793181,0.3333333333333333
FILD or FILA ADJUDICATED,1,462275793,zebra_plus_MUC5B_ridge,0.01,0.010043610413638215,0.15950920245398773,0.9899563895863618,0.2549019607843137
FILD or FILA ADJUDICATED,1,462275793,zebra_plus_MUC5B_ridge,0.05,0.04995374653098983,0.2883435582822086,0.9500462534690102,0.11058823529411765
FILD or FILA ADJUDICATED,1,462275793,zebra_plus_MUC5B_DOCK2_ridge,0.005,0.005021805206819052,0.10429447852760736,0.994978194793181,0.3090909090909091
FILD or FILA ADJUDICATED,1,462275793,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.010043610413638215,0.15337423312883436,0.9899563895863618,0.24752475247524752
FILD or FILA ADJUDICATED,1,462275793,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.04995374653098983,0.3128834355828221,0.9500462534690102,0.11888111888111888
FILD or FILA ADJUDICATED,2,679073803,zebra_raw,0.005,0.005021805206819052,0.34355828220858897,0.994978194793181,0.5957446808510638
FILD or FILA ADJUDICATED,2,679073803,zebra_raw,0.01,0.010043610413638215,0.3496932515337423,0.9899563895863618,0.42857142857142855
FILD or FILA ADJUDICATED,2,679073803,zebra_raw,0.05,0.04995374653098983,0.49693251533742333,0.9500462534690102,0.17647058823529413
FILD or FILA ADJUDICATED,2,679073803,zebra_logistic,0.005,0.005021805206819052,0.34355828220858897,0.994978194793181,0.5957446808510638
FILD or FILA ADJUDICATED,2,679073803,zebra_logistic,0.01,0.010043610413638215,0.3496932515337423,0.9899563895863618,0.42857142857142855
FILD or FILA ADJUDICATED,2,679073803,zebra_logistic,0.05,0.04995374653098983,0.49693251533742333,0.9500462534690102,0.17647058823529413
FILD or FILA ADJUDICATED,2,679073803,zebra_plus_genomics_elasticnet,0.005,0.005021805206819052,0.15950920245398773,0.994978194793181,0.40625
FILD or FILA ADJUDICATED,2,679073803,zebra_plus_genomics_elasticnet,0.01,0.010043610413638215,0.1901840490797546,0.9899563895863618,0.2897196261682243
FILD or FILA ADJUDICATED,2,679073803,zebra_plus_genomics_elasticnet,0.05,0.04995374653098983,0.5153374233128835,0.9500462534690102,0.18181818181818182
FILD or FILA ADJUDICATED,2,679073803,zebra_plus_MUC5B_ridge,0.005,0.005021805206819052,0.024539877300613498,0.994978194793181,0.09523809523809523
FILD or FILA ADJUDICATED,2,679073803,zebra_plus_MUC5B_ridge,0.01,0.010043610413638215,0.17791411042944785,0.9899563895863618,0.2761904761904762
FILD or FILA ADJUDICATED,2,679073803,zebra_plus_MUC5B_ridge,0.05,0.04995374653098983,0.32515337423312884,0.9500462534690102,0.12296983758700696
FILD or FILA ADJUDICATED,2,679073803,zebra_plus_MUC5B_DOCK2_ridge,0.005,0.005021805206819052,0.049079754601226995,0.994978194793181,0.17391304347826086
FILD or FILA ADJUDICATED,2,679073803,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.010043610413638215,0.1411042944785276,0.9899563895863618,0.23232323232323232
FILD or FILA ADJUDICATED,2,679073803,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.04995374653098983,0.34355828220858897,0.9500462534690102,0.12903225806451613
FILD or FILA ADJUDICATED,3,486088329,zebra_raw,0.005,0.005021805206819052,0.3067484662576687,0.994978194793181,0.5681818181818182
FILD or FILA ADJUDICATED,3,486088329,zebra_raw,0.01,0.010043610413638215,0.31901840490797545,0.9899563895863618,0.40625
FILD or FILA ADJUDICATED,3,486088329,zebra_raw,0.05,0.04995374653098983,0.48466257668711654,0.9500462534690102,0.17286652078774617
FILD or FILA ADJUDICATED,3,486088329,zebra_logistic,0.005,0.005021805206819052,0.3067484662576687,0.994978194793181,0.5681818181818182
FILD or FILA ADJUDICATED,3,486088329,zebra_logistic,0.01,0.010043610413638215,0.31901840490797545,0.9899563895863618,0.40625
