target_name,repeat,split_seed,model,bin,n,cases,mean_pred,obs_rate,obs_rate_lo,obs_rate_hi,prob_min,prob_max
FILD or FILA ADJUDICATED,1,171039839,zebra,0,773,2,0.2321556522926298,0.00258732212160414,0.000709824034503437,0.009384203172280906,0.11052533634471677,0.26095244343517615
FILD or FILA ADJUDICATED,1,171039839,zebra,1,773,2,0.2866951674054699,0.00258732212160414,0.000709824034503437,0.009384203172280906,0.26099906075218154,0.31237812141757126
FILD or FILA ADJUDICATED,1,171039839,zebra,2,773,2,0.3435980903002116,0.00258732212160414,0.000709824034503437,0.009384203172280906,0.3124139229420949,0.37661447713663365
FILD or FILA ADJUDICATED,1,171039839,zebra,3,773,4,0.41266415910682197,0.00517464424320828,0.0020141033171344287,0.013228979664907214,0.3766736141998482,0.4495140671623082
FILD or FILA ADJUDICATED,1,171039839,zebra,4,773,7,0.49448438172615405,0.009055627425614488,0.004393335756911343,0.01857333088801625,0.4495227276551405,0.5479284642962357
FILD or FILA ADJUDICATED,1,171039839,zebra,5,773,8,0.6060261181136593,0.01034928848641656,0.0052532821048726815,0.02028791242768356,0.5480659336506285,0.6676453929864515
FILD or FILA ADJUDICATED,1,171039839,zebra,6,773,14,0.7340769330689813,0.018111254851228976,0.010818648018970362,0.03016971383935777,0.6677034443254622,0.7924123854559428
FILD or FILA ADJUDICATED,1,171039839,zebra,7,773,9,0.8482077596768677,0.01164294954721863,0.006137285509035919,0.021978436911148973,0.7927303182113955,0.9029687037824873
FILD or FILA ADJUDICATED,1,171039839,zebra,8,773,19,0.9531587130512984,0.02457956015523933,0.015791173206501093,0.038069828089970295,0.903207882210036,0.987409632064058
FILD or FILA ADJUDICATED,1,171039839,zebra,9,773,96,0.9972892414589182,0.12419146183699871,0.10278380016298674,0.14931584848089066,0.9874135235232654,1.0
FILD or FILA ADJUDICATED,1,171039839,genomic,0,773,11,0.03103998588101418,0.014230271668822769,0.0079642234804493,0.025300554714992894,0.013561895392176204,0.04086401671998112
FILD or FILA ADJUDICATED,1,171039839,genomic,1,773,15,0.052883764619955725,0.019404915912031046,0.011794322566728195,0.03176856717922859,0.040890655864063236,0.06554809864155414
FILD or FILA ADJUDICATED,1,171039839,genomic,2,773,12,0.07783032570033935,0.015523932729624839,0.008902271010121431,0.026937035072949405,0.06555153221531482,0.08911503566751733
FILD or FILA ADJUDICATED,1,171039839,genomic,3,773,20,0.10000521292221468,0.0258732212160414,0.01681035722063063,0.03962517196346941,0.08913375953453082,0.10954600227859984
FILD or FILA ADJUDICATED,1,171039839,genomic,4,773,16,0.1200512410227167,0.02069857697283312,0.012780228984102488,0.03335718864948295,0.10955112071650647,0.12987349276843976
FILD or FILA ADJUDICATED,1,171039839,genomic,5,773,16,0.1404679757334974,0.02069857697283312,0.012780228984102488,0.03335718864948295,0.1299025699298534,0.15104915712421974
FILD or FILA ADJUDICATED,1,171039839,genomic,6,773,14,0.16312312241094004,0.018111254851228976,0.010818648018970362,0.03016971383935777,0.15114646288764913,0.17496079171184412
FILD or FILA ADJUDICATED,1,171039839,genomic,7,773,11,0.1888840152613312,0.014230271668822769,0.0079642234804493,0.025300554714992894,0.17500872749137084,0.20369541889363801
FILD or FILA ADJUDICATED,1,171039839,genomic,8,773,24,0.22453468751759673,0.031047865459249677,0.020951444589265508,0.04578219614534913,0.2037306044377599,0.2476268000419225
FILD or FILA ADJUDICATED,1,171039839,genomic,9,773,24,0.29528110887742154,0.031047865459249677,0.020951444589265508,0.04578219614534913,0.24765669693114375,0.49153399225830263
FILD or FILA ADJUDICATED,1,171039839,combined,0,773,4,0.01664808584019624,0.00517464424320828,0.0020141033171344287,0.013228979664907214,0.004682132307848793,0.022549487400561407
FILD or FILA ADJUDICATED,1,171039839,combined,1,773,0,0.027950248383121688,0.0,0.0,0.004944971431527044,0.022552326583479217,0.03377058377608288
FILD or FILA ADJUDICATED,1,171039839,combined,2,773,4,0.04171021867509268,0.00517464424320828,0.0020141033171344287,0.013228979664907214,0.03377670335216071,0.050450177510051
FILD or FILA ADJUDICATED,1,171039839,combined,3,773,5,0.06151528836760307,0.00646830530401035,0.002765945083291181,0.01505166578637911,0.05046189173576163,0.07456204701382516
FILD or FILA ADJUDICATED,1,171039839,combined,4,773,6,0.09042138838570253,0.007761966364812419,0.0035620936350174524,0.016830045122281485,0.07458429218106909,0.10735467394634435
FILD or FILA ADJUDICATED,1,171039839,combined,5,773,4,0.1307293755209741,0.00517464424320828,0.0020141033171344287,0.013228979664907214,0.10736006601858136,0.1571007877610564
FILD or FILA ADJUDICATED,1,171039839,combined,6,773,8,0.1858004649829759,0.01034928848641656,0.0052532821048726815,0.02028791242768356,0.15710351390637456,0.2175499847539577
FILD or FILA ADJUDICATED,1,171039839,combined,7,773,17,0.2553736144091206,0.02199223803363519,0.013775492950160747,0.034936452571053336,0.21759165517718992,0.29863161793268095
FILD or FILA ADJUDICATED,1,171039839,combined,8,773,28,0.35931439172162033,0.03622250970245795,0.02517831056315338,0.05185344172197584,0.29864402808360957,0.43536961553293874
FILD or FILA ADJUDICATED,1,171039839,combined,9,773,87,0.5893320660784841,0.11254851228978008,0.09215792043885615,0.1367709772163634,0.4354277576221772,0.9251640042808896
FILD or FILA ADJUDICATED,2,1761127537,zebra,0,773,1,0.23241368499238457,0.00129366106080207,0.00022839945553284995,0.007291099863622844,0.11052533634471677,0.261929049148748
FILD or FILA ADJUDICATED,2,1761127537,zebra,1,773,2,0.288095953851451,0.00258732212160414,0.000709824034503437,0.009384203172280906,0.26204427209140113,0.3147882091717494
FILD or FILA ADJUDICATED,2,1761127537,zebra,2,773,3,0.3454028243020533,0.0038809831824062097,0.001320743574721569,0.011347811519691425,0.3148074139426628,0.37675257434166515
FILD or FILA ADJUDICATED,2,1761127537,zebra,3,773,3,0.4116365719950514,0.0038809831824062097,0.001320743574721569,0.011347811519691425,0.3767956686151036,0.4477151358421824
FILD or FILA ADJUDICATED,2,1761127537,zebra,4,773,7,0.49338448966781234,0.009055627425614488,0.004393335756911343,0.01857333088801625,0.447734556292315,0.5433213455863211
FILD or FILA ADJUDICATED,2,1761127537,zebra,5,773,6,0.602396912495521,0.007761966364812419,0.0035620936350174524,0.016830045122281485,0.5436096690465401,0.6640242739721478
FILD or FILA ADJUDICATED,2,1761127537,zebra,6,773,11,0.731167795690619,0.014230271668822769,0.0079642234804493,0.025300554714992894,0.6642661211891435,0.7934919360090515
FILD or FILA ADJUDICATED,2,1761127537,zebra,7,773,11,0.8502802983936075,0.014230271668822769,0.0079642234804493,0.025300554714992894,0.7936409735970521,0.9057145190836928
FILD or FILA ADJUDICATED,2,1761127537,zebra,8,773,21,0.9547320602179143,0.027166882276843468,0.01783640391833722,0.041173653153391464,0.9057429528389144,0.9874447825853907
FILD or FILA ADJUDICATED,2,1761127537,zebra,9,773,98,0.997302569444404,0.12677878395860284,0.1051542914269795,0.15209441299215515,0.9874459225395908,1.0
FILD or FILA ADJUDICATED,2,1761127537,genomic,0,773,12,0.09030217458485423,0.015523932729624839,0.008902271010121431,0.026937035072949405,0.02568578385507533,0.1159685101791175
FILD or FILA ADJUDICATED,2,1761127537,genomic,1,773,15,0.133036057293889,0.019404915912031046,0.011794322566728195,0.03176856717922859,0.11599268806686618,0.14875460859280576
FILD or FILA ADJUDICATED,2,1761127537,genomic,2,773,14,0.16383162988087147,0.018111254851228976,0.010818648018970362,0.03016971383935777,0.14884207580247177,0.18009760619176798
FILD or FILA ADJUDICATED,2,1761127537,genomic,3,773,10,0.19495674675015273,0.0129366106080207,0.007041840136496329,0.023648410171317212,0.18012223157683357,0.20959542836991107
FILD or FILA ADJUDICATED,2,1761127537,genomic,4,773,19,0.22553069430993103,0.02457956015523933,0.015791173206501093,0.038069828089970295,0.20960647275904912,0.2419878440505906
FILD or FILA ADJUDICATED,2,1761127537,genomic,5,773,11,0.2590660829246778,0.014230271668822769,0.0079642234804493,0.025300554714992894,0.2419966537916113,0.2773315654578552
