target_name,model,requested_fpr,metric,n_repeats,mean,sd,median,q025,q975
FILD or FILA ADJUDICATED,combined,0.01,LR-,7,0.7486432637558732,0.09988299099820015,0.7394805165602805,0.6418818573601209,0.8843031577255976
FILD or FILA ADJUDICATED,combined,0.01,threshold,10,0.5350928931596262,0.1708916759323303,0.5822056251611974,0.26883980602792845,0.7325122736580659
FILD or FILA ADJUDICATED,combined,0.01,expected_fp,10,75.66999999999999,1.4979556132593925e-14,75.67,75.67,75.67
FILD or FILA ADJUDICATED,combined,0.01,expected_tn,10,7491.33,0.0,7491.33,7491.33,7491.33
FILD or FILA ADJUDICATED,combined,0.01,expected_flags,10,116.53800000000001,15.411825041542322,117.505,96.12,134.96425
FILD or FILA ADJUDICATED,combined,0.01,fpr,10,0.009999999999999998,1.828559098217032e-18,0.01,0.01,0.01
FILD or FILA ADJUDICATED,combined,0.01,tpr_upper,10,0.3205346804671213,0.1012150311413266,0.3287445900663737,0.1850675211178688,0.4399672084546543
FILD or FILA ADJUDICATED,combined,0.01,ppv_upper,10,0.42871513657986177,0.08784721863728288,0.4447450157245788,0.3043216043431194,0.5234344802686355
FILD or FILA ADJUDICATED,combined,0.01,acc_upper,10,0.9778472717867128,0.0021342884962530606,0.9780203914846013,0.9749907197849109,0.9803657067235778
FILD or FILA ADJUDICATED,combined,0.01,npv_upper,10,0.9854644498437481,0.0021333714732798053,0.9856335130788492,0.9826118788619521,0.9879853029433615
FILD or FILA ADJUDICATED,combined,0.01,LR+_upper,7,41.16855038495385,13.24778036028791,42.61700462189667,23.0218773735918,55.13827787325986
FILD or FILA ADJUDICATED,combined,0.01,LR-_upper,7,0.810417779357196,0.08844864885338172,0.8042087913956348,0.7143712529657009,0.9292692088518031
FILD or FILA ADJUDICATED,combined,0.01,threshold_upper,10,0.5350928931596262,0.1708916759323303,0.5822056251611974,0.26883980602792845,0.7325122736580659
FILD or FILA ADJUDICATED,combined,0.01,expected_fp_upper,10,75.66999999999999,1.4979556132593925e-14,75.67,75.67,75.67
FILD or FILA ADJUDICATED,combined,0.01,expected_tn_upper,10,7491.33,0.0,7491.33,7491.33,7491.33
FILD or FILA ADJUDICATED,combined,0.01,expected_flags_upper,10,116.53800000000001,15.411825041542322,117.505,96.12,134.96425
FILD or FILA ADJUDICATED,combined,0.01,fpr_lower,10,0.009999999999999998,1.828559098217032e-18,0.01,0.01,0.01
FILD or FILA ADJUDICATED,combined,0.01,tpr_lower,10,0.19239213895529164,0.08355591507868003,0.1957740723767748,0.08309999034448382,0.2938429589107042
FILD or FILA ADJUDICATED,combined,0.01,ppv_lower,10,0.26047111502561326,0.08585813740139821,0.26583997866187326,0.14261797041517107,0.3576297337708616
FILD or FILA ADJUDICATED,combined,0.01,acc_lower,10,0.9707302640608356,0.001761916449912658,0.9708015777927503,0.9684256560112157,0.9728695245592486
FILD or FILA ADJUDICATED,combined,0.01,npv_lower,10,0.9826909448265839,0.0017596045801634953,0.9827593997891324,0.9803912640398137,0.9848298288514825
FILD or FILA ADJUDICATED,combined,0.01,LR+_lower,7,15.972739966355126,6.985365713398611,16.46229660680413,6.586290728514827,23.55772610627197
