target_name,repeat,split_seed,model,tpr,ppv,acc,npv,LR+,LR-,threshold,expected_fp,expected_tn,expected_flags,fpr,tpr_upper,ppv_upper,acc_upper,npv_upper,LR+_upper,LR-_upper,threshold_upper,expected_fp_upper,expected_tn_upper,expected_flags_upper,fpr_lower,tpr_lower,ppv_lower,acc_lower,npv_lower,LR+_lower,LR-_lower,threshold_lower,expected_fp_lower,expected_tn_lower,expected_flags_lower,sensitivity,specificity,requested_fpr,fpr_distance
FILD or FILA ADJUDICATED,1,171039839,zebra,0.0725364263803681,0.6097560975609754,0.979463963454075,0.9804058139401874,,,1.0,7.566999999999999,7559.433,19.3904375,0.001,0.10774854211207584,0.7081531864011575,0.9804915794390177,0.9811435103138609,,,1.0,7.566999999999999,7559.433,19.3904375,0.001,0.05700867120284766,0.5015357010815031,0.978355716179636,0.9800656610878448,,,1.0,7.566999999999999,7559.433,19.3904375,0.0725364263803681,0.999,0.001,0.0
FILD or FILA ADJUDICATED,1,171039839,zebra,0.31901840490797545,0.5788489388264668,0.9807457956015524,0.9854715179237662,63.80993315239682,0.6844036148210365,0.9999998306228137,37.835,7529.165,89.835,0.005,0.3940328756294357,0.6756515326755409,0.9836563385437955,0.9870686119888095,108.18654054347138,0.752826160433146,0.9999998306228137,37.835,7529.165,89.835,0.005,0.2523379939551573,0.4755786221753007,0.9775192548820014,0.9840422260987794,36.78819469285173,0.6081825157669707,0.9999998306228137,37.835,7529.165,89.835,0.31901840490797545,0.995,0.005,0.0
FILD or FILA ADJUDICATED,1,171039839,zebra,0.31901840490797545,0.40730561023622047,0.9758512289780077,0.985399213080119,,,0.999994790424976,75.67,7491.33,127.66999999999997,0.01,0.3940328756294357,0.4940302564806604,0.9793971043625804,0.9870126309692339,,,0.999994790424976,75.67,7491.33,127.66999999999997,0.01,0.2523379939551573,0.32599593749198386,0.9719943228402635,0.9839524845110953,,,0.999994790424976,75.67,7491.33,127.66999999999997,0.31901840490797545,0.99,0.01,0.0
FILD or FILA ADJUDICATED,1,171039839,zebra,0.39263803680981596,0.29720585701981056,0.967614489003881,0.9868257512125072,19.63209378013758,0.6197571078251916,0.9999197650067242,151.34,7415.66,215.34,0.02,0.4692508618820291,0.36136915033167416,0.9720878534650285,0.9885022485187911,27.473077033615134,0.6953055416491518,0.9999197650067242,151.34,7415.66,215.34,0.02,0.3209691454986617,0.24015104427872544,0.9627685413515169,0.9852435074532904,13.712922035360949,0.5399721804266507,0.9999197650067242,151.34,7415.66,215.34,0.39263803680981596,0.98,0.02,0.0
FILD or FILA ADJUDICATED,1,171039839,zebra,0.4785276073619632,0.170921628469423,0.9400582147477361,0.9883139826131966,,,0.9981111357803799,378.35,7188.65,456.35,0.05,0.55482292465392,0.2081715604073671,0.9462545223199035,0.9900552153231063,,,0.9981111357803799,378.35,7188.65,456.35,0.05,0.4032210768222182,0.13916567794098214,0.9334357252284667,0.9865772241732872,,,0.9981111357803799,378.35,7188.65,456.35,0.4785276073619632,0.95,0.05,0.0
FILD or FILA ADJUDICATED,1,171039839,zebra,0.6073619631901841,0.1156947860304968,0.893829236739974,0.9906899611183114,6.073621860589508,0.4362644873194403,0.9833828614124039,756.7,6810.3,855.7,0.1,0.6790308545013384,0.13886438920982103,0.9017599745949644,0.9924311125182338,7.2668541225298755,0.5254555215015841,0.9833828614124039,756.7,6810.3,855.7,0.1,0.530749138117971,0.0959602537990528,0.8853968858281901,0.9888078955140815,4.961958193333477,0.35405261617112865,0.9833828614124039,756.7,6810.3,855.7,0.6073619631901841,0.9,0.1,0.0
FILD or FILA ADJUDICATED,1,171039839,genomic,0.0,0.04545454545454546,0.9779344113842173,0.9788926623680605,,,0.4254368631002272,7.567,7559.433,7.567,0.001,0.023024605801502687,0.2775327998628892,0.978911465815132,0.9793787750048982,,,0.4254368631002272,7.567,7559.433,7.567,0.001,0.0,0.02150335874926402,0.9769471603307291,0.9788717830060787,,,0.4254368631002272,7.567,7559.433,7.567,0.0,0.999,0.001,0.0
FILD or FILA ADJUDICATED,1,171039839,genomic,0.012269938650306749,0.04545454545454546,0.9742774902975421,0.9790641682753168,,,0.3753696484433888,37.835,7529.165,39.835,0.005,0.0436281276947417,0.1671789333442043,0.976267467403646,0.9797424253766017,,,0.3753696484433888,37.835,7529.165,39.835,0.005,0.003371334406110614,0.02150335874926402,0.9722693757737874,0.9788408259842506,,,0.3753696484433888,37.835,7529.165,39.835,0.012269938650306749,0.995,0.005,0.0
FILD or FILA ADJUDICATED,1,171039839,genomic,0.018404907975460124,0.038135345666991234,0.9695122897800775,0.9790886028175169,,,0.3531435028648207,75.67,7491.33,78.67,0.01,0.05270813955403271,0.10622429250024358,0.972199700484147,0.9798446456876614,,,0.3531435028648207,75.67,7491.33,78.67,0.01,0.006278750696494414,0.02150335874926402,0.9668057514753008,0.9787832207624871,,,0.3531435028648207,75.67,7491.33,78.67,0.018404907975460124,0.99,0.01,0.0
FILD or FILA ADJUDICATED,1,171039839,genomic,0.03067484662576687,0.03198187163155315,0.9599818887451488,0.9791382237097863,,,0.3238100924701028,151.34,7415.66,156.34,0.02,0.06978955653343362,0.07267529052455671,0.9636645426277941,0.9800215047461277,,,0.3238100924701028,151.34,7415.66,156.34,0.02,0.013172190016443139,0.02150335874926402,0.9562781268956823,0.9786970517444495,,,0.3238100924701028,151.34,7415.66,156.34,0.03067484662576687,0.98,0.02,0.0
FILD or FILA ADJUDICATED,1,171039839,genomic,0.0736196319018405,0.030619133227692972,0.9315200517464425,0.9794268118183138,,,0.28409857306456393,378.35,7188.65,390.35,0.05,0.1242615125026264,0.05295798382326336,0.937175413629003,0.9806232997424081,,,0.28409857306456393,378.35,7188.65,390.35,0.05,0.042612231094974064,0.02150335874926402,0.9258316835915275,0.9786396455196295,,,0.28409857306456393,378.35,7188.65,390.35,0.0736196319018405,0.95,0.05,0.0
FILD or FILA ADJUDICATED,1,171039839,genomic,0.147239263803681,0.030619133227692972,0.8841267787839585,0.9799979853216291,,,0.24726196432261524,756.7,6810.3,780.7,0.1,0.2097391577095085,0.04647144532410853,0.891864172967918,0.9815685505137887,,,0.24726196432261524,756.7,6810.3,780.7,0.1,0.1009837236841897,0.02150335874926401,0.8763345620826912,0.9787751207821932,,,0.24726196432261524,756.7,6810.3,780.7,0.147239263803681,0.9,0.1,0.0
