target_name,repeat,split_seed,model,n_test,n_positive,n_negative,observed_prevalence,performance_prevalence,zedstat_auc,zedstat_auc_ci_low,zedstat_auc_ci_high,brier_score,calibration_intercept,calibration_slope,expected_calibration_error,max_calibration_error,mean_predicted_risk,observed_to_expected_ratio,sklearn_auc_check,auc_zedstat_minus_sklearn
NONFIBROTIC ILD ADJUDICATED,1,99542587,zebra_raw,7695,16,7679,0.002079272254710851,0.002079272254710851,0.8539616592741935,0.7364827376366592,0.9714405809117279,0.41687794112174786,-6.610059428407357,0.1355916137694697,0.5874089338744529,0.984865482737885,0.5894882061291637,0.003527249965464548,0.8540011720276077,-3.95127534141837e-05
NONFIBROTIC ILD ADJUDICATED,1,99542587,zebra_isotonic,7695,16,7679,0.002079272254710851,0.002079272254710851,0.8201722131073572,0.6938024432058818,0.9465419830088326,0.0020630925934241404,-0.05918897429551562,0.9850864390497555,0.00047784211417009175,0.0013865780871744732,0.0020724474595316383,1.0032931089026282,0.8201751530147154,-2.9399073582236923e-06
NONFIBROTIC ILD ADJUDICATED,1,99542587,genomic_raw,7695,16,7679,0.002079272254710851,0.002079272254710851,0.4763671875,0.3371936301792489,0.615540744820751,0.01646306093436439,-5.940315439745124,0.021173271312704682,0.028244946401431756,0.2654755997128718,0.026977052238256652,0.0770755913710319,0.4763559708295351,1.1216670464886391e-05
NONFIBROTIC ILD ADJUDICATED,1,99542587,genomic_isotonic,7695,16,7679,0.002079272254710851,0.002079272254710851,0.5401540155965153,0.3953892993120674,0.6849187318809633,0.0020747696006642898,-0.1584728433480717,0.9772595341942129,0.0012080621684681253,0.002026049204052098,0.0021177954890217957,0.9818097476783566,0.5401541541867431,-1.3859022773843321e-07
NONFIBROTIC ILD ADJUDICATED,1,99542587,combined_raw,7695,16,7679,0.002079272254710851,0.002079272254710851,0.5085006305551736,0.36612420199715906,0.650877059113188,0.24613457872714986,-6.099882086082445,0.006053867819347756,0.2459241149252383,0.9986996098829649,0.2454042968615606,0.008472843716684499,0.5085053392368798,-4.708681706211415e-06
NONFIBROTIC ILD ADJUDICATED,1,99542587,combined_isotonic,7695,16,7679,0.002079272254710851,0.002079272254710851,0.5345666546710398,0.39016737551599284,0.6789659338260867,0.0020777798704550063,-4.679620855204491,0.24522776662267193,0.001624161763109439,0.004797170858574645,0.0026687358135105295,0.7791225509038747,0.5345666753483527,-2.0677312861927533e-08
NONFIBROTIC ILD ADJUDICATED,2,1829596856,zebra_raw,7695,16,7679,0.002079272254710851,0.002079272254710851,0.8268823710937501,0.7021096596025858,0.9516550825849144,0.4113722233713809,-6.610690833787157,0.13045257204786606,0.5822680905017913,0.9847137407580385,0.5843473627565021,0.003558281233447245,0.8267840864695923,9.828462415772954e-05
NONFIBROTIC ILD ADJUDICATED,2,1829596856,zebra_isotonic,7695,16,7679,0.002079272254710851,0.002079272254710851,0.8056982508140778,0.6761397359339554,0.9352567656942001,0.002059180156339823,-4.620510650489778,0.15154924008048756,0.0009907148064329469,0.003358242495790211,0.0021388659489247792,0.9721377142668122,0.805699798150801,-1.5473367231955137e-06
NONFIBROTIC ILD ADJUDICATED,2,1829596856,genomic_raw,7695,16,7679,0.002079272254710851,0.002079272254710851,0.6308323125,0.4836520936847688,0.7780125313152313,0.006620617628197975,-5.117320639742221,0.24263925810576065,0.02741889584953485,0.1779989959865916,0.0294981681042457,0.07048818243094829,0.6307950253939315,3.72871060685398e-05
NONFIBROTIC ILD ADJUDICATED,2,1829596856,genomic_isotonic,7695,16,7679,0.002079272254710851,0.002079272254710851,0.5678230887721771,0.4216100019172618,0.7140361756270925,0.0020895058016803907,-5.6299952571947,0.051123251950477816,0.00151008818028037,0.006718120214334607,0.001981042022910375,1.0495851328060999,0.5678229587185832,1.3005359389417492e-07
NONFIBROTIC ILD ADJUDICATED,2,1829596856,combined_raw,7695,16,7679,0.002079272254710851,0.002079272254710851,0.7680055,0.6316194177343051,0.9043915822656949,0.004630595948335123,-3.7684000247891065,0.4730743046852422,0.013912834802072763,0.12824866622255268,0.01576975906577973,0.13185187205699658,0.7678652819377523,0.00014021806224773226
NONFIBROTIC ILD ADJUDICATED,2,1829596856,combined_isotonic,7695,16,7679,0.002079272254710851,0.002079272254710851,0.6737439583679165,0.5278898270133934,0.8195980897224395,0.0020726805948687024,-0.12784183888281223,0.9998068147512086,0.001302825912812097,0.004300268101597711,0.002423835467851119,0.8578438108896291,0.6737449537700221,-9.954021056302054e-07
NONFIBROTIC ILD ADJUDICATED,3,1547199464,zebra_raw,7695,16,7679,0.002079272254710851,0.002079272254710851,0.8477309577702703,0.728445346860248,0.9670165686802926,0.41920692688769456,-6.544203613894233,0.1230091897504999,0.5894325474663625,0.9849822262042419,0.5915118197210734,0.0035151829352984515,0.8476608282328428,7.012953742746575e-05
NONFIBROTIC ILD ADJUDICATED,3,1547199464,zebra_isotonic,7695,16,7679,0.002079272254710851,0.002079272254710851,0.7792595530976436,0.6447036193634705,0.9138154868318167,0.0020761801705104976,-1.9695739622982547,0.6281822379606992,0.0010423300291627223,0.003073744606719278,0.0021730357565726993,0.9568513764312229,0.7792599947909884,-4.4169334478816324e-07
NONFIBROTIC ILD ADJUDICATED,3,1547199464,genomic_raw,7695,16,7679,0.002079272254710851,0.002079272254710851,0.6583441875,0.51181876269325,0.80486961230675,0.004110049755020611,-4.165954445733912,0.3819382115741096,0.013794180937547657,0.11754013370880192,0.015108370947913287,0.13762385513826905,0.6583376741763249,6.513323675072513e-06
NONFIBROTIC ILD ADJUDICATED,3,1547199464,genomic_isotonic,7695,16,7679,0.002079272254710851,0.002079272254710851,0.6224645313650452,0.4752189934414148,0.7697100692886756,0.0020742914506962588,-0.14021682397765162,0.9858964469242186,0.0014605436952322072,0.0035196962695468468,0.0022194629689291923,0.9368357498273656,0.622464676390155,-1.4502510981007077e-07
NONFIBROTIC ILD ADJUDICATED,3,1547199464,combined_raw,7695,16,7679,0.002079272254710851,0.002079272254710851,0.683618625,0.5383145408492793,0.8289227091507207,0.0024756496302567326,-4.345379842772018,0.15895596247513463,0.0037320672150878208,0.020606264076100507,0.0024718494838860123,0.841180771024137,0.6835525459044146,6.607909558542513e-05
NONFIBROTIC ILD ADJUDICATED,3,1547199464,combined_isotonic,7695,16,7679,0.002079272254710851,0.002079272254710851,0.7104763764204837,0.5671618814307167,0.8537908714102507,0.002076183278734855,-5.117382751669188,0.07055220563444456,0.0013007081928973136,0.003434416579360794,0.001351928269230488,1.5380048646326214,0.7104766245604897,-2.4814000598727404e-07
NONFIBROTIC ILD ADJUDICATED,4,1321510800,zebra_raw,7695,16,7679,0.002079272254710851,0.002079272254710851,0.8182835342741935,0.6914781570007951,0.945088911547592,0.4178990735880187,-6.558431108592566,0.12879586126754589,0.5880699080039019,0.9872883852507578,0.5901491802586126,0.003523299403380822,0.8183275817163692,-4.4047442175676466e-05
NONFIBROTIC ILD ADJUDICATED,4,1321510800,zebra_isotonic,7695,16,7679,0.002079272254710851,0.002079272254710851,0.8148130755339857,0.6872228088536878,0.9424033422142837,0.002060456561920642,-1.2922942513175923,0.74505660958788,0.0011503417743831633,0.003322744122438234,0.0020174783892969246,1.0306292576623144,0.8148155684333898,-2.4928994040163133e-06
NONFIBROTIC ILD ADJUDICATED,4,1321510800,genomic_raw,7695,16,7679,0.002079272254710851,0.002079272254710851,0.518028640835828,0.3748524326127596,0.6612048490588964,0.13345660658477518,-6.157200504070816,2.362954437586692e-06,0.13321049843702337,0.9987012987012988,0.13191095327782906,0.015762695993345722,0.518036202630551,-7.561794722943382e-06
NONFIBROTIC ILD ADJUDICATED,4,1321510800,genomic_isotonic,7695,16,7679,0.002079272254710851,0.002079272254710851,0.4969397620277287,0.3556262491973403,0.6382532748581171,0.002075057492912476,-0.15476831568173785,0.9648641510137131,0.0017744087386284133,0.0033514217077334116,0.0019549745877597553,1.0635801957372402,0.49693970569084517,5.6336883547114525e-08
