target_name,repeat,split_seed,model,calibration_source,n_calibration,n_positive_calibration,raw_auc_calibration_data,calibrated_auc_calibration_data,raw_brier_calibration_data,calibrated_brier_calibration_data,n_unique_raw_scores,n_unique_calibrated_scores
NONFIBROTIC ILD ADJUDICATED,10,430577567,zebra,outer_train_fixed_score,5130,11,0.8154113907190679,0.8595695181942495,0.4095188032885911,0.0021195404808414743,5092,5
NONFIBROTIC ILD ADJUDICATED,10,430577567,genomic,outer_train_oof_predictions,5130,11,0.5862650730789039,0.7171500115434477,0.0027189767087219406,0.0021353597155367027,5130,5
NONFIBROTIC ILD ADJUDICATED,10,430577567,combined,outer_train_oof_predictions,5130,11,0.6660214175353851,0.7185263456996217,0.004798462544975558,0.0021365277349920035,5130,7
NONFIBROTIC ILD ADJUDICATED,11,1421401214,zebra,outer_train_fixed_score,5130,11,0.8552629242217052,0.8896712781260545,0.4193330844713079,0.002089277499549826,5084,6
NONFIBROTIC ILD ADJUDICATED,11,1421401214,genomic,outer_train_oof_predictions,5130,11,0.5766573727112895,0.6559430996821112,0.002971298476575831,0.0021374274048210147,5130,4
NONFIBROTIC ILD ADJUDICATED,11,1421401214,combined,outer_train_oof_predictions,5130,11,0.5814878616207001,0.6822976788790425,0.0032972869111776246,0.0021280467879023816,5130,5
NONFIBROTIC ILD ADJUDICATED,12,780332407,zebra,outer_train_fixed_score,5130,11,0.8812268021097871,0.9036210907670177,0.40932713399049114,0.0020772012708359746,5091,7
NONFIBROTIC ILD ADJUDICATED,12,780332407,genomic,outer_train_oof_predictions,5130,11,0.5660729190715517,0.6567689001758156,0.002932710242214933,0.0021367330557194564,5130,6
NONFIBROTIC ILD ADJUDICATED,12,780332407,combined,outer_train_oof_predictions,5130,11,0.8271857074357563,0.8707400237972616,0.00618520041531452,0.002029323181479561,5130,7
NONFIBROTIC ILD ADJUDICATED,13,1099303445,zebra,outer_train_fixed_score,5130,11,0.818892184197908,0.8528032818909943,0.42564980651537027,0.0021275316754653523,5070,7
NONFIBROTIC ILD ADJUDICATED,13,1099303445,genomic,outer_train_oof_predictions,5130,11,0.6102576852723366,0.6023637429185389,0.01385210723359991,0.0021354555008383275,5047,5
NONFIBROTIC ILD ADJUDICATED,13,1099303445,combined,outer_train_oof_predictions,5130,11,0.7340922410271892,0.7917295636576747,0.0028963729547295636,0.002125113804636593,5130,4
NONFIBROTIC ILD ADJUDICATED,14,487427686,zebra,outer_train_fixed_score,5130,11,0.7964357385142695,0.834422561224671,0.4178775829427757,0.0021295638286191413,5087,6
NONFIBROTIC ILD ADJUDICATED,14,487427686,genomic,outer_train_oof_predictions,5130,11,0.5482249729172957,0.6367276989468824,0.007714977445911711,0.0021384018706638946,5130,5
NONFIBROTIC ILD ADJUDICATED,14,487427686,combined,outer_train_oof_predictions,5130,11,0.5103979825605143,0.6156919852954235,0.0027072164222755896,0.0021359849508244813,5130,6
NONFIBROTIC ILD ADJUDICATED,15,938557255,zebra,outer_train_fixed_score,5130,11,0.8418725248184127,0.8812356816849882,0.41262287125032493,0.002117867183264319,5073,5
NONFIBROTIC ILD ADJUDICATED,15,938557255,genomic,outer_train_oof_predictions,5130,11,0.48420323571720325,0.5857855760180433,0.005118930274547518,0.0021390020081318664,5130,11
NONFIBROTIC ILD ADJUDICATED,15,938557255,combined,outer_train_oof_predictions,5130,11,0.6454918396703901,0.7208971922783214,0.0035592912371669575,0.0021310432330511604,5130,5
NONFIBROTIC ILD ADJUDICATED,16,597503275,zebra,outer_train_fixed_score,5130,11,0.7752757108099948,0.8117530057362056,0.4151676709090669,0.002130871962509679,5088,7
NONFIBROTIC ILD ADJUDICATED,16,597503275,genomic,outer_train_oof_predictions,5130,11,0.45973112646291,0.5,0.013751422911702267,0.0021396517066979777,5121,1
NONFIBROTIC ILD ADJUDICATED,16,597503275,combined,outer_train_oof_predictions,5130,11,0.4997957697703742,0.5774121366033849,0.024423209920128836,0.0021391974050708334,5128,6
NONFIBROTIC ILD ADJUDICATED,17,914157046,zebra,outer_train_fixed_score,5130,11,0.8640537036708164,0.8922641140847822,0.4191293813910897,0.002116924438824048,5077,6
NONFIBROTIC ILD ADJUDICATED,17,914157046,genomic,outer_train_oof_predictions,5130,11,0.5914507449963594,0.6751940187181444,0.00591191178037805,0.0021377186895666297,4591,4
NONFIBROTIC ILD ADJUDICATED,17,914157046,combined,outer_train_oof_predictions,5130,11,0.6300591379708395,0.7038128895913619,0.011787420963013709,0.002130892742486063,5130,7
NONFIBROTIC ILD ADJUDICATED,18,1916293077,zebra,outer_train_fixed_score,5130,11,0.7867836402706494,0.8208723294677582,0.4187666365206794,0.0021224563614900853,5079,6
NONFIBROTIC ILD ADJUDICATED,18,1916293077,genomic,outer_train_oof_predictions,5130,11,0.6903869718872648,0.7486103464810243,0.0032788855512784374,0.0021350674111367874,5130,5
NONFIBROTIC ILD ADJUDICATED,18,1916293077,combined,outer_train_oof_predictions,5130,11,0.7754000248628106,0.8202152409028751,0.0038435230378448325,0.0021317830457371965,5130,4
NONFIBROTIC ILD ADJUDICATED,19,344693377,zebra,outer_train_fixed_score,5130,11,0.8482480598128186,0.8816086238434353,0.418553160692881,0.002116555482698951,5080,6
NONFIBROTIC ILD ADJUDICATED,19,344693377,genomic,outer_train_oof_predictions,5130,11,0.6693423786606049,0.7126125486156742,0.0049250570660561,0.0021269559983927906,5129,36
NONFIBROTIC ILD ADJUDICATED,19,344693377,combined,outer_train_oof_predictions,5130,11,0.715498410556039,0.7775844003622867,0.0032915234990259423,0.002125148299993168,5130,6
NONFIBROTIC ILD ADJUDICATED,20,1170263853,zebra,outer_train_fixed_score,5130,11,0.798797705517768,0.8324424159548207,0.4183224055451277,0.002121938351048974,5077,6
NONFIBROTIC ILD ADJUDICATED,20,1170263853,genomic,outer_train_oof_predictions,5130,11,0.601218277717594,0.6722637589017741,0.0025547109665765336,0.002137560118800995,5130,3
NONFIBROTIC ILD ADJUDICATED,20,1170263853,combined,outer_train_oof_predictions,5130,11,0.44413859240973913,0.552016551528175,0.005008723851862495,0.002139127594311717,5130,3
NONFIBROTIC ILD ADJUDICATED,21,1813802518,zebra,outer_train_fixed_score,5130,11,0.820561544335719,0.8527500044397875,0.4143217525941284,0.002103579184196572,5081,6
NONFIBROTIC ILD ADJUDICATED,21,1813802518,genomic,outer_train_oof_predictions,5130,11,0.43627128878154475,0.567689001758156,0.006810164855097706,0.0021389335909578365,5130,2
NONFIBROTIC ILD ADJUDICATED,21,1813802518,combined,outer_train_oof_predictions,5130,11,0.46703013727823267,0.5489797368093912,0.013931304884703262,0.0021388114084595457,5124,37
NONFIBROTIC ILD ADJUDICATED,22,645834155,zebra,outer_train_fixed_score,5130,11,0.7751780354827824,0.8137597897316592,0.42468021149825913,0.0021309993174673625,5083,5
NONFIBROTIC ILD ADJUDICATED,22,645834155,genomic,outer_train_oof_predictions,5130,11,0.5448152160400647,0.6013869896464152,0.00593300847419891,0.0021389239385079923,4925,3
NONFIBROTIC ILD ADJUDICATED,22,645834155,combined,outer_train_oof_predictions,5130,11,0.515015361665098,0.6108082189348062,0.004215566276262658,0.0021388519572712794,5125,4
NONFIBROTIC ILD ADJUDICATED,23,732068609,zebra,outer_train_fixed_score,5130,11,0.8514269477348204,0.8839705908469339,0.4112429027244036,0.0020721393519728647,5086,5
NONFIBROTIC ILD ADJUDICATED,23,732068609,genomic,outer_train_oof_predictions,5130,11,0.5699710525848444,0.5994423626773695,0.07970979718844654,0.002137017822881674,1124,2
NONFIBROTIC ILD ADJUDICATED,23,732068609,combined,outer_train_oof_predictions,5130,11,0.6890372764566943,0.7637766609245413,0.005007772491377044,0.0021268163601985608,4841,5
NONFIBROTIC ILD ADJUDICATED,24,124414270,zebra,outer_train_fixed_score,5130,11,0.8527588840149888,0.893702605267364,0.4212391877252647,0.002082646255969006,5087,4
NONFIBROTIC ILD ADJUDICATED,24,124414270,genomic,outer_train_oof_predictions,5130,11,0.6199719405423645,0.6945248539309878,0.0044984909921331915,0.002137322768840741,5108,6
NONFIBROTIC ILD ADJUDICATED,24,124414270,combined,outer_train_oof_predictions,5130,11,0.6110213287396331,0.6921184890514839,0.017876007154397553,0.002137267192364806,5126,5
NONFIBROTIC ILD ADJUDICATED,25,667207485,zebra,outer_train_fixed_score,5130,11,0.8715480651405637,0.9046333623399456,0.4141854399652111,0.002110209146782024,5067,4
NONFIBROTIC ILD ADJUDICATED,25,667207485,genomic,outer_train_oof_predictions,5130,11,0.5526381217922536,0.5,0.19688108963380482,0.0021396517066979777,181,1
NONFIBROTIC ILD ADJUDICATED,25,667207485,combined,outer_train_oof_predictions,5130,11,0.6650801825640661,0.7475270383064875,0.026484853248418445,0.0021098345392777124,5130,4
NONFIBROTIC ILD ADJUDICATED,26,1267405955,zebra,outer_train_fixed_score,5130,11,0.8293523237848301,0.8734571738088049,0.42397637696433965,0.002121577224501541,5082,7
NONFIBROTIC ILD ADJUDICATED,26,1267405955,genomic,outer_train_oof_predictions,5130,11,0.4201282210659042,0.5301195190822071,0.007937501241757355,0.002139095176480283,5125,2
NONFIBROTIC ILD ADJUDICATED,26,1267405955,combined,outer_train_oof_predictions,5130,11,0.4854641353957627,0.5788151094851623,0.030017773015683164,0.0021380288946513453,5070,3
NONFIBROTIC ILD ADJUDICATED,27,1671181571,zebra,outer_train_fixed_score,5130,11,0.8599335807774955,0.8903638849917419,0.4212492215632945,0.0021043900432874646,5076,5
NONFIBROTIC ILD ADJUDICATED,27,1671181571,genomic,outer_train_oof_predictions,5130,11,0.5768172050649097,0.5,0.02305502271979745,0.0021396517066979777,4401,1
NONFIBROTIC ILD ADJUDICATED,27,1671181571,combined,outer_train_oof_predictions,5130,11,0.7841908043119217,0.8180663837042035,0.004551933139994179,0.002132299037036935,5130,3
NONFIBROTIC ILD ADJUDICATED,28,119611761,zebra,outer_train_fixed_score,5130,11,0.8274698538421922,0.8601910884583281,0.41718668257066344,0.0021058534373590947,5079,7
NONFIBROTIC ILD ADJUDICATED,28,119611761,genomic,outer_train_oof_predictions,5130,11,0.45117121596902804,0.5,0.06340014996910454,0.0021396517066979777,1925,1
NONFIBROTIC ILD ADJUDICATED,28,119611761,combined,outer_train_oof_predictions,5130,11,0.5983412953524303,0.6590509510025041,0.003966472651240629,0.002136249133233611,5130,6
NONFIBROTIC ILD ADJUDICATED,29,289691439,zebra,outer_train_fixed_score,5130,11,0.822959029640022,0.8576692891012094,0.4228291620306032,0.0021271396622340494,5076,8
NONFIBROTIC ILD ADJUDICATED,29,289691439,genomic,outer_train_oof_predictions,5130,11,0.3916425438207036,0.5438562219183434,0.01978021217230138,0.0021392106866420725,5130,2
NONFIBROTIC ILD ADJUDICATED,29,289691439,combined,outer_train_oof_predictions,5130,11,0.547088387291552,0.6256193503702783,0.012471856147206068,0.0019445999547352455,5130,6
NONFIBROTIC ILD ADJUDICATED,30,1738178060,zebra,outer_train_fixed_score,5130,11,0.8769823651636506,0.9165763909854552,0.4149393868528566,0.002059828723710946,5070,5
NONFIBROTIC ILD ADJUDICATED,30,1738178060,genomic,outer_train_oof_predictions,5130,11,0.6104885542275658,0.6879450887069563,0.005248490910870804,0.0021352146649444175,5130,6
NONFIBROTIC ILD ADJUDICATED,30,1738178060,combined,outer_train_oof_predictions,5130,11,0.6317107389582483,0.7060949404180503,0.007592022866809138,0.0020959919552539638,5130,6
