target_name,repeat,split_seed,model,n_test,n_pos_test,auc,partial_auc_fpr_0_05_raw,average_precision
NONFIBROTIC ILD ADJUDICATED,1,283399477,zebra,7695,16,0.8129354408126058,0.011437443026435734,0.014649054864287882
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,7695,16,0.5836860268264097,0.005460102226852455,0.004845413821557109
NONFIBROTIC ILD ADJUDICATED,1,283399477,combined,7695,16,0.6637257455397839,0.01031058731605678,0.025255787870584544
NONFIBROTIC ILD ADJUDICATED,2,360641445,zebra,7695,16,0.8699700481833572,0.012149205625732518,0.018354643780880038
NONFIBROTIC ILD ADJUDICATED,2,360641445,genomic,7695,16,0.5678229587185831,0.00230295285844511,0.0029719115998689113
NONFIBROTIC ILD ADJUDICATED,2,360641445,combined,7695,16,0.6837967183226983,0.0045810815210313854,0.005546100196376209
NONFIBROTIC ILD ADJUDICATED,3,1202872163,zebra,7695,16,0.8221692277640318,0.008992056257325173,0.013751047248205318
NONFIBROTIC ILD ADJUDICATED,3,1202872163,genomic,7695,16,0.48443807787472326,0.001244872379216044,0.0022286155238450504
NONFIBROTIC ILD ADJUDICATED,3,1202872163,combined,7695,16,0.7801878499804663,0.00410128271910405,0.007299232075946924
NONFIBROTIC ILD ADJUDICATED,4,680185041,zebra,7695,16,0.837006771715067,0.006094950514389895,0.009756714373728863
NONFIBROTIC ILD ADJUDICATED,4,680185041,genomic,7695,16,0.5118505013673655,0.002196737856491731,0.0026396939246199954
NONFIBROTIC ILD ADJUDICATED,4,680185041,combined,7695,16,0.6063777835655685,0.0009111700742284153,0.0038934151156540934
NONFIBROTIC ILD ADJUDICATED,5,958117292,zebra,7695,16,0.8306908451621305,0.009317212527672876,0.011657895992844596
NONFIBROTIC ILD ADJUDICATED,5,958117292,genomic,7695,16,0.5113377392889699,0.0,0.0021964168340198277
NONFIBROTIC ILD ADJUDICATED,5,958117292,combined,7695,16,0.508456504753223,0.003018784998046621,0.00427205024520197
NONFIBROTIC ILD ADJUDICATED,6,1465855912,zebra,7695,16,0.7670554434171115,0.003974720015627035,0.006004099909502023
NONFIBROTIC ILD ADJUDICATED,6,1465855912,genomic,7695,16,0.5005941528844902,0.0024657344706341972,0.0027807157055359903
NONFIBROTIC ILD ADJUDICATED,6,1465855912,combined,7695,16,0.7321428571428572,0.0016107240526110173,0.004650684074933367
NONFIBROTIC ILD ADJUDICATED,7,2122967150,zebra,7695,16,0.816199212136997,0.006286218908712072,0.008829262173917956
NONFIBROTIC ILD ADJUDICATED,7,2122967150,genomic,7695,16,0.5238149498632634,0.0,0.002170045193065261
NONFIBROTIC ILD ADJUDICATED,7,2122967150,combined,7695,16,0.3618472457351218,0.0,0.001731188625095158
NONFIBROTIC ILD ADJUDICATED,8,1841939654,zebra,7695,16,0.8111448430785259,0.01006193840343795,0.01463482560656619
NONFIBROTIC ILD ADJUDICATED,8,1841939654,genomic,7695,16,0.48565080088553203,0.0,0.002061727810733869
NONFIBROTIC ILD ADJUDICATED,8,1841939654,combined,7695,16,0.5844551699440032,0.004512306289881495,0.004633522753257637
NONFIBROTIC ILD ADJUDICATED,9,2048233029,zebra,7695,16,0.8285584060424535,0.011262452793332465,0.014502440851036833
NONFIBROTIC ILD ADJUDICATED,9,2048233029,genomic,7695,16,0.5944458913921083,0.0,0.0027156814834500363
NONFIBROTIC ILD ADJUDICATED,9,2048233029,combined,7695,16,0.678758627425446,0.0068356068498502415,0.008490527265150871
NONFIBROTIC ILD ADJUDICATED,10,2044296988,zebra,7695,16,0.8475957155879672,0.015062589529886705,0.021112222630699895
NONFIBROTIC ILD ADJUDICATED,10,2044296988,genomic,7695,16,0.4740241242349264,0.0,0.0019189315097542668
NONFIBROTIC ILD ADJUDICATED,10,2044296988,combined,7695,16,0.7726998958197682,0.004084597603854668,0.006250695411816652
NONFIBROTIC ILD ADJUDICATED,11,1525056890,zebra,7695,16,0.776492707383774,0.004271796457872119,0.006839455785540692
NONFIBROTIC ILD ADJUDICATED,11,1525056890,genomic,7695,16,0.5702972392238573,0.0021727275686938404,0.0035611635935582507
NONFIBROTIC ILD ADJUDICATED,11,1525056890,combined,7695,16,0.6554320223987499,0.007494058471155099,0.01057166025462837
NONFIBROTIC ILD ADJUDICATED,12,1102241896,zebra,7695,16,0.8063956895429092,0.010448951686417504,0.01332037095534967
NONFIBROTIC ILD ADJUDICATED,12,1102241896,genomic,7695,16,0.5281123844250554,0.005464171767157182,0.0038382332350204284
NONFIBROTIC ILD ADJUDICATED,12,1102241896,combined,7695,16,0.6100810652428701,0.0029129769501237144,0.005373672667433796
NONFIBROTIC ILD ADJUDICATED,13,917719314,zebra,7695,16,0.8326279463471806,0.011506625211616097,0.016137224804853058
NONFIBROTIC ILD ADJUDICATED,13,917719314,genomic,7695,16,0.5605954551373877,0.0,0.002955119453116655
NONFIBROTIC ILD ADJUDICATED,13,917719314,combined,7695,16,0.6216222815470764,0.007885141294439381,0.007062624033651912
NONFIBROTIC ILD ADJUDICATED,14,214934493,zebra,7695,16,0.7792844120328168,0.005679857403307723,0.007258512219695346
NONFIBROTIC ILD ADJUDICATED,14,214934493,genomic,7695,16,0.5112237921604376,0.005639568954290923,0.011855602091530413
NONFIBROTIC ILD ADJUDICATED,14,214934493,combined,7695,16,0.5165060554759734,0.0017332172157833053,0.0027639802548098872
NONFIBROTIC ILD ADJUDICATED,15,1740606508,zebra,7695,16,0.8416460476624561,0.011962006771715068,0.015905664954636946
NONFIBROTIC ILD ADJUDICATED,15,1740606508,genomic,7695,16,0.6236082172157833,0.0025552643573381953,0.00398446659829692
